description,id,labels,language,name,primary_language,recorded_at,region
culture,mostlya1-942a-4c71-bed6-f972583cfb97,KnowledgeDomain:Culture,,,Yoruba,2025-06-04 04:15:00,
2024-,mostly84-cf6a-4fa4-9d41-aa6fdbf4d99d,KnowledgeDomain:Culture,,,Igbo,2024-05-19 16:57:00,
"Igbo encodede aser, and social c,er the of in, and schoolsused a in, andt to sation, and ",mostly99-c5d3-4977-aeb2-a9538e9aa8d3,KnowledgeDomain:Culture,,,Hausa,2025-02-05 05:21:00,
recorded_or_purpose,mostly26-df86-402b-b211-159dd8a9519b,KnowledgeDomain:Culture,,,Yoruba,2025-09-20 19:39:00,
historical_context,mostly8e-924b-4f83-bd7a-8b8fade20e64,KnowledgeDomain:Culture,,,Amharic,2025-09-20 19:39:00,
meaning ,mostly63-1b4d-4994-b97f-af78a0272a32,KnowledgeDomain:Culture,,,Shona,2024-10-28 11:47:00,
To ,mostlycb-0681-47b9-a490-3de08e63219e,KnowledgeDomain:Culture,,,Igbo,2024-11-14 14:08:00,
recorded_relevance,mostly24-d2ad-460e-8d27-382b5eb73707,KnowledgeDomain:Culture,,,Oromo,2025-03-06 05:12:00,
"neuraling and pan m thec su,, ",mostly00-87ba-46cc-8ebf-483874252f8e,KnowledgeDomain:Culture,,,Zulu,2024-03-17 06:56:00,
"-0.609,25,1.605-speaking.91419.,_element7,",mostlybb-6045-4e9e-b502-65cae61e81cf,KnowledgeDomain:Culture,,,Amharic,2025-07-10 07:45:00,
region,mostlyf9-03aa-46d1-900c-7874a902af33,KnowledgeDomain:Culture,,,Yoruba,2024-06-03 19:01:00,
Yoruba,mostlyc8-602c-477d-9071-865ccc6829bb,KnowledgeDomain:Culture,,,Swahili,2025-06-30 10:43:00,
,mostlyb4-2fad-4454-874f-964f9fd8308e,KnowledgeDomain:Culture,,,Yoruba,2025-04-06 07:12:00,
region,mostly72-9c6d-4bea-8556-b7c56aa40d22,KnowledgeDomain:Culture,,,Amharic,2025-01-23 23:31:00,
Genic ,mostly69-58cd-486a-974f-d0413f7bb617,KnowledgeDomain:Culture,,,Oromo,2025-09-20 19:39:00,
,mostly9d-70fe-4466-b380-4c6ea0350050,KnowledgeDomain:Culture,,,Amharic,2024-10-30 01:13:00,
primary,mostly7b-4dcf-4a0f-a31a-7a212b62f72e,KnowledgeDomain:Culture,,,Zulu,2024-11-19 09:47:00,
primary_element,mostly0b-2971-4455-81df-a7630ae64167,KnowledgeDomain:Culture,,,Zulu,2025-01-05 22:50:00,
symbolicor: ,mostly47-0da3-4513-95a4-f981902dc913,KnowledgeDomain:Culture,,,Amharic,2024-08-05 00:27:00,
region,mostly80-4148-40e5-b4b0-994330129fc0,KnowledgeDomain:Culture,,,Yoruba,2025-03-10 02:13:00,
C,mostly31-808c-4bcf-81e0-2977ad2c96d4,KnowledgeDomain:Culture,,,Igbo,2025-05-28 23:06:00,
: ,mostly6d-c089-43de-b245-2ab7e9328ae3,KnowledgeDomain:Culture,,,Swahili,2024-11-11 12:19:00,
transmission_embedding,mostlyc2-53f1-478c-88cc-f75b04dfc57e,KnowledgeDomain:Culture,,,Swahili,2024-12-20 11:00:00,
region,mostly78-3c95-41d4-8f2d-9971bd681f6a,KnowledgeDomain:Culture,,,Igbo,2025-03-03 03:59:00,
2024-18.6,mostly96-c4f2-4789-9c70-fff82d5bf3bf,KnowledgeDomain:Culture,,,Igbo,2024-09-21 07:51:00,
"--0.0449,-1.47,, and0700.29,-0.49,-0..",mostlye0-a7b8-42a4-a275-65394466a56a,KnowledgeDomain:Culture,,,Amharic,2024-09-05 14:46:00,
modern_method,mostly58-4fe8-4bc0-842f-8fe8bc551aaf,KnowledgeDomain:Culture,,,Zulu,2024-07-16 12:12:00,
cultural,mostlyda-3b11-4a85-9248-4f113aaf401e,KnowledgeDomain:Culture,,,Swahili,2025-05-23 14:39:00,
modern_element,mostly24-0e4c-4476-a3bd-c49bf2dca1cf,KnowledgeDomain:Culture,,,Amharic,2024-10-09 07:24:00,
neural_or_embedding,mostlya0-22ae-4927-bbd3-2bde3e03362d,KnowledgeDomain:Culture,,,Amharic,2025-08-04 18:23:00,
2025 ,mostly75-d1b7-45a3-b6b1-eb205472aea3,KnowledgeDomain:Culture,,,Hausa,2025-09-20 19:39:00,
"historical_, ",mostly9c-881c-4a08-8991-fb06d7f416e6,KnowledgeDomain:Culture,,,Swahili,2024-09-25 01:23:00,
recorded_at,mostlyd3-13e4-4c34-9437-20d4d316eb56,KnowledgeDomain:Culture,,,Amharic,2024-08-28 01:48:00,
", ",mostly60-f6b8-408a-8579-23c491256428,KnowledgeDomain:Culture,,,Zulu,2025-05-23 14:41:00,
description,mostly38-e016-4050-8b14-96e1f115ae1e,KnowledgeDomain:Culture,,,Zulu,2025-06-25 18:09:00,
culture,mostlyf0-ae84-427f-a6ac-b31e0aa424cc,KnowledgeDomain:Culture,,,Hausa,2024-06-11 05:36:00,
historical_language,mostlyba-958a-46ac-b407-139c5dcdf6af,KnowledgeDomain:Culture,,,Amharic,2024-07-09 15:33:00,
recorded.,mostly9a-468b-4e4e-a953-1e49ff04cea3,KnowledgeDomain:Culture,,,Amharic,2024-08-15 04:48:00,
"meaningt, and to,y and_ community",mostly87-7106-42c1-9b21-eb7c4fcd4f2a,KnowledgeDomain:Culture,,,Zulu,2024-08-03 10:29:00,
recorded_,mostly14-8dc7-49de-a6e4-1051a6d9c76d,KnowledgeDomain:Culture,,,Zulu,2025-06-12 14:28:00,
Sing_or-0.,mostly7f-b469-4404-81fd-ae2341346877,KnowledgeDomain:Culture,,,Yoruba,2025-05-02 20:23:00,
: {description,mostly21-c9d9-463d-8575-66ce836d9e02,KnowledgeDomain:Culture,,,Yoruba,2025-01-17 03:33:00,
meaning,mostlyc1-e79b-4749-8dde-7613e810440c,KnowledgeDomain:Culture,,,Yoruba,2025-01-23 14:51:00,
: ,mostly87-4cac-49b9-b0f8-89a8e38ae878,KnowledgeDomain:Culture,,,Amharic,2024-10-09 20:25:00,
modern_embedding,mostly25-af27-4935-9998-cafd1e37dd31,KnowledgeDomain:Culture,,,Shona,2025-07-17 01:12:00,
recorded in m,mostly23-c243-47f2-a74a-b2ab5ab11362,KnowledgeDomain:Culture,,,Zulu,2024-08-04 06:58:00,
wisdom_ ,mostly12-047f-465b-b70f-ecc71a0929d8,KnowledgeDomain:Culture,,,Igbo,2024-07-15 07:45:00,
,mostlyd8-7748-4455-9292-d4b6b3f965db,KnowledgeDomain:Culture,,,Hausa,2024-03-02 01:37:00,
symbolic_ate,mostlya6-0ce8-489d-bf79-f465c69214cd,KnowledgeDomain:Culture,,,Yoruba,2024-03-27 03:36:00,
"Amharic -03-1.08202628.813,-.,-0.6,0.064178,--20.",mostly3e-8541-48c9-93c9-8da2f92a3a03,KnowledgeDomain:Culture,,,Yoruba,2025-02-07 22:59:00,
symbolic_relevance,mostly2f-e8e1-4db3-be15-4dd2d1d6f51b,KnowledgeDomain:Culture,,,Zulu,2024-09-10 04:39:00,
description,mostlyc5-ee23-4863-8560-ee3a80bd1279,KnowledgeDomain:Culture,,,Igbo,2025-03-16 06:51:00,
dance and ,mostlyc6-a6f5-4c29-a38f-246119b7fa38,KnowledgeDomain:Culture,,,Swahili,2024-06-30 16:13:00,
"2025-0.289,0.1521127,}0.9,-speaking,0.800-9,0.4,1849T38_representation,T: ",mostly51-f7fb-4628-9a25-90c17dc5e2d8,KnowledgeDomain:Culture,,,Amharic,2025-01-25 18:11:00,
"C sl ityedalep of theen mi, s and desar city and theine.",mostlye4-9735-4926-8775-dbc8a67fa789,KnowledgeDomain:Culture,,,Amharic,2024-10-02 04:35:00,
: ,mostly61-e7bc-43a0-be69-0b97367415bc,KnowledgeDomain:Culture,,,Shona,2024-04-18 04:22:00,
wisdom_embedding,mostly9b-a873-4942-8782-072cdf50d360,KnowledgeDomain:Culture,,,Shona,2024-01-10 20:14:00,
transmission_purpose,mostly1e-5d16-443d-ba1e-d6a23e6c4c47,KnowledgeDomain:Culture,,,Swahili,2024-04-30 19:14:00,
2024 and,mostly58-800a-4fd0-9f3a-573b78a3c05e,KnowledgeDomain:Culture,,,Hausa,2025-03-15 15:28:00,
: ,mostly22-15bb-4840-8eb9-85bf06cdabb0,KnowledgeDomain:Culture,,,Igbo,2024-06-14 03:37:00,
,mostlyde-59d0-43bc-98b7-dcbefb1d0afc,KnowledgeDomain:Culture,,,Swahili,2024-09-10 18:16:00,
Amharic,mostly6a-026e-49cd-9a6c-6516218fb1a6,KnowledgeDomain:Culture,,,Yoruba,2025-01-18 13:53:00,
C andb{.oed,mostlyd8-ab04-45dc-8d7e-9b34b59a9b3c,KnowledgeDomain:Culture,,,Amharic,2024-02-05 17:17:00,
festival,mostly67-fb66-4b8d-b87d-6589ccf5e81d,KnowledgeDomain:Culture,,,Zulu,2025-09-20 19:39:00,
recorded_,mostly34-1b26-48d3-9abb-b8e892d52597,KnowledgeDomain:Culture,,,Hausa,2025-04-10 04:52:00,
W,mostly46-44ac-4b29-9360-f62af1cabf33,KnowledgeDomain:Culture,,,Zulu,2024-05-22 13:15:00,
wisdom-speaking2,mostly36-cfb1-4729-8679-16bea32b0211,KnowledgeDomain:Culture,,,Amharic,2024-10-04 07:15:00,
__To,mostly53-b676-4471-8930-4b9b1e3d0591,KnowledgeDomain:Culture,,,Amharic,2025-06-15 14:39:00,
C andt fy and and mf ,mostlya0-dec3-4364-98da-1eb729266f3d,KnowledgeDomain:Culture,,,Oromo,2024-03-21 04:01:00,
meaning Nigeria_at,mostlybc-5549-4339-8e3f-e0d1f0ab8ba1,KnowledgeDomain:Culture,,,Oromo,2024-08-22 18:57:00,
,culture-yoruba,Culture,Yoruba,Yoruba,,,Nigeria
