context,id,labels,object,object_type,predicate,primary_language,recorded_at,relationship_strength,subject,subject_type,symbolic_representation,temporal_aspect
Can,mostlyc8-bf21-4f2c-aa25-6697e01b719a,KnowledgeDomain:KnowledgeGraphTriple,,place,recorded_elementa city,Swahili,2024-03-17 01:20:00,strong,{,place,neural,historical
recorded_type,mostlyc5-3455-44c4-9fb8-06828c6981c7,KnowledgeDomain:KnowledgeGraphTriple,relationship_,place,M_language,Amharic,2025-08-05 13:49:00,strong,context,place,subject,historical
knowledge,mostlye8-f82b-499a-b6ae-61bd494a5b58,KnowledgeDomain:KnowledgeGraphTriple,1,object,"2025-T07:0.480549,-0.49,1.529,1.4212:-0.47",Swahili,2024-03-29 07:06:00,moderate,",  ",place,S_embedding,historical
subject,mostlyd6-0bf3-4278-9def-d3d06a709003,KnowledgeDomain:KnowledgeGraphTriple,Yorubaari African ct in ofma- mlibans_strength,concept,concept,Yoruba,2025-03-25 22:24:00,strong,context,place,", {",current
: ,mostlyf0-dc17-4914-906e-95cb7c89f649,KnowledgeDomain:KnowledgeGraphTriple,timeless cyavp,organization,2025-81:00,Amharic,2024-07-14 00:15:00,moderate,: ,place,"2025ic0.2656,1.22043,-1.0406T,0.3619,876,-0.281.0301,-0.457,0.08.43,2,25: ",historical
2025}language,mostly59-7972-4a3a-97f2-dde9614d2a5e,KnowledgeDomain:KnowledgeGraphTriple,concept,concept,neural ,Amharic,2025-03-02 18:13:00,strong,I,concept,: ,timeless
"2024-1.071842,-0.1354,-}1..72,0.8546,0.0,0.51.625,-0.6,01.719,1.5,-0.6,0.708,0.2,-2321.46,-09.761,0.8,.353,0.726,0.2,-0.16040422,,-1.0111.04,-0.5,51.0.3,0.43,1.0643,1.578:805,-0.203,-0.03184,0.6,-1.647",mostlyfe-593e-4b6f-a91f-a01ad8dda5c7,KnowledgeDomain:KnowledgeGraphTriple,place,place,Igbo,Shona,2024-07-05 14:07:00,weak,moderate,event,P00,current
Swahili,mostly7f-bd6b-465d-97e6-cd7c05313e37,KnowledgeDomain:KnowledgeGraphTriple,", ",cultural_element,", ",Yoruba,2024-03-11 08:51:00,strong,Zulubying Africanruduicm Africa,concept,}f: ,historical
strong,mostly87-7344-4f97-ba70-bb4e20ee0761,KnowledgeDomain:KnowledgeGraphTriple,recorded_elementstrength,object,", ",Shona,2025-09-29 17:32:00,moderate,symbolic_type,person,symbolic_s,historical
historical,mostlyac-ec92-4f44-bd24-801835f85f63,KnowledgeDomain:KnowledgeGraphTriple,subject,concept,,Hausa,2025-07-08 18:33:00,strong,concept of,place,culturalou- p sesun mra Africab smm_,historical
 {,mostlyc8-8bf8-4b41-843c-630954e9dc04,KnowledgeDomain:KnowledgeGraphTriple,"}0o-05,- ",concept,organization}} ,Yoruba,2025-07-25 01:02:00,strong,strong,person,concept,historical
:-0.86066,mostlyb4-17d4-4718-a481-1debffc9a0d8,KnowledgeDomain:KnowledgeGraphTriple,weakcyorvvc,concept,: ,Shona,2025-03-29 10:18:00,strong,current,place,strong,timeless
P,mostly03-31ae-424e-8971-5afdd94023dd,KnowledgeDomain:KnowledgeGraphTriple,strong,cultural_element,place,Amharic,2025-07-14 22:35:00,moderate,M,person,Yorubaani} n,historical
subjecty,mostlybb-6534-4f21-981f-ccc38ede2e00,KnowledgeDomain:KnowledgeGraphTriple,primary_type{,place,primary_language,Igbo,2025-09-29 17:32:00,strong,M_,object,"-} -.2201,0.6136,-0.,1.426,-,5-051.13,-0.29.90.9,0.070,0.0204,-0.07016,-0.306.4,-10.330,-0.0290,0.56175,-1.0908,1.818,-030.3642,0.464,0.024325},-0.40.1315,",historical
", ",mostlyc7-8ef9-4b28-8578-63aab8647e95,KnowledgeDomain:KnowledgeGraphTriple,Perua cs,concept,2025,Amharic,2024-03-25 12:39:00,moderate,recorded_representation,place,temporal_language,historical
symbolic,mostlyb8-93e3-4794-8510-6fa46a35fe4e,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,subject,Hausa,2024-05-21 12:34:00,strong,: ,place,relationship,timeless
,mostly87-d846-49a4-ba12-1c4704811b34,KnowledgeDomain:KnowledgeGraphTriple,"}}-03s-0.8.19,1.29,1..0286:,1",organization,organization,Swahili,2024-02-14 19:47:00,strong,-,place,relationship_type,historical
subjectal cor Africa,mostlyab-ad6c-4347-97f2-5dc4a7f55fd0,KnowledgeDomain:KnowledgeGraphTriple,strong,place,placeic,Zulu,2024-10-12 13:50:00,weak,symbolic_type,cultural_element,conceptatv ked,historical
", ",mostly8a-a605-4dfa-b346-6f46c0785a98,KnowledgeDomain:KnowledgeGraphTriple,knowledge_graph,concept,,Amharic,2024-07-04 03:24:00,moderate,: ,place,G,historical
subject_at,mostly81-076c-4e13-9be1-4b21084bc14c,KnowledgeDomain:KnowledgeGraphTriple,: ,place,temporal_representation,Amharic,2024-04-07 07:36:00,moderate,_embedding,place,"symbolic, ",historical
object,mostly4c-73ea-41a1-93bc-eab4fac5fd59,KnowledgeDomain:KnowledgeGraphTriple,cultural ofsory {sc Africaici mdu ,concept,moderate_embedding,Oromo,2025-02-09 17:54:00,strong,knowledge,organization,G_embedding,historical
: ,mostly0f-6737-48bc-a4aa-af67f9efe7d2,KnowledgeDomain:KnowledgeGraphTriple,S_representation,concept,culturaliaral,Yoruba,2024-09-04 04:19:00,strong,A,person,: ,historical
"-09, ",mostlye6-fe2c-4574-bd60-6702cc14f560,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,temporal0tT1 aspectvicoic ,Shona,2024-11-25 17:36:00,moderate,weak,concept,", {",current
}ing_-graph,mostlya4-eaa8-4021-8968-f94e438eeb9d,KnowledgeDomain:KnowledgeGraphTriple,subject,cultural_element,,Zulu,2025-06-23 23:07:00,strong,"2025, ",person,",al",historical
2024_graph,mostly85-21f3-4fb0-a07e-ed6e3d432bbf,KnowledgeDomain:KnowledgeGraphTriple,moderate,concept,"2025-0.19T8,1.420.2366,1.8",Yoruba,2025-04-22 18:40:00,strong,Swahili,place,Morthc maknss,historical
A,mostlyf0-134a-4e5a-b38a-bd75cc24858d,KnowledgeDomain:KnowledgeGraphTriple,N,concept,strong,Hausa,2024-05-02 15:22:00,strong,: ,event,Yorubau,historical
predicate,mostly13-6467-4337-b153-1140ee0ea0fb,KnowledgeDomain:KnowledgeGraphTriple,context{,cultural_element,place,Amharic,2025-04-19 02:22:00,moderate,_-2strength,place,Amharic,historical
temporal,mostlyd9-db8a-4aa1-8aa1-961def57ce50,KnowledgeDomain:KnowledgeGraphTriple,primary_type,concept,historical,Amharic,2024-11-21 05:08:00,moderate,: ,cultural_element,: ,historical
temporals m_language_embedding,mostlydf-5b1f-444e-ba97-7c803fc1482f,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,strong,Swahili,2024-07-30 20:22:00,strong,"2024--0.3,-0.988,0.43257,0.609, 9,-0.957,47.1741,-0.6817,-0.1319361,042, ",concept,", ",historical
", ",mostly18-722d-4754-9d41-9e6e2ed8d35c,KnowledgeDomain:KnowledgeGraphTriple,moderate,concept,knowledge_strength,Zulu,2024-07-07 19:48:00,strong,Yoruba,event,-00-05,historical
historical,mostly04-73b7-478f-af31-054c550fe084,KnowledgeDomain:KnowledgeGraphTriple,Amharic,concept,weak,Zulu,2025-04-23 10:36:00,strong,is,place,", {",historical
moderate,mostlyf6-8c25-4ea3-acbb-64c7e5b12701,KnowledgeDomain:KnowledgeGraphTriple,place,cultural_element,"2025--1017036,-0.1314,0.243,0.8116,0.222249,-.02361,-0.603,-0.4656,1.1.062,1.3,0.48,0207,-T1118:1,T",Yoruba,2024-04-25 09:03:00,weak,2025_:at,object,place,timeless
N_language,mostlye2-03db-40ca-9d70-65fbf958044f,KnowledgeDomain:KnowledgeGraphTriple,P and,concept,2025_strength,Yoruba,2024-06-07 07:36:00,moderate,} ,place,: ,historical
}0.43: ,mostlyeb-b402-4a6c-9ca7-4277e9ea5f2a,KnowledgeDomain:KnowledgeGraphTriple,relationship_:{,object,knowledge_embedding,Amharic,2025-09-29 02:13:00,moderate,context,organization,temporalua:,historical
primary,mostly40-2711-4758-ad8b-6b3799a096bf,KnowledgeDomain:KnowledgeGraphTriple,object,concept,", ",Igbo,2025-06-27 04:30:00,moderate,: ,organization,N,current
Nor: gal m{,mostlyec-7018-4328-a7e9-e334371eaadf,KnowledgeDomain:KnowledgeGraphTriple,subject_type,cultural_element,organization-y,Zulu,2025-05-10 14:29:00,moderate,", ",person,primary_language,historical
relationship,mostly6f-0653-4f55-8a0a-1b77ce30a64a,KnowledgeDomain:KnowledgeGraphTriple,S,event,subject,Swahili,2024-07-11 14:28:00,strong,S,concept,place,historical
", {",mostly56-8404-401e-be62-cbee94cd7f31,KnowledgeDomain:KnowledgeGraphTriple,: ,cultural_element,} {,Swahili,2025-03-01 03:17:00,strong,A,concept,symbolic_relationship,historical
cultural,mostlyac-89cb-4f2f-9b0e-fac7b1758579,KnowledgeDomain:KnowledgeGraphTriple,} ,place,place,Shona,2025-02-12 10:22:00,weak,place,place,subject_at,historical
knowledge_type,mostly0b-a7b9-41cd-8c15-de3f4aa8a43c,KnowledgeDomain:KnowledgeGraphTriple,subject,concept,A,Amharic,2024-08-10 21:27:00,moderate, ,organization,neural{,historical
subject,mostly31-1984-4342-b79f-002cdda418ba,KnowledgeDomain:KnowledgeGraphTriple,object,event,: ,Zulu,2024-05-30 22:44:00,moderate,:g ,place,historical,timeless
_type,mostly89-c460-48ab-bf00-3906f1076ecb,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,knowledge_type,Swahili,2025-07-06 10:32:00,moderate,", {",organization,primary ,historical
M,mostly77-a5f9-4b36-aadd-44b6e49a5949,KnowledgeDomain:KnowledgeGraphTriple,C,concept,moderate,Yoruba,2024-08-19 05:24:00,strong,predicate,event,subject,historical
 f,mostly61-7709-4887-a3e8-df858db13989,KnowledgeDomain:KnowledgeGraphTriple,Ks ,event,strong_aspect,Zulu,2024-03-15 03:55:00,strong,historical,place,: ,historical
,mostly16-1cec-47ef-8177-a81239e5b51c,KnowledgeDomain:KnowledgeGraphTriple,subject,cultural_element,subject,Yoruba,2024-04-04 11:36:00,strong,E,place,I ,historical
,mostly69-0bb5-4a7e-9697-a7c3fabb958f,KnowledgeDomain:KnowledgeGraphTriple,S ,place,object_type,Swahili,2024-09-14 23:57:00,moderate,historicals,place,object_typeembedding,historical
predicate,mostly94-5b68-4169-8669-a9557f7b7262,KnowledgeDomain:KnowledgeGraphTriple,"20241.1.22,-0.80168}:031.092836, -04,-1.2915",concept,C African_g and ,Shona,2024-05-07 15:01:00,moderate,relationship_ ,concept,"}0-0.56,0T.2,0.03,-1.07097.08,-05.165,-0.4,,--0",historical
,mostlye3-2fec-4ccc-9c89-ff28e2cde477,KnowledgeDomain:KnowledgeGraphTriple,"-,-0T0201:00",concept,P ,Igbo,2025-08-30 22:08:00,strong,Amharic,concept,,historical
temporal,mostlya8-63fe-4cab-bdde-76a13aa5a674,KnowledgeDomain:KnowledgeGraphTriple,G_aspect,place,relationship_type,Amharic,2025-09-29 17:32:00,strong,",0",place,neuralstrength,historical
symbolic,mostly42-a8a4-472e-9424-ea9b3749a6a6,KnowledgeDomain:KnowledgeGraphTriple,subject,event,Yoruba,Hausa,2025-03-06 19:35:00,moderate,recorded,place,influen, timeless
subject_strength,mostly65-7010-4f50-ae92-d1e74cde0da7,KnowledgeDomain:KnowledgeGraphTriple,,concept,M,Igbo,2024-05-05 15:19:00,weak,I_language,concept,object,historical
organization_embedding,mostlybb-12ec-4eaa-90fa-2437dfe6270b,KnowledgeDomain:KnowledgeGraphTriple,context,cultural_element,", ",Yoruba,2025-04-19 21:03:00,weak,temporal,place,C,historical
", ",mostly0c-384c-4f2a-a4d3-f2887512e308,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,symbolic_,Zulu,2024-04-19 13:00:00,moderate,"}-.299}.0609,0.48460,0.499143,-1.5,-T1.2868,---92.949,0.43,0.802,-0.61.47,-1.059.1.69,,0.483,,0.15,-1.365,1.291,",concept,C_,historical
symbolic_type,mostly89-4b11-4433-a9d3-a34c41c227f1,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,neural__at,Swahili,2025-05-25 17:00:00,moderate,Pra,object,symbolic ,historical
Yoruba,mostlyb3-f8f3-4cd6-a158-a20495334b50,KnowledgeDomain:KnowledgeGraphTriple,contextra,concept,", {",Oromo,2025-04-30 23:31:00,strong,primary_type,person,object,historical
} ,mostlyf3-26e7-4d67-a97d-dd4c78892fb3,KnowledgeDomain:KnowledgeGraphTriple,: ,organization,relationship_type,Amharic,2025-06-01 09:34:00,moderate,predicate,organization,relationship_-,current
", {",mostly5b-857b-45e1-b1f4-93c744287af2,KnowledgeDomain:KnowledgeGraphTriple,temporal_languageu ,concept,2024strength,Yoruba,2024-06-04 19:13:00,strong,primary ,object,influen,historical
} -08r:ity,mostlyf8-2b34-455d-b0f4-8a55859e5fb2,KnowledgeDomain:KnowledgeGraphTriple,moderate,organization,:,Shona,2025-04-04 11:04:00,strong,strong1icarticse,place,object,historical
knowledgeclanguage-0ic,mostlyec-fd7d-48a3-80d2-81dcfe414df3,KnowledgeDomain:KnowledgeGraphTriple,20241.0117,place,temporal_representation,Amharic,2024-10-23 20:59:00,moderate,strong,place,", ",historical
influenoed s,mostly25-7a49-41b6-8c52-321331138d15,KnowledgeDomain:KnowledgeGraphTriple,currents-asgedu ande ,person,subject,Igbo,2025-06-01 14:54:00,moderate,object_strength,concept,strong_aspectorc,historical
E ,mostlyf6-943d-418a-ac74-34b0493b66cb,KnowledgeDomain:KnowledgeGraphTriple,I,cultural_element,timeless1,Zulu,2024-05-22 18:52:00,strong,context,person,K,historical
subject,mostly8f-3b4c-41f8-a0b8-55054e26d1e6,KnowledgeDomain:KnowledgeGraphTriple,2024--05-1402529: ,organization,: ,Yoruba,2024-07-30 02:46:00,strong,subject,place,: ,historical
 ,mostlye0-1004-43f9-b94d-01452706903d,KnowledgeDomain:KnowledgeGraphTriple,primary_at,concept,historical,Swahili,2024-08-14 22:08:00,moderate,subject_type,concept,place,timeless
 ,mostlyae-89a6-431d-a253-62a0fd3bb773,KnowledgeDomain:KnowledgeGraphTriple,predicate,place,",-00.1.148,-1.636,--0.39182T,-1.63432,.420.8,-0.16613,-0.2434, ",Swahili,2024-05-02 22:40:00,moderate,", ",place,strong{,historical
subject,mostlye2-b3fd-497d-8a25-98b944fa7455,KnowledgeDomain:KnowledgeGraphTriple,context,concept,strongu,Hausa,2024-11-25 17:09:00,moderate,neural_representation,concept,object,timeless
}2}00,mostlyf2-aaa8-4496-8bbb-d7045f8c0ba1,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,Yoruba,Swahili,2024-12-19 00:57:00,strong,Ean,cultural_element,} {,historical
: ,mostly73-1da3-460c-88f0-a0aa7c0a3475,KnowledgeDomain:KnowledgeGraphTriple,: ,concept,subject_strength,Swahili,2024-11-07 06:54:00,moderate,symbolic_type,place,place,historical
", _st",mostly20-0554-4374-88f0-93e8ab0d9d08,KnowledgeDomain:KnowledgeGraphTriple,person_representation,organization,"object, ",Hausa,2024-09-05 09:09:00,strong,: ,event,neural_at,timeless
: ,mostlya1-2ca1-4865-a779-26214f537d1e,KnowledgeDomain:KnowledgeGraphTriple,object,concept,historical,Swahili,2025-09-29 17:32:00,moderate,timeless,concept,}placecas,historical
: ,mostly2c-2541-400b-8f76-183efc3202a7,KnowledgeDomain:KnowledgeGraphTriple,predicate,concept,: ,Yoruba,2024-06-29 06:20:00,strong,subject- {,place,organizationm,historical
,mostlya8-9c58-4fd3-83df-72133d719c00,KnowledgeDomain:KnowledgeGraphTriple,knowledgera i_strength,place,", ",Hausa,2024-04-05 00:42:00,moderate,recorded_aspect,concept,neural: {,historical
temporal_embedding,mostly56-0b59-4045-b523-1f3d28c527be,KnowledgeDomain:KnowledgeGraphTriple,symbolic_representation,place,object,Shona,2025-01-19 10:39:00,moderate,predicate,place,2024- ,historical
,mostly41-88f4-479e-8010-c83458644e88,KnowledgeDomain:KnowledgeGraphTriple,", m",place,"knowledge, ",Yoruba,2024-12-21 12:49:00,strong,2024 ,concept,C,historical
"-0.12.131,0.1341,-0.1,-1.56849,--,-0.09,0.370.5",mostly4e-d6c8-4a8d-a914-556720592433,KnowledgeDomain:KnowledgeGraphTriple,I,place,: ,Hausa,2024-09-22 09:21:00,strong,A,cultural_element,subjecty,historical
"2024-11-02T11080,-10.1712T1915,0.35020,000.167,0.356,-0.68},0.4817,1.4215416,-0.197,-1T1.169,-1.36.3,-0.0143,-0.08,0.2878,1.409,-0.2767.4708,0.3643,:.2556,-1.361,-05-0.46,0.9672,0.20899,.0936,,-0.039,0.15,1..010,0.39525,1.0.07.15,0",mostly25-a5cc-4076-9c4d-bcc22464af0d,KnowledgeDomain:KnowledgeGraphTriple,"neural_embedding, ",concept,symbolic,Zulu,2024-02-02 07:15:00,strong,", ",cultural_element,20241{,historical
", ",mostly41-e083-4d9b-9b9a-ca5578ec74b2,KnowledgeDomain:KnowledgeGraphTriple,place ,concept,predicate,Amharic,2024-06-04 05:25:00,strong,relationship_representation,concept,2024- ,historical
", ",mostly62-ebab-4a13-9df8-5af7c3bd5e10,KnowledgeDomain:KnowledgeGraphTriple,Swahili,object,Yoruba{,Hausa,2024-04-22 19:53:00,moderate,,place,primary_strength,historical
: ,mostly26-356d-427d-a167-4d34556bc648,KnowledgeDomain:KnowledgeGraphTriple,organizationtype,concept,primaryou: ,Amharic,2024-04-11 23:11:00,strong,: ,cultural_element,object,historical
historical African,mostlyb6-7b5a-44b8-b3c6-86b12d84e736,KnowledgeDomain:KnowledgeGraphTriple,A ,object,symbolic,Shona,2024-07-06 21:03:00,strong,,person,,current
historical,mostly22-4fd6-4361-ba8a-136973ba3158,KnowledgeDomain:KnowledgeGraphTriple,object,place,G,Zulu,2025-05-19 00:20:00,strong,temporal,person,Patane ofa,historical
}} ,mostly3a-5e83-4f30-936f-53e30663e82c,KnowledgeDomain:KnowledgeGraphTriple,,place,:,Swahili,2024-07-11 02:54:00,strong,object,person,context,historical
,mostly03-ca0a-4df7-82c7-cb497822dca6,KnowledgeDomain:KnowledgeGraphTriple,: ,cultural_element,,Swahili,2024-03-21 05:06:00,strong,: ,cultural_element,moderate,current
organization,mostly57-9f00-4f21-851c-c04754f8bf8e,KnowledgeDomain:KnowledgeGraphTriple,predicate,concept,2024-06:00,Igbo,2025-09-29 17:32:00,weak,historical. and7 and ,object,subject_type,historical
,mostly13-39a9-409a-8113-56fc5079699e,KnowledgeDomain:KnowledgeGraphTriple,2025_representation,concept,-10{,Shona,2025-05-15 13:55:00,strong,South,place,object,historical
iseasy-or_r,mostly9b-9241-42b1-8bda-27fe18ae9a44,KnowledgeDomain:KnowledgeGraphTriple,object,place,predicate,Yoruba,2025-01-08 11:12:00,strong, ,person,", ",historical
object,mostly00-8cdb-4a4c-ba84-801c509abbd2,KnowledgeDomain:KnowledgeGraphTriple,object,place,object,Yoruba,2024-08-12 14:36:00,strong,primary,concept,20251,current
knowledgean_type,mostly21-9e39-46f9-9dd5-aa677cb93bbc,KnowledgeDomain:KnowledgeGraphTriple,predicate,concept,predicate,Amharic,2025-02-28 10:44:00,moderate,predicate,place,: ,historical
", ",mostly86-c231-4b19-8983-0b54169211b7,KnowledgeDomain:KnowledgeGraphTriple,: {0,place,moderate,Shona,2025-06-25 15:34:00,strong,A,organization,: ,current
strong,mostly7d-a8bf-4593-b9da-2a4ed8f64913,KnowledgeDomain:KnowledgeGraphTriple,temporal,event,object_aspect,Igbo,2025-05-26 09:48:00,moderate,personorarlekin:uyto,concept,relationship_at,historical
K,mostly1d-4743-492c-ae3c-9119b2b2f707,KnowledgeDomain:KnowledgeGraphTriple,primary_at,object,organization,Amharic,2024-11-10 05:40:00,strong,", ",organization,temporal_embedding,historical
symbolic_embedding,mostlyc0-de57-47ca-9653-0f2edebf6fee,KnowledgeDomain:KnowledgeGraphTriple,place,concept,recorded_strength,Swahili,2024-06-03 06:08:00,moderate,S,place,subject,timeless
strong,mostly36-745f-41bb-bd06-05aa8f457d97,KnowledgeDomain:KnowledgeGraphTriple,primary,place,relationship_at,Shona,2024-03-20 11:38:00,strong,relationshipstrengthan,place,"}, ",historical
,mostly72-d2f3-473f-a61c-9f471b356a08,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,recorded,Zulu,2024-06-10 23:37:00,strong,subject-3: ,concept,", ",timeless
,mostly9d-1f3e-4999-9983-07dc0f99a4c1,KnowledgeDomain:KnowledgeGraphTriple,Igboan,object," .myanm,-1.16846,0.5",Shona,2024-01-04 21:03:00,moderate,concept,place,: ,historical
2024-,mostlyca-d592-4796-91c7-925bc93b4594,KnowledgeDomain:KnowledgeGraphTriple,subject,place,concepttp,Hausa,2024-05-06 10:11:00,strong,symbolic,place,: ,historical
predicate,mostly99-6e38-42d2-908a-f93b04a9085e,KnowledgeDomain:KnowledgeGraphTriple,", ",place,object,Yoruba,2024-06-30 04:47:00,moderate,primary,place,: ,historical
subject,mostly5c-236c-4e1d-a000-be38944ba594,KnowledgeDomain:KnowledgeGraphTriple,conceptking,concept,place,Yoruba,2025-05-05 17:47:00,strong,", ",organization,K_type,historical
"K.t, ",mostly13-4ff3-4d90-b6ad-cf0de41abd67,KnowledgeDomain:KnowledgeGraphTriple,: ,place,timelessc c_,Yoruba,2024-01-14 20:26:00,weak,Zulu,place,predicate-08era,historical
subject_type,mostly17-1395-4573-816b-385bf9dbb485,KnowledgeDomain:KnowledgeGraphTriple,C,concept, ,Swahili,2025-04-05 13:32:00,moderate,Swahili,place,Nan ,historical
temporal ,mostly28-bba4-4b40-abb0-1776f3934cd3,KnowledgeDomain:KnowledgeGraphTriple,conceptm,place,", ",Swahili,2024-10-11 07:03:00,moderate,C ,place,,current
recorded_typete,mostly18-5012-45ba-9d59-de979178eb7f,KnowledgeDomain:KnowledgeGraphTriple,conceptlanguage-00ths,concept,: ,Hausa,2025-03-21 18:10:00,strong,is,place,historical,historical
: ,mostlyf6-e0af-4906-b380-fd0ec14ade7c,KnowledgeDomain:KnowledgeGraphTriple,subject_type,place,S ,Oromo,2024-03-12 22:15:00,moderate,E,place,object,current
2025,mostlyc3-95d1-45d3-91c3-c5b7d685e6f0,KnowledgeDomain:KnowledgeGraphTriple,neural_aspect,organization,neural_om,Swahili,2025-09-13 02:52:00,strong,temporal_type,person,", ",historical
Ps,mostlya9-61f6-4a2d-acd8-d5f1a39a268d,KnowledgeDomain:KnowledgeGraphTriple,"-061.01-03:1.9127,-8",concept,neural_graph,Oromo,2024-03-05 01:00:00,strong,: ,person,moderate,historical
P_g_language,mostlyc3-d11e-4cb5-8f9c-52cdc532c194,KnowledgeDomain:KnowledgeGraphTriple,", ",concept,context,Zulu,2024-12-26 08:00:00,moderate,: ,person,neural_typera of,historical
organization,mostly25-3591-4054-868b-4e8d5ddd4854,KnowledgeDomain:KnowledgeGraphTriple,place_type,concept,:00,Yoruba,2025-02-03 20:56:00,moderate,2025_strength,cultural_element,concept,historical
C,mostlye2-dd09-4738-9aa7-85039255772d,KnowledgeDomain:KnowledgeGraphTriple,,event,historical and,Amharic,2024-01-24 14:56:00,strong,primary,event,Sa,historical
object_typem,mostly73-03aa-468a-b15d-c887c0f68b6e,KnowledgeDomain:KnowledgeGraphTriple,person,concept,Cdal orthaing,Amharic,2025-03-19 00:40:00,strong,subject_at,concept,subject,historical
