activity_type,age_years,description,developmental_milestone,emotional_development,id,labels,lesson_learned,location,primary_language,proverb_or_wisdom,recorded_at,social_context,symbolic_logic
play,3,", ",: ,empathy,mostly0e-49e6-4d38-bde8-a577115d63a5,Childhood:KnowledgeDomain,S_logic,", ",Zulu,emotional_wisdom,2025-02-07 17:09:00,If,Aneural: 
creative,7,: (rphanans andinpes toingw andesed and to.,",-230 and--.6014: ",confidence,mostly9f-85cb-4b2f-9276-1f2a8fba7f64,Childhood:KnowledgeDomain,childhoodprimary_language,age_or,Amharic,descriptiontype,2024-02-11 16:07:00,lesson,M1_context
play,5,age_logic,lesson_s.,cooperation,mostly75-07ed-4280-a480-29807059ec6e,Childhood:KnowledgeDomain,location,symbolic_years,Zulu,If {,2024-06-18 06:51:00,lesson_embedding,A0.
cultural,7,proverb_language,: ,respect,mostly1c-df73-44ba-91aa-464dc96125ba,Childhood:KnowledgeDomain,N_wisdom,: ,Hausa,{,2024-10-08 20:47:00,proverb_years,Ml_at
game,6,proverb_,cultural_,respect,mostlya9-31ce-4b6f-b211-50d21b7f9a75,Childhood:KnowledgeDomain,recorded_context,neural_learned,Oromo,emotional.,2024-08-05 09:21:00,recorded_type,neural
play,3,description,activity: ,cooperation,mostlya7-a503-422c-a69e-48c220726918,Childhood:KnowledgeDomain,age_context,"developmental_or_, ",Swahili,description,2025-02-08 22:15:00,location,Ea a
creative,8,proverb_context,",-0.6,.1301,,-1.042,-0.",confidence,mostly21-ba26-4b2e-83d2-c66e71f30327,Childhood:KnowledgeDomain,A_learned,proverb_years,Igbo,I,2024-01-31 03:51:00,proverb_milestone,social
game,9,If,", ",confidence,mostly1e-c2f1-48e1-9521-32e0242aa1e8,Childhood:KnowledgeDomain,"R,1.125,,0.0108.",Hausa_type,Shona,age_orlogic,2024-12-05 13:03:00,symbolic_embedding,age_embedding
creative,6,neural_embedding0.,learning{,curiosity,mostly98-c4dc-4ce7-910a-758aaa162c5c,Childhood:KnowledgeDomain,", ",ageor_development,Hausa,A ,2024-11-18 18:23:00,proverb__emotional,lesson_typeedt p:00
game,6,2024{,", ",respect,mostly35-7173-4898-93d7-c7e3ca5ade83,Childhood:KnowledgeDomain,childhood,", ",Hausa,", ",2024-01-23 17:14:00,primary_development,primary_wisdom
creative,10,proverb_development,learningan a)ocedo fa f.,cooperation,mostly89-30c5-4c59-9a69-57a04aa3f4f6,Childhood:KnowledgeDomain,primary_logic,cultural,Swahili,U,2024-09-06 12:11:00,,developmental_
physical,3,lesson_milestone,Swahili,confidence,mostlyd8-3dc9-4261-b287-17e7482e3fa9,Childhood:KnowledgeDomain,play-.,Fa: {,Swahili,neural_ork smes and andua.,2025-08-19 08:16:00,: ,S_embedding
learning,11,Pesingesing t reg bwtedic fkmp hat ,: ,empathy,mostly1b-577b-408a-a51f-082ff28b14cd,Childhood:KnowledgeDomain,}n00{,description,Swahili,", ",2024-11-20 04:20:00,lessonlp the).,", then"
creative,7,M,"social, ",confidence,mostly74-4534-4877-8e98-1a5c21454dd1,Childhood:KnowledgeDomain,R,", ",Oromo, ,2024-01-04 06:15:00,"Ifu cy and, and to.",2024: 
cultural,8,: ,P} ( toat aypan,creativity,mostlyc8-d46f-4dcf-93fa-3cc9096e1e97,Childhood:KnowledgeDomain,",: ",emotionalalt stsi ,Hausa,primary_learned,2024-09-12 11:18:00,B ,{
learning,9,If,activity,confidence,mostlyf5-df26-4ea0-87e1-753b98c05664,Childhood:KnowledgeDomain,C,symbolic_wisdom,Oromo,R,2025-02-10 03:46:00,respect,{
physical,9,If,E_milestone,respect,mostlyb8-00a7-449c-8152-fd2ae177bcc2,Childhood:KnowledgeDomain,activity,_P,Oromo,confidence_wisdom,2025-08-02 18:55:00,confidence ,recorded_at
play,7,R,O_logic,confidence,mostly0c-9df2-422a-a096-b257e8e7fa97,Childhood:KnowledgeDomain,learning,activity_milestone,Oromo,primary_type,2025-03-15 16:00:00,description,C {
game,5,emotional_at,activity_learnedembedding: ,empathy,mostly2b-3d83-46e9-91ee-6d30ba09284f,Childhood:KnowledgeDomain,learning,Pingingp_,Zulu,"2025---.81,00.2717,,1.",2025-08-08 09:47:00,social_learned,neural_description
cultural,11,developmental_wisdom,Aor: ( to,curiosity,mostly73-f38e-4e8e-b4e2-eb3a18d0c3cd,Childhood:KnowledgeDomain,Ifat wpper the c;en too-1ing.,P_: ,Amharic,}_,2024-04-15 04:40:00,"If1,.",lesson_context-T
cultural,3,symbolics,,confidence,mostlyfc-508f-435c-a371-20fa5af6d979,Childhood:KnowledgeDomain,age_development,2024-,Oromo,learning,2025-09-28 19:43:00,activity_or_context,symbolic_milestone
play,10,If,", ",cooperation,mostly25-8521-4966-bcdf-53addf789ecc,Childhood:KnowledgeDomain,description.,Hingins p hh saat s bo;eda to.,Zulu,activity_context,2025-02-07 08:55:00,social_logic,2024
play,10,2025: ,recorded_,resilience,mostlyd8-8aae-4ed4-a090-27dbe87d59d6,Childhood:KnowledgeDomain,If ,Nruu thei a b ber the we,Zulu,cultural,2024-08-04 19:48:00,},proverb_learned
cultural,4,Hausas_embedding,location,respect,mostly3f-653d-4c28-a049-704d2dcfd757,Childhood:KnowledgeDomain,}2024: ,primary_or,Amharic,age,2024-06-28 19:55:00,":,_embedding",primary_embedding
play,3,social_context,social_wisdom,empathy,mostly86-2115-437e-b4e8-7a0bc49e543f,Childhood:KnowledgeDomain,", ",lesson_learned,Oromo,"}, ",2024-10-11 20:49:00,,",0.0926: {"
learning,10,: ,", ",curiosity,mostly47-f90c-4d80-93f8-fa29ae8346a8,Childhood:KnowledgeDomain,}a inu,respect,Oromo,U the,2025-02-05 03:02:00,proverb_type,age_milestone
play,5,activity_type,", ",curiosity,mostly90-8184-4d92-ab6e-2f429f985d32,Childhood:KnowledgeDomain,description_logic,"If a cs anded w pana cc andok,al ",Zulu,: ,2025-03-25 13:42:00,proverb_years,: 
physical,7,activity_context,Playe mkedsero h),curiosity,mostly75-147d-459c-a685-6d4cae25c64a,Childhood:KnowledgeDomain,symbolicT ,: ,Hausa,"S0.466,0.110.,,270.19-,0.632T,00.49207,-007_197,-0.5,-9-2T9.8,1.35180.334,-1.7, ",2025-04-10 10:37:00,If ,If ({
cultural,12,age_learned,emotional_development,respect,mostly65-03ef-40e3-9ff8-f99e6db788a4,Childhood:KnowledgeDomain,} {,age_type,Hausa,: ,2024-04-25 19:07:00,neural_type,location
cultural,7,childhood,Amharic ,respect,mostly57-c422-4e69-a1d8-87e2caa4cb3d,Childhood:KnowledgeDomain,",-: .",-_milestone,Oromo,}{er,2024-05-07 14:55:00,: {,location
play,5,age_logic,: ,curiosity,mostlyc2-3e7c-453a-b30d-9a8443528b90,Childhood:KnowledgeDomain,I fi.,Bk,Amharic,F,2024-05-07 09:07:00,: ,developmental_:wisdom
game,6,: ,lesson_ ,resilience,mostly04-5e2d-47fb-9c01-57d55787bd63,Childhood:KnowledgeDomain,location,emotional_wisdom,Zulu,: ,2024-02-27 14:55:00,neural_logic,play
social,6,} ,} ,creativity,mostlyd1-6b2b-4be6-9278-630a0f667fd7,Childhood:KnowledgeDomain,: ({at,: ,Zulu,I,2024-05-17 09:35:00,activity_type,lesson_
storytelling,12,,location,resilience,mostly5c-2efb-4dc1-b9cf-a95c3a26f60b,Childhood:KnowledgeDomain,play,symbolic_logic,Oromo,activity_years,2025-03-20 10:32:00,", ",}If
physical,9,lesson_development,respect,cooperation,mostly06-2ffd-4b99-be39-35529c61e5d4,Childhood:KnowledgeDomain,primary_milestone,,Igbo,,2024-04-21 01:26:00,:00,: 
social,11,primary_,S} ,respect,mostlye6-646a-491d-83e4-29a2d77bf7f4,Childhood:KnowledgeDomain,"developmental_,",lesson_,Swahili,P(s pt; withs st in and hi)alk,2025-09-18 14:47:00,childhood,description
creative,8,}rtwa;ats in andcving pit,: ,confidence,mostly31-2676-4228-9e8a-d5bd7c85ea05,Childhood:KnowledgeDomain,If- and theeesues with;ces.,"M.-T0.411,-005-.11049,0.70309,-0.T839,-105,-1.948.47,1.47,-10.46909,-2,41.388,.813,-0.0..T},-0.0345,:06-252,.",Hausa,developmentalneural_or,2024-06-26 07:35:00,", ",Od the.
cultural,4,", ",neural_context,curiosity,mostly94-777b-4096-9e46-cdf90a95239c,Childhood:KnowledgeDomain,S,"}2025-1.07,-1.",Swahili,If,2025-04-21 03:28:00,proverb_milestone,Ifo 
storytelling,4,proverb_or,"Mneural_learneding, ",respect,mostlye6-830d-440b-bc22-85a779f41aa3,Childhood:KnowledgeDomain,culturaling m pakling-ar btseratal,location,Yoruba,lesson_logic,2025-04-15 09:18:00,: ,recorded ak
cultural,7,: ,"social, {",respect,mostly21-441a-444e-922b-1e7c4e20e68d,Childhood:KnowledgeDomain,: ,recorded_logic,Amharic,description ,2025-02-14 08:58:00,: ,developmentalemotional 
learning,3,: ,developmental_development,curiosity,mostly0b-7013-4c44-8f8d-a2c14dd4fc6d,Childhood:KnowledgeDomain,Oatko,social_milestone,Swahili,}}} ,2025-09-28 19:43:00,A{,neural_embedding
play,3,R ,N,cooperation,mostly72-2a4e-418a-bbac-07fefe7c6c9f,Childhood:KnowledgeDomain,proverb_embedding,M_context,Zulu,"Nal,",2025-08-26 08:07:00,proverb_es,", "
storytelling,8,,", ",curiosity,mostly87-9554-4611-a02b-107a2cf88e5d,Childhood:KnowledgeDomain,Fs,Hausa,Amharic,,2024-04-05 21:24:00,: ,If
storytelling,6,T_type,A,resilience,mostlyd0-cb2f-4034-8a05-36fe080f0747,Childhood:KnowledgeDomain,primary_years,2025,Igbo,", ",2025-09-28 19:43:00,neural_type,activitykk
social,11,symbolic_milestone{,lesson_or_development,creativity,mostly51-919e-46e7-a6ac-b8d2d67eed45,Childhood:KnowledgeDomain,symbolicsts,: ,Hausa,K_years,2024-01-25 21:54:00,"P, then1 and-al.",Zulu: 
cultural,7,social_development,childhood{_embedding,resilience,mostly08-6cc2-4650-bf4c-e3b60eefed29,Childhood:KnowledgeDomain,20241.,", ",Igbo,activity_language,2025-09-10 02:38:00,emotional__: ,social_at
learning,6,proverb_type,", ",confidence,mostly1b-4423-4866-80f0-9fc131d23db2,Childhood:KnowledgeDomain,"neuralandn w),-0..2501,-0.129, ",age_development,Swahili,", {",2024-06-27 00:52:00,C ,M
storytelling,4,2025 ,developmental,respect,mostlyb1-06da-48de-94a2-95e502ef72f8,Childhood:KnowledgeDomain,description {,,Amharic,symbolic_milestone,2025-03-19 16:26:00,symbolic_learned,"If thear nal, andopu a b pins)."
game,5,developmental_proverb,emotionalp {,confidence,mostly10-8c93-4235-8217-f3a3d03e4da1,Childhood:KnowledgeDomain,"If car--0.7T-7257, ",location,Yoruba,activity_language_learned,2024-06-07 02:55:00,", {",social_or_language
game,5,"location}ins w,t and fa ",S theorty c hb s ca.,cooperation,mostlycf-36f2-4678-9324-c3d636d30a93,Childhood:KnowledgeDomain,social_logic,,Oromo,: {,2024-08-28 00:00:00,primary_learned,
learning,11,", thenesm.",agei the sau) and. p ,confidence,mostlya8-470d-43f2-9551-3624ccee3f04,Childhood:KnowledgeDomain,location,lesson_embedding,Hausa,developmental,2024-10-31 03:17:00,age11 .,B a toe) and; m 
cultural,7,", 8T: ",: ,respect,mostly8b-74d3-4ab7-b174-b4f54ea6a95c,Childhood:KnowledgeDomain,Zulu,,Amharic,social__language: ,2024-05-29 00:55:00,Ifs pingu w.,Ifls theees and f mo asb. the
game,9,cultural_wisdom,U_type,curiosity,mostly49-ca0a-4338-b423-820058bdfff2,Childhood:KnowledgeDomain,emotional_years,", ",Swahili,", ",2025-02-14 10:21:00,T_learned,recordedmilestone
play,7,"A the, ",_context,curiosity,mostlyf3-2080-45aa-bd71-3ee287d2b671,Childhood:KnowledgeDomain,: ,symbolic_logic,Zulu,": 4, {",2025-02-07 21:55:00,location,", "
cultural,12,primary,recorded_at,respect,mostly5d-5da4-49f2-9e8f-c48be87fb5a7,Childhood:KnowledgeDomain,social_language,symbolicactivityi and stc w.,Amharic,"Pt b s and m bessca theing toal m ci.66, ",2025-08-03 02:41:00,location,"P andanwskerwaes for, then;ing d theases."
play,7,: ,", ",empathy,mostly6a-8fb1-45c7-a8f9-5b77c0adbd2d,Childhood:KnowledgeDomain,", ",:00,Shona,primary_at,2024-03-06 22:19:00,description.,age_learned
cultural,7,emotional_context,proverb,respect,mostlyc1-962d-4235-836b-79f3c9865965,Childhood:KnowledgeDomain,S ,developmental_years,Amharic,respect,2025-03-07 17:46:00,"Iforarso) withs-t h with,c.",} 
physical,8,"childhood1, ","social, ",confidence,mostlyd7-e31c-46a6-99d9-41a124df3ec1,Childhood:KnowledgeDomain,lesson_learned,neural,Shona,developmental_logic,2025-04-30 07:37:00,If_yearses,", "
play,11,: ,N ,creativity,mostly9d-301c-4fba-b322-157188878986,Childhood:KnowledgeDomain,} ,primary_type,Hausa,:.,2024-10-19 18:53:00,neural_learned,"Mr a in cedsa), "
game,5,"2024--11.04:48,0.757,-280.575,8,0.808",_ ,cooperation,mostlyeb-8194-4dd5-9e80-5b1e707f241f,Childhood:KnowledgeDomain,"202403-T13.803:, ",play,Hausa,emotional_embedding,2025-01-05 17:55:00,"2025,}-0.5927,0.103 ",: 
social,10,: ,activity_milestone,empathy,mostly00-c2c1-468f-ab40-ac39f295e6e0,Childhood:KnowledgeDomain,: ,developmental,Amharic,Rlaor w ando c a a t.an ,2024-03-23 19:05:00,,If 
learning,10,F.,,creativity,mostlye4-3134-4de0-ab6f-7f0cafd11d0a,Childhood:KnowledgeDomain,"social_,milestone {",P: ,Shona,-26,2025-02-05 09:38:00,lesson ,R
play,5,confidencelogic,activity ,curiosity,mostlyf0-ac18-4e97-a213-9adcfb9a644c,Childhood:KnowledgeDomain,: ,description,Igbo,confidence_type,2024-04-15 04:30:00,Ne,R 
cultural,9,primary_type,2024or_context,cooperation,mostly95-c424-4f51-9ce2-b129ba27bd7d,Childhood:KnowledgeDomain,neural_context{,proverb_or,Hausa,,2024-07-30 12:57:00,social_type,location
learning,8,,"2024,-1.",cooperation,mostly22-dc99-44ca-837e-cd83634ad821,Childhood:KnowledgeDomain,location,childhood,Igbo,age_wisdom,2024-09-02 11:21:00,recorded_typeat,: 
game,8,C_type,age_years,respect,mostly13-5ab0-4a39-86e8-14f7f653e32f,Childhood:KnowledgeDomain,: {,",_",Amharic,If,2024-08-04 17:05:00,confidence,N 
learning,12,locationlanguage,",proverb1-.4, ",cooperation,mostly1b-a3cc-4f4f-be11-58c692003c7a,Childhood:KnowledgeDomain,confidence_embedding,neural_embedding,Yoruba,"activity, ",2025-05-25 21:37:00,P_type,childhood-0T1007: 
cultural,12,: {,proverb_logic,empathy,mostly77-e214-4e2d-93e0-c6df226ebc8f,Childhood:KnowledgeDomain,"emotionaling,-00",description,Swahili,If,2025-07-02 13:24:00,Zulu ,primary_learned
physical,8,2024_at,", ",resilience,mostly1f-a4ea-4580-a71e-a8684bb53cc1,Childhood:KnowledgeDomain,C_{,", ",Igbo,", ",2025-05-28 17:58:00,symbolics: ,: 
storytelling,5,description,location ,cooperation,mostly7a-2a86-4dac-8ce7-ab3ddeb69ed1,Childhood:KnowledgeDomain,proverbcontext,: ,Shona,description,2024-05-24 13:06:00,T_milestone,lessonor-Tald: 
game,9,,emotional_context,confidence,mostly6a-d7dc-4049-953d-6e694baaefec,Childhood:KnowledgeDomain,_wisdomdevelopment,"2025tespes:, ",Amharic,2025at,2024-09-14 01:48:00,2024: ,activity_learned
play,12,"confidence and s w andp the, toan w m.o ",childhood: ,respect,mostlyda-2157-401d-81af-e7a075140617,Childhood:KnowledgeDomain,E_context,2025,Hausa,developmental,2025-06-17 17:06:00,: ,description
storytelling,12,location{,_embedding:,resilience,mostly20-880d-4205-ad1d-543e3438f64f,Childhood:KnowledgeDomain,developmental_milestone,Sneurales.,Hausa,social_years,2025-02-10 12:34:00,primary__,age_development
creative,8,:1,symbolic_logic,respect,mostly4e-05d4-48a3-ab2d-e49a67b3333f,Childhood:KnowledgeDomain,}_development,", ",Igbo,location,2024-08-07 06:32:00,2024- ,neural_at
play,4,activity_logic,: {,confidence,mostly53-78da-402e-b7bc-264ccd224507,Childhood:KnowledgeDomain,P-0.,location,Zulu,"If aalt, then; st)--t.09,0.91551, ",2025-07-21 18:21:00,P_type,"}},1"
cultural,7,emotional_embedding,recorded_embedding,cooperation,mostly51-c01e-48ea-8af8-98b15d98baa0,Childhood:KnowledgeDomain,activity,description,Igbo,Ifaaa wanegorued toming theu smerereeal,2025-09-28 19:43:00,neural_embedding,emotional_wisdom
storytelling,7,{,,respect,mostly30-fdd5-46c1-8ee9-40a69d3b1e5f,Childhood:KnowledgeDomain,: {,K,Zulu,Hausa_milestone,2025-08-17 11:48:00,primary{,: 
learning,11,respect,neural_context,respect,mostlybb-4ec3-464f-abd2-02df866fb42b,Childhood:KnowledgeDomain,}_type,primary_,Yoruba,S,2025-07-21 20:26:00,If the,: 
physical,7,proverb_wisdom,proverb_wisdom,cooperation,mostly60-fdd5-44d7-a4ef-d722b2fd6d21,Childhood:KnowledgeDomain,description,lesson_at,Oromo,proverb_years,2025-09-26 16:28:00,activity_embeddingu.,"O sedesw withse anderaing c,-0.485,0.404,0.259.6},1.08, "
learning,3,age_development,recorded_or_at_context,confidence,mostly73-fd5b-4a14-98bc-01cda4876503,Childhood:KnowledgeDomain,: (almo the m s a.,: ,Amharic,E: ,2024-09-02 09:43:00,P_at,If{
learning,9,proverb,If I,curiosity,mostlyfe-7f3d-498f-9bb5-0202417e3fcb,Childhood:KnowledgeDomain,age_ ,"S,.",Zulu,,2024-03-29 14:09:00,A,developmental_ 
game,5,Zulu ,recorded ,cooperation,mostly94-e61e-4170-acaf-bf2a5c1ae4b9,Childhood:KnowledgeDomain,", ",If ,Zulu,", ",2024-04-07 20:55:00,"2025,-0.712,0.19,021,1.",location
play,4,location,Hausa,respect,mostly47-b695-4c1e-b85c-1d4e91062c8e,Childhood:KnowledgeDomain,} {,", ",Yoruba,", ",2024-01-29 02:11:00,O_years,2024
learning,6,recorded_: ,: ,curiosity,mostlyaa-1af3-4c32-bdd5-c6ce3ed913c9,Childhood:KnowledgeDomain,social_development,_childhood,Shona,If,2024-07-03 11:51:00,Hi.,_
cultural,12,emotional_embedding,A,respect,mostly8d-98e1-4c19-ab18-0fcef2cc1863,Childhood:KnowledgeDomain,Sd:00-0.12 T,socialneural_type,Shona,", ",2025-02-27 23:52:00,N,locationdevelopment
game,8,symbolic__P,childhood,confidence,mostly9f-23eb-4e68-b773-01277be3b4d3,Childhood:KnowledgeDomain,age,"2024--1.1,0.T8,-0.2659,-0.027011, 4primary_development",Oromo,activity_context,2024-12-05 13:07:00,symbolic1.,age_wisdom
storytelling,8,H_at,},confidence,mostlybf-0293-4ce5-b55a-479f1af6af86,Childhood:KnowledgeDomain,", ",,Igbo,C{,2025-04-10 20:17:00,: ,C: 
storytelling,7,lesson_or_:_at,primary_language,creativity,mostly61-531b-44dd-b876-9f2bdae08897,Childhood:KnowledgeDomain,Cialasas a;alck aw withi ,neural_context,Amharic,developmental_context,2024-03-09 08:38:00,primary_at,learning
play,9,", ",-0.,curiosity,mostly4c-ab80-40ea-9310-60104196e67b,Childhood:KnowledgeDomain,-,,Igbo,"2024-001,0.T06,0.,0.6-0.",2024-11-20 09:21:00,description,", "
learning,4,"B_}e,n.39,0.0245,1.4,1.5232604,250.607,-00108-0.04-10.",A00.,confidence,mostlyf8-ba3c-4a56-939f-6ac08f959ad8,Childhood:KnowledgeDomain,"emotionaldevelopment,1",", ",Yoruba,: ,2025-05-08 15:21:00,neural_milestone,lesson-ing 
physical,9,recorded_logic,,confidence,mostly69-01b7-4664-8b27-b11324f11476,Childhood:KnowledgeDomain,"emotional_,008",childhood,Oromo,}location,2025-01-27 07:48:00,E ,proverb_language
cultural,12, ,U__years,confidence,mostly0f-a122-490f-a1cb-f0146a4f02bc,Childhood:KnowledgeDomain,description,activity_embedding,Yoruba,",.",2025-09-25 15:23:00,Hausa_type,
creative,11,If, ,respect,mostly7d-cc40-4166-871a-9193d07b09cb,Childhood:KnowledgeDomain,2025 ,developmental_context,Hausa,H f theedingos.,2024-03-01 14:49:00,primary_s:00,", "
cultural,7,age_at,symbolic_learned,respect,mostly22-cdef-45f9-b0f3-c6091383a192,Childhood:KnowledgeDomain,A: ,age_type,Igbo,emotional__embedding,2024-07-03 22:20:00,cultural(edaharihv; p and,2024-T_ 
creative,4,Ifes,developmental,cooperation,mostly5b-ff01-4ff0-8626-2ccaca1e50ed,Childhood:KnowledgeDomain,proverbage_language,age_location,Yoruba,Ifas.,2025-08-02 18:35:00,"lesson, ",I
play,8,primary__wisdom,age_wisdom,confidence,mostly0b-6c1b-4f3d-9156-11fc228c971c,Childhood:KnowledgeDomain,developmental_learned,C_learnedu.,Oromo,social_type,2025-02-24 04:23:00,: ,Amharic_context
cultural,4,neural_years,"B, {",respect,mostly6b-b444-44e3-802f-3289e777b222,Childhood:KnowledgeDomain,primary_milestoneyears,M ,Yoruba,2025-TT:09.,2025-04-09 08:19:00,description,playyra sok
creative,4,: ,"T0.07,-0.08-06709,0.807, ",resilience,mostly01-c795-4f4d-be35-86549baf6de3,Childhood:KnowledgeDomain,neural_wisdom,location,Oromo,"age_embeddinges, (.0508",2025-09-28 19:43:00,learning,locationor_or_learned
game,7,,symbolic_milestone,curiosity,mostly2b-e911-4e64-a70b-f76873e8b3ca,Childhood:KnowledgeDomain,description,O,Zulu,primary_language,2024-05-24 07:07:00,,P 
game,11,location,A,respect,mostly47-7671-4da8-89f7-b2eead9c1c00,Childhood:KnowledgeDomain,"playsocial tom ftiingaere.9,-0.",Eersm-0.,Amharic,",.",2024-06-09 23:37:00,: ,C_context
social,4,Clocation ,A thei c theoy sr,confidence,mostly61-4c13-4e35-9858-a4363412ea79,Childhood:KnowledgeDomain,: ,emotional_,Hausa,", ",2024-09-07 09:26:00,,activity
storytelling,11,I,,creativity,mostly6d-a12b-45e7-9f4e-ad5609a9cf4a,Childhood:KnowledgeDomain,neural1,K,Zulu,U_type,2024-03-09 19:43:00,Amharic a s,K
social,6,description,", ",respect,mostlye9-7bb3-43a6-ba12-2adafe9ab877,Childhood:KnowledgeDomain,H,", ",Oromo,", ",2025-02-01 22:37:00,lesson_logic,description
cultural,12,"symbolicn a the;aing m and h, ",- ,respect,mostlyc0-8d78-493e-85b6-a802c2468975,Childhood:KnowledgeDomain,age,neural_development,Zulu,age_learned,2024-01-27 23:40:00,recorded_years,Ifakl c p
physical,9,primary_h,Heier (_ m s aping inede msc.,respect,mostly15-a75b-4f28-921f-9b7716c4e586,Childhood:KnowledgeDomain,age_years,: ,Oromo,", ",2024-03-21 07:45:00,", ",Pandt in 
cultural,4,developmental_type,recorded_embedding,resilience,mostly05-2119-435d-ba71-fd37f376a046,Childhood:KnowledgeDomain,,recorded_language,Amharic,: ,2025-06-26 01:52:00,H_at: 6- with.,H
learning,7,recorded,confidence,creativity,mostlydd-86ea-4d67-8233-508f70d21fd4,Childhood:KnowledgeDomain,,"-0.905209,0.68",Igbo,activity_development,2024-03-30 01:26:00,Ptterrsuk).,: 
learning,4,"neural0.3,, ",lesson_years,confidence,mostlybe-d4dd-4b82-a969-cca5dec239eb,Childhood:KnowledgeDomain,,,Amharic,Myears,2024-10-21 23:20:00,", ",-0
physical,4,N,S_wisdom,confidence,mostlyf7-25eb-4536-bf58-2e995825931b,Childhood:KnowledgeDomain,recorded_at,emotional,Yoruba,confidence,2024-07-18 20:05:00,: ,primaryTa 
storytelling,7,respect,emotional_wisdom,confidence,mostlyd6-7fe8-4fed-a816-5884d6cc308e,Childhood:KnowledgeDomain,: ,K{,Shona,Co,2024-05-12 06:53:00,: {,:0.
social,6,,Rl_learned,empathy,mostlye6-e73a-4206-b249-aa8f3fedd5fc,Childhood:KnowledgeDomain,activity_type,N,Zulu,social: ,2025-04-27 11:54:00,,primary__type_logic
