id,scenario_domain,primary_language,setting,description,challenge_faced,solution_applied,resources_used,outcome,location,symbolic_logic,transferable_insight,neural_embedding,recorded_at
mostly44-d030-4436-9996-1cb030e56141,agriculture,Zulu,rural,"A_kua alariat na, ",real_,setting,neural_domain,"2024-17_0.,,0.",,symbolic_insight,_language,solution_languagefaced,2024-09-28 16:52:00
mostlye0-6fc9-4400-8f54-5148a9e8df68,healthcare,Oromo,peri_urban,", ",} {,:00,neural_insight,transferable_domain,,transferable_used,urban,setting,2024-08-14 03:36:00
mostlyab-0715-4e29-8bdd-57c4ed4c9fcd,transportation,Shona,coastal,setting,"Ikiwaa,tie,m mo kusakilaaia a andpe andin, a uoku iin yakola za na uakiansst, nara .",: ,,,If ya,outcome,solution_language,Ki_life,2024-12-14 02:37:00
mostly31-89e5-46ea-b18c-4e83e3e23d62,finance,Amharic,peri_urban,Iffaced,healthcaredomain,"real,- , South",_embedding,"transferable.-T09,.176,a wa8o naazis.","Ma, {",: ,B_domain,: {,2025-04-09 19:16:00
mostly9e-fce1-419a-8c01-daeeba7b0777,finance,Shona,rural,,U,Mi_logic,,: ,If ,_life,Wa,setting,2025-05-10 21:46:00
mostlyb4-535d-47c8-9bc8-2dd75a62394c,logistics,Amharic,peri_urban,", ",: ,education,U,: ,symbolic_logicat,recorded_faced,setting,"B__language, ",2024-06-20 14:18:00
mostlyd7-dc8d-4a86-81f2-0311f0861aa7,entrepreneurship,Amharic,urban,: language,Ku00r,solution_used,B_used,outcome,Mar,outcome,_at,K,2024-01-25 13:46:00
mostlya5-eb60-4490-b11f-7f974a0cf29a,logistics,Yoruba,rural,: ,symbolic_at,},scenario_applied,If wawa.,_{domain,D,outcome,scenario_language,2024-04-10 06:03:00
mostly94-a192-4d1d-a948-8b1e6382632a,entrepreneurship,Zulu,inland,"Ifapplied,0.10.16,- 0.57179,,.",transferable,:00,Ma ms.,A,primary_at,", ",_,,2024-09-08 00:36:00
mostly1f-1181-4a8f-ae1b-8df4e857d710,entrepreneurship,Amharic,urban,outcome,urban,_embedding,"U ya yaT, na.",} ,", ",},2024_used,2024 {,2024-09-30 19:17:00
mostlyc2-d848-4031-bf75-042796dbf394,finance,Igbo,urban,recorded_applied,Mi-1.,location,", ",,location,N_: ,U,neuralat_embedding,2024-02-14 02:18:00
mostly06-3241-45e7-aa05-fad7b471e826,healthcare,Hausa,coastal,challengeu,symbolicapplied,recorded,coastal vyaeaia.,2024-}1.06},_,U,scenario_used,: ,2025-06-01 16:39:00
mostlycf-8ab2-402f-8d21-bfff37674a2f,transportation,Zulu,urban,location,urban,", ",If i,symbolic_: {,: ,"Ma-.6,0.",A,outcome,2024-08-04 19:15:00
mostly2c-97cb-491e-a096-f209be96cfc1,healthcare,Igbo,urban,outcome,recorded_T,: ,primaryat,", ",2025faced,: ,description,"A,0 ",2024-01-27 20:42:00
mostly43-1d1e-4762-a87a-9d20b254aca9,agriculture,Swahili,urban,-0..2.58.,description,",0.","N-inTku, ","S1, ",neural_logic,Mg ya0a za ,",:0 ",location,2024-05-20 19:18:00
mostly9f-383f-4fbc-8ec3-77b8564d533e,education,Amharic,urban,M,transferable_embedding,recorded__,A,,: ,resources_u,challenge_appliedk,Igbo-: ,2025-06-02 04:44:00
mostly11-e399-488e-b01d-7190eecef47b,agriculture,Shona,urban,", ",recorded_life,} {,symbolic_faced,"2025,.",neurallanguage,Ki_t,setting,setting},2025-08-12 16:38:00
mostly2e-274c-4f91-896f-6a9ce334ab49,education,Yoruba,rural,solution,,Sat vya,Ikiwa_insight,:applied,symbolic_used,setting,real_ka,urban,2025-09-26 02:57:00
mostlye7-2fee-4dde-949b-92e57c0733b9,education,Oromo,rural,:00,}ka,solution,M,", ",U: ,scenario_embedding,: ,scenario_used,2024-08-18 19:30:00
mostlydc-2a85-4f48-8631-114b1e56c147,entrepreneurship,Oromo,inland, ,_urban{,M,finance,symbolic,real__life,}recorded,scenario0la.,"S-0.378,0.3, ",2024-08-08 06:49:00
mostly8a-4dc6-4d26-a2b7-d8c8fd44df3d,environment,Yoruba,rural,-description,_life,", ",",0.",Bta_at,symbolic_,real_life,primary_life,scenariodomain,2025-03-25 01:18:00
mostlyce-d10f-4021-b95f-13eeaf613eaf,education,Shona,urban,recorded0.,resources ,outcome_},environment,A,", Nigeria",urban,primary2024 ,primaryi ,2025-09-11 02:57:00
mostly43-f7bc-414f-885d-558b2f9e154e,entrepreneurship,Yoruba,rural,", ",:00,solution_used,U_domain,", ",M ,": ji na-Tr,a",If_used,,2025-07-01 20:11:00
mostly85-052f-4c1f-95bb-fe98759c8b8c,logistics,Yoruba,urban,Ku,: ,resources_faced,"}urban,_ uka0.",outcome,: ,resources_faced ,_faced,location,2025-07-14 12:51:00
mostlyee-687e-4abc-904b-010c2982be11,finance,Yoruba,urban,location,location,A_used,,challenge: ,solution_applied,symbolic_logic,M wa,", ",2025-01-05 11:19:00
mostly0e-73a4-4cc2-986d-c2f84d6d21b9,healthcare,Amharic,urban,If ,resources_used,primary_at,M,transferable_domain,U,", ",scenariowa , ,2025-09-26 02:57:00
mostly23-4694-4ecd-b2ac-932e03a6e2ca,healthcare,Yoruba,rural,neural ,real_language,", ","If-12-1903:36.0012, -061.0.",solutionlocation,transferable_insight,neural,recordedappliedTo,: ,2024-08-06 01:03:00
mostly8a-d832-4a73-afd7-03355b7b558f,environment,Igbo,urban,description,If,description,resources_embedding,B,Ikiwa ua,",00",M,}-00,2025-06-21 14:07:00
mostlyeb-4f41-4f75-b97c-e83b1abcaf22,environment,Yoruba,peri_urban,setting,"-T.072.04,1.,0T039.","recorded_embedding}, ",_applied_ ,If_applied,symbolic_insight,", ",challenge_efaced,2025 {,2024-02-19 12:51:00
mostly68-2742-4131-a99e-16124c28699f,environment,Zulu,urban,If ,I,N na,: ,Ki_used_at: ,solution,: ,recorded,:  wa,2024-07-10 21:42:00
mostly06-16ce-41d9-90bf-30f36b8147b7,agriculture,Amharic,inland,primary_,,transferable_ ,rural,primary_applied,scenario_insight,2024_languageli,"A, then za kumtig.","-ima0 ma,a.",2024-07-03 21:10:00
mostly5f-3483-4144-9a71-f231b89c13a2,education,Amharic,peri_urban,setting,} ,If_applied,neural_logic,: ,neural_embedding,,neural_life,",0.0923_domain,--1.13,0410: 06",2024-03-25 17:00:00
mostlyad-03e1-4ef1-bc28-84c6cfb63b38,agriculture,Shona,urban,outcome,}_used,", {",coastal,Ku.,: ,:000,solution_logic,Igbo ,2024-12-15 22:24:00
mostly57-89c2-4677-bbc5-41234041374d,logistics,Amharic,coastal,"}} Nigerias, u",_applied,: ,_insight,scenario_at,urban,,", ",Klocationtait wa ya i,2025-06-16 03:10:00
mostlyc9-770d-484b-af11-4efc4f6d8008,finance,Hausa,rural,real_applied: {,} ,",--0.57,0,-0.1861904927,-T04-1.129 ",Ki ,: ,If_applied,: ,", ",Ku,2024-01-19 23:18:00
mostlycc-e135-4007-af56-ff8484ea4968,environment,Shona,inland,",-0-05-}0.036. }}15-1,.17:0T.6057,1.267,.",}setting,solution_faced,primary_used,If,: ,solutionembedding,,challenge_used,2024-10-06 01:35:00
mostly8f-802b-462b-8191-ffa0489f0214,agriculture,Igbo,peri_urban,solution_embedding,neural__insight,},transferable_insight,,"M_appliedtar nad yai wa wa wata,ta wa. m",: ,primary_domain,,2025-01-19 11:41:00
mostlyd4-e55a-4088-9cb4-9fd5f573d415,logistics,Zulu,urban,solution_,location,description,: ,"Uwa,o ya uu wa afya wa wa,la u ya.",Ukosefu_applieda,", ",healthcare,2025_at,2024-08-22 10:03:00
mostly64-1638-4bc5-840a-09d438007bdc,education,Zulu,peri_urban,primary_used,"-, ",scenario_If ,A,"M, ",Ma,",0,-0.861.1828,0.29198},0.1,2,0,0.02",real_at,: {,2025-03-07 09:53:00
mostlybf-a31d-4f2d-840e-7f5948e25668,finance,Hausa,rural,", ",symbolic_logic, ,Ukosefu,"2025-0.85807,T86502-0.9,-0.1.-1.17,1.849,-0.9565.,-0..,-008.88,-0..6124.",} {,solution_ ,_applied,: ,2024-01-20 00:52:00
mostlya5-89e1-4705-9a47-4c60ba315b79,finance,Oromo,inland,: ,description,location,resources-}-0T5.,urban,If ,location,outcome,"Io-23,aakoppae,0 ",2025-08-29 10:24:00
mostly56-a3d7-4a1e-ac5c-70abfcbf8b98,healthcare,Hausa,inland,: {,setting,If wa,setting,setting,20250..,outcome,A,Zulu2. ,2024-07-08 03:17:00
mostly38-8e33-40a9-9c21-fa08705ed4c9,healthcare,Zulu,urban,description,outcome,,Dkalaile kuzi na.,A,location,healthcare-1.18T.23_}.,If wa,If_language,2024-07-26 17:41:00
mostly06-2427-41d1-a09b-980f4304b691,finance,Yoruba,urban,: insight,"-,-1.10122,0.0329,0.215691934,0",", ",", ",_language,2024T ku_domain,: {,challenge,education,2024-12-08 08:24:00
mostlyca-569d-4423-a3af-5b4576cbcffc,education,Swahili,rural,scenario u,K,resources.,urban,challenge_embedding,"M- na-0.36,0.1306T,-0.06160.5,1.40:0015,0.619",outcome,"2024-0,0.04718,-1,-0.181613,0.8831.65,1.570, ",recordedappliedra ya ur nakiin ya,2025-05-26 14:51:00
mostly4d-fc2c-4d6b-852e-509fa052ddfb,healthcare,Zulu,peri_urban,outcome,outcome,: ,transferable,Ukosefu_facedu kula i e mak ya yaa ma.,resources__domain,primary_life,real_language,Ukosefu_at,2025-01-12 16:02:00
mostlyce-2517-4cf8-8a9a-0024f2063a7e,education,Zulu,urban,"K_, ",_challenge_at,", ",symbolic_faced,Ma_:,coastal_insight,", ","transferablei- kwa,-20.12,0..",_life,2024-12-18 16:15:00
mostly78-c7ee-43ee-802f-02ccce3a4414,logistics,Zulu,coastal,} wa,solutionchallenge_domain,"-0.166,-0.",", {",neural,"-ea-T wa za za-07.17,aa,.",2025.,outcome,Ukosefu,2025-01-02 16:57:00
mostly43-1669-4f82-bc3e-3dd8be5d3f63,healthcare,Zulu,urban,", _",", {",Ku,urban ku,symbolic,}urban wa,scenariolios nada ka ku.,", language_",2024_,2024-05-06 15:37:00
mostlyba-5439-43cc-8992-0d6ba14fbcc6,environment,Shona,coastal,2024{,Ukosefu.,solution_logic,: {,,: ,resources_,scenario_atlanguage,"S wa-081.52, ",2025-07-04 08:01:00
mostly28-f0a8-452e-8d31-6cafbb3e3932,finance,Shona,peri_urban,outcome,description,setting,primary_,Ku{,"2024--6.7,-0.71.,--T0408.,0.23,-0.,,-0.61253.0411,0.195,",setting,,",",2025-04-30 16:03:00
mostlyd7-1904-468a-b4b4-3da4f33b6ef7,education,Yoruba,inland,If_,neural_applied,Kirecorded-0.,solution_insight,U_logic,rural,location,urban: ,symbolic_logic,2024-07-26 23:19:00
mostly67-9e23-45e7-a414-a3302581208a,finance,Shona,urban,location,M_logic,symbolic_logic,scenario_applied, ,location,Mi,}primary,recorded{,2025-09-03 12:03:00
mostlybe-e0c6-4a0e-a6a2-fa1dcc791c2f,education,Amharic,urban,-1-1.5,transferable_used,,solution_insight,Kuurban,", ","S,--1..915,-1.586,-1003,0.1.0853,0:,-0.5800146,1.8,010.",setting,}faced,2025-02-13 08:01:00
mostly88-d548-4c83-8689-4f8a1c11fbee,environment,Hausa,coastal,scenario_atp,_embedding_embedding,2024-T07_:90.6,"-02.,06,0.26,0.84,--061.18,000,.150.66222,-0.03607, basi0.26,81.611-0.,,-00.30986,-00.6 ",: ,"solution_--06TT-,.37, Nigeria.54,0.",outcome,", ",2025-02153-0.3,2024-07-29 14:43:00
mostly19-de66-4ac2-9707-79378237df2f,education,Amharic,urban,: ,Ikiwa,,"-0 ya3 yaT.05, ",real_logic,primary_life,}} ,neural_at_,symbolic_insight,2024-06-24 18:31:00
mostlye1-efc2-43a7-b8b5-bf00664dbb8f,education,Zulu,urban,primary_life,resources_ ma,neural_insight,rural_used,", ",S,", ",B_domain,2024 ,2025-04-19 16:41:00
mostlyc1-c44f-4277-b284-8016f029f8cd,healthcare,Igbo,urban,2025,Ma_embedding,: ,scenarioapplied,", ",neural_: ,transferable_,"environment, ","scenarioapplied ya-08li,-",2025-06-04 04:43:00
mostly9d-63a6-41a5-a51b-ff4b9c7e9a63,agriculture,Igbo,peri_urban,S,symbolic.,: ,urban,K wa: ,", ",education wa ki waji naaa na wa ukis.,"_-applied-0.05,3-,-041611,- u.9,0.17 ",Kia. a0.606,2024-01-20 23:14:00
mostly8a-92b7-455e-ac69-b8c4022204b9,logistics,Oromo,coastal,Mi,If,scenarioli ya,", le",outcome,resources_insight,0T16::00,recorded_: ,outcomeo,2025-03-29 11:57:00
mostly66-14b3-4dba-ad3c-60d42bbe9bbc,finance,Shona,rural,2025,Wa m,: ,solution,description,K,transferable waoli.,environment,I wa ule yatiwasha u ya.,2025-07-08 08:49:00
mostly4a-3f36-4041-8b74-3bb835e81264,transportation,Hausa,coastal,resourcese{,"education}, ","setting,i, ",}- ,", {{",Wa_logic,urban_language,K_,", ",2025-07-27 03:00:00
mostly87-3e84-4fab-bb05-0fff84ed14c6,education,Yoruba,coastal,description,I,Sa,Ifm__logic,A,", ",,,,2024-11-08 01:09:00
mostly19-9b60-4eaa-9ab4-4433812f2233,agriculture,Yoruba,inland,transferable}embeddingu,scenario_life," wai- wala ya wa vya wa a wasi na yat na i, ku u n kwa kwa kuik wa-0 ya m ya a makisa kwazi.",I yaji m ya vya nkika ku. na wa---,"B na ya, ",neural: ,neural_at,outcomeembedding,A,2024-02-17 10:06:00
mostlyc0-2656-46e0-a9e8-cfd7973df437,logistics,Igbo,coastal,,"Ment, ",coastal wa,,,"-08-0.246,0.3,0.15-1.1808,-1209,066,10.6,1.00, {",education_applied: ,"Ukosefu, ",: ,2024-06-02 18:29:00
mostlybf-c72f-43a0-b76a-eb2946caccc5,finance,Zulu,rural,challenge,S,description,"challenge na wawa na mi ya na, then na n nata kuinin ya yat",} ,N ula.: ,U_faced,: ,", ",2024-01-09 23:17:00
mostly83-c3ec-4df8-bffb-ec9c86d34177,finance,Zulu,urban,urbanli,2024 ,Ma,outcome,}_used,outcome,", ",},neural_at,2025-05-10 01:02:00
mostly5e-ab85-4340-bdac-4e9e97d288bc,education,Yoruba,rural,Katgwaiji na wa nain na ku na kuekaa n ya,outcome {,U na,scenario_domain,"Ukosefu, ",,location,scenario_insight,coastal,2024-09-05 02:36:00
mostlyb2-f4a5-422d-8afe-2ed43bfb33e6,healthcare,Yoruba,inland,,}} {,description,", ","2024,",outcome_used,outcome,: ,description,2024-02-01 21:26:00
mostly19-f366-4a4c-80a4-01a158c20bb4,finance,Amharic,urban,setting,education,transferable_domain,outcome,description,",0.1212,0.32400,.08,-1730.-23.802,0.08,001..,15.-0188,1700,-0.5.26,1.0437,7.,-.0.,0.926,-T ,1:0.39","}Iflia ian-0..5-40,-0.0., Nigeria00839",: ,"Ki:-0.-80.26T4410.05, wa9,1.0.4,.238,--0.03-2150427,-0.60.818,-0.150023.716,3.-11,0.326818,-0.2423014,-0.03,",2024-10-09 19:35:00
mostly98-7858-44ab-a6b3-7f2032d65ff7,healthcare,Yoruba,rural,neural_logic,solution_ na,solution_at_used,recorded_at,", basi ",challenge_applied,primary_used,",, ",_logic,2025-01-03 10:30:00
mostly21-9ed8-43d1-a673-d1435748c3a5,entrepreneurship,Shona,urban,challenge,: {,rural_at,B_insight,A_language,U_embedding, at,"neural na-11T228T:05},-1-0.6,1, 0.8,0.13T,.T2284, ",Ulocation,2025-01-21 04:09:00
mostly6f-746b-4bbd-8cd5-9773096bfa48,healthcare,Zulu,coastal,resources_insight,primary ,If0-_appliedai,: ,I,transferable_,description,outcomeTfaced: ,outcome,2025-02-17 19:03:00
mostlyd5-a640-40a3-bcc9-12656b96e430,transportation,Shona,urban,",-0.6,14,-0.7109-0.819,0-1.4651204200,-0.","20250-0.050.,-0.58,-0.1212106-1,-0.879,-1.,-18061.",settingr ,finance,I,location,challenge_language,description,"Kuis, vifaa wa ",2025-09-26 02:57:00
mostly1f-79fb-4368-b554-1319e8f27bae,agriculture,Igbo,rural,", ",coastal_logic,resources,outcome,: ,location,"education,- ",urban,A_lifefaced,2024-01-26 14:39:00
mostly57-30b0-4687-9b2d-bb94866b4488,education,Zulu,urban,M_life,setting,recorded_language,neural_applied,symbolic kwanka.,: ,setting: ,primary_logic,recordedIf: ,2025-06-09 04:22:00
mostly6f-a536-4aa5-9c23-a78014f2809e,finance,Swahili,urban,resources__used,If ,location,M,urbanptio,urban,2024-T00,scenario_logic,education,2024-05-19 16:29:00
mostly77-0215-4a1b-98c5-2887b935d14a,logistics,Yoruba,rural,neural_applied,urban,outcome,neural_,"-1r1.51818, ",description,outcome,", ","M wa vilit ya, nata",2024-05-04 06:22:00
mostly03-2dec-45ba-9f57-4a3d16983743,agriculture,Shona,peri_urban,: ,:applied,real_life,}at,recorded,challenge_applied,transferable,solution_insight,real_life,2025-05-22 11:51:00
mostlyb6-ad14-4427-9e75-ac1940006b07,education,Yoruba,coastal,", ",S,", ",healthcarei,: ,setting,scenario_logic,location,challenge_faced,2024-08-03 13:49:00
mostly4d-0a73-4f2f-8c11-00041cd8932d,logistics,Hausa,urban,,neural_applied,symbolic_applied,: ,S1 kuzi wa i,symbolic_applied,Ukosefu ,0t.,B,2025-09-03 19:54:00
mostlyc3-77f0-4d21-b3d9-4609ee1a5d6c,finance,Yoruba,rural,", ",",-0.628.505-002,0.27,0-2.1829194",primary_life,", ",: ,resources_at,"Draatira ya yaba uka ya biashara, kwa,- wa m",", ",transferable_embedding,2024-09-26 16:30:00
mostly22-0957-425a-864a-0097c454ee4d,environment,Igbo,coastal,Igbo ,A,2024-01T061.,",, {",neural_faced,symbolic,Au- ya.,resources_used,K_domains,2025-01-17 21:36:00
mostly6b-47b7-4a03-bfb9-f23ccdd3b089,transportation,Amharic,inland,recorded_embedding,", ",challenge_at: a,primary_life,description: ,: ,: ,: ,Nat,2025-03-09 16:43:00
mostly4a-a77c-4ce7-b7aa-4c6e00e90109,environment,Yoruba,urban,challenge_insight,location,,neural_applied,resources,"0-1.7,0.3734,0.8271,05.0.07.163,-1.624,-63,1.461850.7.603,031.,120.00,0.0527,2.1720.553.,1.,-0,-21.","I, ",symbolic{_,symbolic_used,2025-01-03 15:59:00
mostlya5-f8bc-4246-afe7-9409c9cce0c4,transportation,Yoruba,urban,2025u na ku na ku.,"20240.89,0.3--07.-026661,0.0.16,0.352.7238,,-618-19,1,-.81,,0.",recorded_applied,Igbo,"outcome, ",symbolic_domain,"2024-09.19T-0.18,20.17,105 wa.","Kle,, ",primary,2024-04-04 16:20:00
mostly70-95fc-4850-9c33-7798df251e9c,healthcare,Oromo,coastal,K,urban,symbolic_embedding,If ,},"0.14,0.58518, ",: {,: ,challengefaced--1T.,2025-01-16 15:53:00
mostly54-f45b-4f3e-93e1-a4894dd0ede3,environment,Yoruba,peri_urban,symbolic_insight,"description-1T:-1-0.79T8, ",Kua ukarasaramta.,neuralrecorded vya naT,} ,,S,scenario_life,transferable_used,2024-12-19 15:57:00
mostly78-c1cf-4c00-bed1-db33cfe9c5ed,education,Igbo,coastal,", ",}ka2,Ikiwa,outcome,recorded: ,,education,: ,", ",2024-09-08 20:08:00
mostly94-a9f7-4179-9bda-4c54c1cd9b3d,finance,Hausa,coastal,,U,healthcare{,Kembedding,M,description,outcome,setting,_domain,2024-08-07 12:24:00
mostly86-689c-4fc0-b187-b4238915eb32,finance,Amharic,coastal,M,scenario_used,: ,", ",transferable_insight,solutionlogic,If_used,real: ,challenge_used,2025-08-07 02:24:00
mostly12-5051-4a5b-93c1-f2b17faa6718,education,Igbo,urban,,symbolic_life: ,outcome,_symbolic,: ,symbolic,recorded_,: ,B,2024-04-05 04:31:00
mostlyb5-56bb-4378-81b3-38b260bc5c6c,healthcare,Oromo,rural,resources_life,", ",U,S_,:.,M_language,"-0.6024,1.19,10.84.030.,0.223,1.166T,-0.9050.53 ","recorded_,-0.0.65.05",Ku.3:,2024-03-28 15:44:00
mostly63-cdb0-4276-92a4-cb0d1229fdb0,agriculture,Oromo,peri_urban,"-1187,: ",symbolicscenario_faced,outcome,If ,solution_insight,",_",healthcare_domain,,}-017-1.,2024-03-11 17:52:00
mostly69-3b6a-4af3-9704-7e115b953817,logistics,Igbo,inland,challenge_used_,: ,description,_at,primary,healthcare,If,"recorded_at, ",If_ wak,2025-07-22 12:52:00
mostly91-38e0-4ea8-8942-365c9d6eacd8,finance,Zulu,rural,symbolic_insight,: ,",.",neural_embedding,solution_at,Mi,scenario_embedding,", wa",scenario_logic,2024-01-08 21:14:00
mostly5c-1bc2-4b9c-89b6-e25043323f51,finance,Swahili,urban,_,solution,", ",setting,symbolic_outcome,}} ,}_embedding,,resources_life,2024-11-27 14:39:00
mostlyed-9fa1-4d6c-836f-6e33165b4904,agriculture,Oromo,coastal,: ,"Kuo, ",} ,resources_embedding_logic,Kuka,: ,"2025-,.8",resources wasao:a,description,2024-08-14 10:26:00
mostlycb-ecf4-4479-ab32-5379b9d889a1,education,Igbo,urban,U,setting,:00,", {",A: ,scenario_language:1 {,urbanhi,: ,urban,2024-05-09 07:04:00
mostly90-5a5b-40f9-944b-5d5b2e819e81,environment,Igbo,urban,: ,"S- , Nigeria wa u wa",: ,urban,"If0.05,008011,,0.40.15,1.0},-.",challenge_applied,symbolic_,location,", ",2024-08-06 03:52:00
mostly15-c8c4-4daa-ae7a-ab335ff1ec6d,healthcare,Igbo,urban,scenario_insight,: ,location,real_scenario,urban.,: {,description,urban,outcome,2024-05-04 00:58:00
mostly98-03a8-4b78-86e4-20ad714c1e5f,entrepreneurship,Shona,coastal,scenario_language,"U, ma.",solution_domain,description,2024 ,Wa na ku wa wa ya: ,resources_language,coastal,outcome,2024-03-22 11:52:00
mostly9d-4cd5-4688-adc9-00b80d612374,environment,Oromo,coastal,"-1.5853376,,.0617,0.8.713,,0.08.",: ,real_logic,"Kku,0.1758,-0.57,1,08.302,,70.05,-060..26617,,0.824,-0002-19600.",", ",", setting",primary_0,challenge_embedding,_language,2024-06-07 12:14:00
mostlyfa-835a-4f2e-8888-14955b16198a,entrepreneurship,Zulu,inland,scenario_language,Ifm,: ,resources,symbolic_used,: ,educationdomain,scenario_i,Ifr,2025-09-26 02:57:00
mostly36-9643-4e56-bfc6-dab73f3d9c86,education,Swahili,urban,M,} wa usla ya ya ma- kwa.,0.,finance_T,", ","--0.749,0.2",: ,real_applied,"scenario_language wa wawa wa muda_,",2024-07-18 10:52:00
mostlyb3-8bb1-458d-b3db-e1f970c361a8,healthcare,Zulu,urban,symbolic_{faced,,recorded_logic,challenge_faced,education,M_insight,neural_logic0Tli,locationu,neural_logic,2025-09-26 02:57:00
mostlyd7-c974-46af-aa8f-82c0d5842152,environment,Yoruba,rural,: ,recorded_.,", ","challenge_faced-1T, ",resources,outcome,urban,location,"MiTt, ",2024-04-19 20:10:00
mostlye3-a5c6-4e88-b500-e9cf6b1e1dfe,finance,Shona,urban,: ,urban,,descriptionat,outcome,", ",: ,U,:2024 ,2024-04-14 10:22:00
mostly97-39b8-48ec-aa53-eba431eb53b8,healthcare,Igbo,coastal,2024- wa-0.19,Zulu,_embedding,Arla,"If naanda kwaa,le",: ,M,location,: {,2025-08-12 20:39:00
mostly0e-4b08-425f-a7ec-7ab40db66311,entrepreneurship,Igbo,inland,:_faced,recorded_atn ya,"2024-314-,1.21.,-1.",neural_faced,real0.,"challenge, ",location_embedding,N,Ma_insight,2024-10-27 07:03:00
mostlycf-fc3c-412a-87f6-20c61b1131c6,finance,Yoruba,coastal,"resources0,0.",: ,:.,U ku0 ya,S_language,", ",challenge_language,K_embedding,"resources0.8,-0.,1.8,2,0.18, --09160503T,-0.4},0.706-02-.07,-0.30.3,0.14, ",2025-06-13 18:03:00
mostly7d-6525-4d52-b8d7-26b63fe2f749,logistics,Yoruba,rural,recorded_applied,: ,2025,"U, basi","}, ",solution_logic,", ",symbolic_ na,location,2024-08-17 11:49:00
mostly6e-9588-413d-a01a-89e1ba0e6f4f,transportation,Oromo,urban,: ,", ",K_domain,primary: {,_-0.03.7,: ,descriptioni,", ","2024--.082.457,12:041,0..56.0807, then.",2025-09-26 02:57:00
mostly35-7958-4d85-a9de-989421254351,transportation,Shona,peri_urban,scenarioe,location,description,symbolic_: ,symbolic_applied,Wa,urban,coastal{,Bscenario_a m,2025-01-10 00:09:00
mostly24-0a4a-416e-9e14-af77a93c4630,education,Amharic,coastal,recorded,K_embedding,transferable_applied,: ,neural_logic,urban,},: ,,2024-08-17 16:20:00
mostlyb1-2b7b-4f40-af6e-df984189dc60,environment,Amharic,urban,U: ,B,If_atinsight,: ,: ,location,,recorded-06,challenge_domain,2024-08-10 02:15:00
mostlya3-9bb0-446a-af1b-9ae0979cd9aa,environment,Zulu,urban,"I-0.6,22.6803",coastal ,: ,solution_embedding, {,: ,} ,challenge_used,U_used,2024-02-22 06:07:00
mostly35-9e70-447f-8b16-01e34e83f9bc,education,Zulu,peri_urban,"Msa u, ",scenario_insight,transferable{,primary_,: ,}: ,: t,challenge ,"resources-169 wa u ya biashara,.9",2025-08-22 04:15:00
mostlyf6-9217-4d5f-9f5d-4a5555c146fc,education,Shona,urban,scenario_life,coastal_,Ma,: ,neural_embedding,primary_insight,transferable_applied,"M, {",solution{,2024-06-08 21:43:00
mostly5c-cbed-4721-b360-98fbf22d963c,finance,Zulu,coastal,S,"2024_-058 na080_language ku.,",Ku} ,neural_p wa na u kio wa na m kwa u watadari ya ku nama walaia m na.,2025,"recorded a, ",2025-014.0328 ,recorded_life,B,2025-08-09 23:47:00
