id,subject,subject_type,predicate,object,object_type,context,primary_language,relationship_strength,temporal_aspect,symbolic_representation,neural_embedding,recorded_at
mostlydd-e5f7-47f6-bf75-e68917d40426,predicateen,place,object,influen_representation,cultural_element,timeless,Igbo,strong,historical,Zulu,subject_graph,2025-07-22 00:04:00
mostly13-e814-4be0-aad4-d0cc21302ca5,subject,place,conceptc_altriaemou ,context,event,neural_strength,Amharic,weak,historical,G,:} in in,2025-06-24 15:11:00
mostlyfc-d0b4-4908-915d-29a9329d1dc8,knowledgea,cultural_element,",T_t",,cultural_element,2024-13 ,Zulu,strong,current, ,2024-07,2024-08-04 23:12:00
mostlycf-3ad4-473c-b8b9-77009f4999d2,2024-040103: u,person,G,knowledge_type,cultural_element,Ek-,Zulu,weak,historical,,"2025-050109.28T2, ",2025-03-06 11:57:00
mostly1c-f950-45b2-ad9e-36a5b01ba424,concept {,cultural_element, ,} ,event,place,Igbo,moderate,historical,:} ,subject,2025-03-08 15:11:00
mostly7e-14dc-471e-91b6-2503fa4a8e8d,subject,concept,temporal, ,concept,",-T1-050.03,-1.282,-1.4,-0.4816,.28146115,0.1.36,1.3360,-0.36,1.525,0-T003",Yoruba,strong,historical, {ey and,Swahilianc invpatval  cau sy,2024-02-27 06:36:00
mostly5c-f950-4cbc-9054-cacf7d1fa04f, ri ofanna Africa intasedk,place,Cahransot symi Africa,place,place,concept,Swahili,moderate,historical,S ,place,2024-04-19 09:19:00
mostlya9-8219-453d-9d74-d4f9b0eb175c,"2025ge-T1--T13T1.4,-02.26,0.47,1..43,0.1799.,10.97,0.39,0.287,-0.6,0.21-1,0.104,1.4,1.362},0.29,0.0196,1-01,--0.542,-1.072,0.7,1.,50.6128,0.2.,1.53,0.4309,474,-00.287,2",concept,historical,concept,concept,I,Igbo,moderate,historical,-,-1036T_embedding:,2025-04-02 23:49:00
mostlyd4-b083-4244-81a2-2c03a40f8a6e,: ,concept,2025,temporal_representation_type,place,moderateor,Igbo,moderate,historical,E,knowledge_aspect,2024-04-07 03:14:00
mostlyb5-79be-4ab4-9889-54f7682892fd,context,organization,}} ,", ",concept,Amharic,Swahili,moderate,current,place_language ,object,2024-05-11 01:51:00
mostly88-e5df-467f-9088-86020c6bbe2d,: ,organization,G,_aspect,place,Nggr,Zulu,moderate,timeless,C,M,2025-06-29 09:42:00
mostlyfb-03b9-4661-b577-8bde5397469b,conceptan,place,}_concept,", ",cultural_element,", ",Shona,moderate,historical,objecty,context,2024-12-21 21:36:00
mostly88-44e3-4ade-b881-bcab69188872,", ",place,G,subject_graph,place,object,Swahili,moderate,current,relationship_at,subject,2025-05-29 19:28:00
mostlyea-6d3d-4481-bfc1-967ade6a82d2,", ",place,place, ,event,2024,Swahili,strong,current,neural,context,2025-05-21 07:03:00
mostly12-203d-486e-883b-93b3737853d5,_,person,moderate,knowledge_aspect,concept,: ,Igbo,strong,historical,object,predicate,2025-04-02 16:44:00
mostlyac-cf6b-4483-9b03-89c00ae4443f,I_type,organization,: ,E,concept,neural,Igbo,moderate,historical,moderate: {,strong,2025-06-14 02:29:00
mostly0e-c355-4dba-b884-c33a82bf69c6,context,person,: ,subject_languages,concept,neural,Shona,strong,historical,,subject_representation,2025-02-19 04:36:00
mostly69-83e2-48af-8d9f-c0dd94e8382a,is,place,E,2025,place,symbolic_type,Shona,strong,historical,:- ,historical,2024-12-07 14:39:00
mostlyef-8f06-45b2-8bac-96db21a60b94,contexte,place,symbolic ,strong,concept,strong,Yoruba,strong,historical,20251-222,temporal_graph,2024-05-05 18:23:00
mostly52-acf8-4d19-8bf2-025073133c9f,}} {,person,"}, 0.1648,1.5722,-292,0.78104:",object_strength,organization,conceptbcp,Zulu,strong,historical,2024-,", ",2024-04-08 18:37:00
mostly92-261f-49e0-ae39-b5a58ec16618,: ,person,subject_at,timeless,place,",",Zulu,strong,historical,subject,C,2025-07-29 14:04:00
mostly9b-26da-4d39-aeed-9a453f8d27be,cultural,place,cultural,M,cultural_element,neural_embedding,Igbo,strong,historical,primary_,timeless,2025-03-14 07:29:00
mostlyc2-d856-401a-a843-a4d8ae9810b8,knowledge__type,place,relationship andtsepn,predicate,place,: ,Shona,strong,historical,M,"organization.225:08, ",2024-05-14 14:00:00
mostly88-7b9a-4a30-8768-b36a754a8365,Sari,place,concept,", {",place,neural__n,Igbo,strong,historical,place,", ",2024-12-07 22:03:00
mostly13-c2d7-4f73-9d45-7767b10f6f4a,context,place,neural,,concept,}_embedding,Shona,moderate,timeless,subject_at,cultural,2025-09-29 17:32:00
mostly60-f9c0-470e-8d98-781ac4d8cf35,"N.713iic, ",person,{00,knowledge ,concept,predicate,Oromo,strong,historical,is ,Pbi,2024-10-11 23:34:00
mostly84-3ee1-44c1-9206-7952e589464f,A,concept,relationshipdou-or and ,context,cultural_element,} ,Hausa,moderate,timeless,relationship_at,"subjecta, ",2024-09-18 14:22:00
mostly8a-06ef-452e-a43e-0db670539a63,_representation,concept,contexte: ,historical,concept,concept,Shona,strong,historical,: ,neural_embedding,2024-07-14 14:13:00
mostly64-e3b0-4043-b8de-a85671511e4a,symbolic_representation,event,object,knowledge_,concept,E_graph,Zulu,weak,historical,subjectortype,knowledgegraph,2024-05-29 02:22:00
mostlyf9-e349-4fdd-8b89-103b73e7ee4b,",s",place,temporal_,2025,organization,moderate,Igbo,moderate,timeless,", ",P,2025-08-28 08:09:00
mostly05-3784-43fd-a912-4a55fa4ff9b3,conceptb,place,concept,place,place,Cmal,Swahili,strong,historical,Zulu,historical,2024-04-15 08:03:00
mostly82-1645-4ae8-9ded-1ea71a10a82d,}: ,object,A-,K_embedding,cultural_element,{,Swahili,strong,historical,neural,subject,2024-11-21 23:22:00
mostlydc-4f9b-4c4d-8cf0-4e71c8b387ac,Pn_graph,person,Swahili,neural_embedding,concept,2025Ts ,Oromo,strong,historical,object,Ro-e inritice,2025-09-29 17:32:00
mostly26-1cdb-4a64-81e6-e688459ad674,: ,concept,2024-1008,Zulu,concept,place,Hausa,moderate,historical,subject_type,cultural,2025-07-27 15:55:00
mostly40-1619-4806-aadb-27b5faae52a8,place,concept,moderate-07_04: ,"strong1.846,1",concept,object,Yoruba,moderate,historical,: ,}} {,2025-05-05 02:55:00
mostlyfb-c2db-4dff-8ee0-aa9dde0fd96c,2025_embedding,event,}} ,concept ,concept,predicate,Zulu,strong,historical,temporal_representation,"recorded-T1-0.07218,1.49:78,00, 00",2025-01-10 10:40:00
mostly63-30ac-4628-8e03-ed76b2cf0f71,_strength,event,South,predicate,organization,Igbo,Swahili,strong,historical,subject,: ,2025-07-29 19:57:00
mostly6e-71fe-4213-81ce-21648a29f50a,Swahili,concept,: ,organization,cultural_element,object,Swahili,moderate,timeless, ,subject,2025-05-15 17:11:00
mostly05-60da-4d94-9daa-696cde68a2f3,subject_graph,event,2025_,predicatei,place,symbolica,Amharic,moderate,historical,knowledge ,subject,2024-04-10 18:33:00
mostly50-83a8-45e1-a1bf-8a1ba0447e0d,"2024-1.172,48..563051,-0.483",concept,temporal_aspect,object,organization,symbolic_{,Shona,strong,historical,relationship,object,2024-11-13 02:27:00
mostly85-67e6-4f67-82a0-bb90b022177e,timeless,person,context,historical,organization,subjectnc,Yoruba,strong,historical,", ",person,2025-04-19 00:55:00
mostly0b-f28b-4dd7-a23a-d57e50a73817,objectsy of,place,: ,", ",cultural_element,South{,Swahili,moderate,historical,2025,context,2025-07-03 13:52:00
mostly0a-3f7a-4743-aa27-e7cb8c12a93d,", ",place,neural,concept,concept,object,Amharic,strong,historical,"is-0.8746,-0.028,012.20,-0.663,0.02-090,0.96,08.48T.59,-0711:}491,-",neural_embeddings,2024-03-22 09:34:00
mostlya8-090d-45c9-9281-c59799222286,symbolic_type,event,temporal,symbolicriksorc_language,place,context,Amharic,moderate,historical,predicate,context,2025-02-24 14:45:00
mostlyed-278d-4c04-9af2-ee381ee401bb,M_at,object,contextte-icce a Africasle}ingg o mci vededansvorier,symbolic_graph,concept,} ,Hausa,weak,historical,Swahili_type,Yoruba,2025-08-04 07:18:00
mostly63-3ecd-4d92-9ed9-0333c1ebe88a,historical-0049 ,person,: ,strong,concept,relationship ,Zulu,moderate,historical,object,"neurals _,-0.5523,0.7014,1.4925,-2811}05,0.2,05-050.025,-0.69099,0.1613-2,-0..9,0.162915,-1.0208,-:1..5786,-0.04257,-1.,.006,0.509,06",2024-02-19 21:00:00
mostly5f-5760-449d-93a6-59c99476a28c,object,person,context,historical,event,subject,Yoruba,strong,historical,predicate,"S,-",2025-06-16 14:11:00
mostlye0-8cd7-4d82-8f98-9ffd8d0e1c83,symbolic_typescorat ,place,A,knowledge_language,place,}_type,Shona,moderate,historical,primary_language,: ,2024-04-03 03:19:00
mostlyca-9812-4891-946c-c757c342ed86,object,place,personlstrength andrtedth,moderate ,concept,concept,Zulu,weak,historical,: ,knowledge_language,2025-05-24 14:36:00
mostly04-595e-4b31-ac1c-cc15d4c59e5f,relationship_ ,person,"M.1800..2508,-192,-0.43",place,concept,: {,Igbo,strong,historical,concept_,subject_graph,2025-09-27 23:52:00
mostly9d-af1e-439b-9337-b6c035b157cb,context,cultural_element,neuralembedding , ,cultural_element,relationship_graph,Yoruba,moderate,historical, ,: ,2025-05-24 14:57:00
mostly5d-ab97-4bb1-836a-aeef18c0a676,concept,place,conceptdraalari,object,event,Igbonthyes,Zulu,moderate,historical,subject{ and ,place,2024-03-21 15:49:00
mostly51-d1f2-4563-a9d2-a35a0e2a365c,subjectembedding,place,: ,South ,place,timeless,Swahili,strong,current,concept_thalrs,temporal,2024-01-28 20:20:00
mostlycc-c2f7-4fb4-b336-7cac0425523c,:00,concept,place,knowledge_aspect,place,moderate,Shona,strong,historical,", ",G,2024-04-11 12:27:00
mostly47-7cf7-45e7-b548-babb74a72a72,G0,concept,recorded_ator,2024_language0,concept,place,Amharic,strong,historical,temporalt ,"2025-T1-328,-0.08,0.75,-0.0715,19,0.5,1.7971,-1.28,1.25706,-270.25,-06.39288,1.2822,1.461,-1.005,1.286,-0.55,-1.8404,02.07,-1.224952,0.02:182245,-0.5600.8,0.0906,02.323,03-2-.143,0.74,1.66,-0.5779,-1.5542,0.175,-001.7,-318,0.488,",2024-06-11 00:19:00
mostlyd7-fb2f-455d-8bac-44a6a248b91c,temporal_type,person,neural_,Nys,concept,neural_language,Igbo,moderate,historical,C} ,St andinga e: ,2024-09-27 11:32:00
mostly8e-9729-4601-a543-fedf53db296e,relationship_language,place,S,subject_at,place,subject,Swahili,moderate,current,: ,No ipthic Africa andes sal,2024-01-05 07:00:00
mostly34-c24b-4797-ad4a-ce78211a754b,predicate,place,temporal,: ,person,",at",Hausa,strong,historical,object,:00{,2024-05-19 14:41:00
mostlyf0-d2b7-4d9b-a4a5-51919b1b3d52,temporal_representation{,organization,strong,temporal_language,object,2024-3-0.380246,Yoruba,weak,historical,temporals- andctdced,moderate,2024-02-03 03:04:00
mostlyc8-bf21-4f2c-aa25-6697e01b719a,{,place,recorded_elementa city,,place,Can,Swahili,strong,historical,neural,conceptth,2024-03-17 01:20:00
mostlyc5-3455-44c4-9fb8-06828c6981c7,context,place,M_language,relationship_,place,recorded_type,Amharic,strong,historical,subject,C ,2025-08-05 13:49:00
mostlye8-f82b-499a-b6ae-61bd494a5b58,",  ",place,"2025-T07:0.480549,-0.49,1.529,1.4212:-0.47",1,object,knowledge,Swahili,moderate,historical,S_embedding,place,2024-03-29 07:06:00
mostlyd6-0bf3-4278-9def-d3d06a709003,context,place,concept,Yorubaari African ct in ofma- mlibans_strength,concept,subject,Yoruba,strong,current,", {","primary0.148,051.0.3,0.481,1.72,",2025-03-25 22:24:00
mostlyf0-dc17-4914-906e-95cb7c89f649,: ,place,2025-81:00,timeless cyavp,organization,: ,Amharic,moderate,historical,"2025ic0.2656,1.22043,-1.0406T,0.3619,876,-0.281.0301,-0.457,0.08.43,2,25: ",object-s_embedding,2024-07-14 00:15:00
mostly59-7972-4a3a-97f2-dde9614d2a5e,I,concept,neural ,concept,concept,2025}language,Amharic,strong,timeless,: ,knowledge,2025-03-02 18:13:00
mostlyfe-593e-4b6f-a91f-a01ad8dda5c7,moderate,event,Igbo,place,place,"2024-1.071842,-0.1354,-}1..72,0.8546,0.0,0.51.625,-0.6,01.719,1.5,-0.6,0.708,0.2,-2321.46,-09.761,0.8,.353,0.726,0.2,-0.16040422,,-1.0111.04,-0.5,51.0.3,0.43,1.0643,1.578:805,-0.203,-0.03184,0.6,-1.647",Shona,weak,current,P00,", ",2024-07-05 14:07:00
mostly7f-bd6b-465d-97e6-cd7c05313e37,Zulubying Africanruduicm Africa,concept,", ",", ",cultural_element,Swahili,Yoruba,strong,historical,}f: ,: ,2024-03-11 08:51:00
mostly87-7344-4f97-ba70-bb4e20ee0761,symbolic_type,person,", ",recorded_elementstrength,object,strong,Shona,moderate,historical,symbolic_s,strong,2025-09-29 17:32:00
mostlyac-ec92-4f44-bd24-801835f85f63,concept of,place,,subject,concept,historical,Hausa,strong,historical,culturalou- p sesun mra Africab smm_,"historical, ",2025-07-08 18:33:00
mostlyc8-8bf8-4b41-843c-630954e9dc04,strong,person,organization}} ,"}0o-05,- ",concept, {,Yoruba,strong,historical,concept,relationship {,2025-07-25 01:02:00
mostlyb4-17d4-4718-a481-1debffc9a0d8,current,place,: ,weakcyorvvc,concept,:-0.86066,Shona,strong,timeless,strong,: ,2025-03-29 10:18:00
mostly03-31ae-424e-8971-5afdd94023dd,M,person,place,strong,cultural_element,P,Amharic,moderate,historical,Yorubaani} n,: ,2025-07-14 22:35:00
mostlybb-6534-4f21-981f-ccc38ede2e00,M_,object,primary_language,primary_type{,place,subjecty,Igbo,strong,historical,"-} -.2201,0.6136,-0.,1.426,-,5-051.13,-0.29.90.9,0.070,0.0204,-0.07016,-0.306.4,-10.330,-0.0290,0.56175,-1.0908,1.818,-030.3642,0.464,0.024325},-0.40.1315,",,2025-09-29 17:32:00
mostlyc7-8ef9-4b28-8578-63aab8647e95,recorded_representation,place,2025,Perua cs,concept,", ",Amharic,moderate,historical,temporal_language,primary_language,2024-03-25 12:39:00
mostlyb8-93e3-4794-8510-6fa46a35fe4e,: ,place,subject,", ",concept,symbolic,Hausa,strong,timeless,relationship,concept{u,2024-05-21 12:34:00
mostly87-d846-49a4-ba12-1c4704811b34,-,place,organization,"}}-03s-0.8.19,1.29,1..0286:,1",organization,,Swahili,strong,historical,relationship_type,: ,2024-02-14 19:47:00
mostlyab-ad6c-4347-97f2-5dc4a7f55fd0,symbolic_type,cultural_element,placeic,strong,place,subjectal cor Africa,Zulu,weak,historical,conceptatv ked,strong,2024-10-12 13:50:00
mostly8a-a605-4dfa-b346-6f46c0785a98,: ,place,,knowledge_graph,concept,", ",Amharic,moderate,historical,G,: ,2024-07-04 03:24:00
mostly81-076c-4e13-9be1-4b21084bc14c,_embedding,place,temporal_representation,: ,place,subject_at,Amharic,moderate,historical,"symbolic, ",2025-04: ,2024-04-07 07:36:00
mostly4c-73ea-41a1-93bc-eab4fac5fd59,knowledge,organization,moderate_embedding,cultural ofsory {sc Africaici mdu ,concept,object,Oromo,strong,historical,G_embedding,symbolic_aspect,2025-02-09 17:54:00
mostly0f-6737-48bc-a4aa-af67f9efe7d2,A,person,culturaliaral,S_representation,concept,: ,Yoruba,strong,historical,: ,Zulu,2024-09-04 04:19:00
mostlye6-fe2c-4574-bd60-6702cc14f560,weak,concept,temporal0tT1 aspectvicoic ,", ",concept,"-09, ",Shona,moderate,current,", {",,2024-11-25 17:36:00
mostlya4-eaa8-4021-8968-f94e438eeb9d,"2025, ",person,,subject,cultural_element,}ing_-graph,Zulu,strong,historical,",al",", ",2025-06-23 23:07:00
mostly85-21f3-4fb0-a07e-ed6e3d432bbf,Swahili,place,"2025-0.19T8,1.420.2366,1.8",moderate,concept,2024_graph,Yoruba,strong,historical,Morthc maknss,"Ab, {edvding",2025-04-22 18:40:00
mostlyf0-134a-4e5a-b38a-bd75cc24858d,: ,event,strong,N,concept,A,Hausa,strong,historical,Yorubau,: ,2024-05-02 15:22:00
mostly13-6467-4337-b153-1140ee0ea0fb,_-2strength,place,place,context{,cultural_element,predicate,Amharic,moderate,historical,Amharic,subject_strength,2025-04-19 02:22:00
mostlyd9-db8a-4aa1-8aa1-961def57ce50,: ,cultural_element,historical,primary_type,concept,temporal,Amharic,moderate,historical,: ,subject_strength,2024-11-21 05:08:00
mostlydf-5b1f-444e-ba97-7c803fc1482f,"2024--0.3,-0.988,0.43257,0.609, 9,-0.957,47.1741,-0.6817,-0.1319361,042, ",concept,strong,: ,concept,temporals m_language_embedding,Swahili,strong,historical,", ",,2024-07-30 20:22:00
mostly18-722d-4754-9d41-9e6e2ed8d35c,Yoruba,event,knowledge_strength,moderate,concept,", ",Zulu,strong,historical,-00-05,Nenhrrn c,2024-07-07 19:48:00
mostly04-73b7-478f-af31-054c550fe084,is,place,weak,Amharic,concept,historical,Zulu,strong,historical,", {",concept_representation,2025-04-23 10:36:00
mostlyf6-8c25-4ea3-acbb-64c7e5b12701,2025_:at,object,"2025--1017036,-0.1314,0.243,0.8116,0.222249,-.02361,-0.603,-0.4656,1.1.062,1.3,0.48,0207,-T1118:1,T",place,cultural_element,moderate,Yoruba,weak,timeless,place,temporal_type,2024-04-25 09:03:00
mostlye2-03db-40ca-9d70-65fbf958044f,} ,place,2025_strength,P and,concept,N_language,Yoruba,moderate,historical,: ,C ,2024-06-07 07:36:00
mostlyeb-b402-4a6c-9ca7-4277e9ea5f2a,context,organization,knowledge_embedding,relationship_:{,object,}0.43: ,Amharic,moderate,historical,temporalua:,,2025-09-29 02:13:00
mostly40-2711-4758-ad8b-6b3799a096bf,: ,organization,", ",object,concept,primary,Igbo,moderate,current,N,historical,2025-06-27 04:30:00
mostlyec-7018-4328-a7e9-e334371eaadf,", ",person,organization-y,subject_type,cultural_element,Nor: gal m{,Zulu,moderate,historical,primary_language,context,2025-05-10 14:29:00
mostly6f-0653-4f55-8a0a-1b77ce30a64a,S,concept,subject,S,event,relationship,Swahili,strong,historical,place,K ,2024-07-11 14:28:00
mostly56-8404-401e-be62-cbee94cd7f31,A,concept,} {,: ,cultural_element,", {",Swahili,strong,historical,symbolic_relationship,: ,2025-03-01 03:17:00
mostlyac-89cb-4f2f-9b0e-fac7b1758579,place,place,place,} ,place,cultural,Shona,weak,historical,subject_at,subject,2025-02-12 10:22:00
mostly0b-a7b9-41cd-8c15-de3f4aa8a43c, ,organization,A,subject,concept,knowledge_type,Amharic,moderate,historical,neural{,primary_type,2024-08-10 21:27:00
mostly31-1984-4342-b79f-002cdda418ba,:g ,place,: ,object,event,subject,Zulu,moderate,timeless,historical,", ",2024-05-30 22:44:00
mostly89-c460-48ab-bf00-3906f1076ecb,", {",organization,knowledge_type,: ,concept,_type,Swahili,moderate,historical,primary ,A,2025-07-06 10:32:00
mostly77-a5f9-4b36-aadd-44b6e49a5949,predicate,event,moderate,C,concept,M,Yoruba,strong,historical,subject,person,2024-08-19 05:24:00
mostly61-7709-4887-a3e8-df858db13989,historical,place,strong_aspect,Ks ,event, f,Zulu,strong,historical,: ,Igbo-08_:,2024-03-15 03:55:00
mostly16-1cec-47ef-8177-a81239e5b51c,E,place,subject,subject,cultural_element,,Yoruba,strong,historical,I ,Tration m,2024-04-04 11:36:00
mostly69-0bb5-4a7e-9697-a7c3fabb958f,historicals,place,object_type,S ,place,,Swahili,moderate,historical,object_typeembedding,recorded_language,2024-09-14 23:57:00
mostly94-5b68-4169-8669-a9557f7b7262,relationship_ ,concept,C African_g and ,"20241.1.22,-0.80168}:031.092836, -04,-1.2915",concept,predicate,Shona,moderate,historical,"}0-0.56,0T.2,0.03,-1.07097.08,-05.165,-0.4,,--0",symbolic,2024-05-07 15:01:00
mostlye3-2fec-4ccc-9c89-ff28e2cde477,Amharic,concept,P ,"-,-0T0201:00",concept,,Igbo,strong,historical,,", ",2025-08-30 22:08:00
mostlya8-63fe-4cab-bdde-76a13aa5a674,",0",place,relationship_type,G_aspect,place,temporal,Amharic,strong,historical,neuralstrength,relationship {,2025-09-29 17:32:00
mostly42-a8a4-472e-9424-ea9b3749a6a6,recorded,place,Yoruba,subject,event,symbolic,Hausa,moderate, timeless,influen,context,2025-03-06 19:35:00
mostly65-7010-4f50-ae92-d1e74cde0da7,I_language,concept,M,,concept,subject_strength,Igbo,weak,historical,object,objectrim,2024-05-05 15:19:00
mostlybb-12ec-4eaa-90fa-2437dfe6270b,temporal,place,", ",context,cultural_element,organization_embedding,Yoruba,weak,historical,C,",_embedding",2025-04-19 21:03:00
mostly0c-384c-4f2a-a4d3-f2887512e308,"}-.299}.0609,0.48460,0.499143,-1.5,-T1.2868,---92.949,0.43,0.802,-0.61.47,-1.059.1.69,,0.483,,0.15,-1.365,1.291,",concept,symbolic_,: ,concept,", ",Zulu,moderate,historical,C_,context-,2024-04-19 13:00:00
mostly89-4b11-4433-a9d3-a34c41c227f1,Pra,object,neural__at,: ,concept,symbolic_type,Swahili,moderate,historical,symbolic ,context,2025-05-25 17:00:00
mostlyb3-f8f3-4cd6-a158-a20495334b50,primary_type,person,", {",contextra,concept,Yoruba,Oromo,strong,historical,object,historical,2025-04-30 23:31:00
mostlyf3-26e7-4d67-a97d-dd4c78892fb3,predicate,organization,relationship_type,: ,organization,} ,Amharic,moderate,current,relationship_-,{,2025-06-01 09:34:00
mostly5b-857b-45e1-b1f4-93c744287af2,primary ,object,2024strength,temporal_languageu ,concept,", {",Yoruba,strong,historical,influen,predicate,2024-06-04 19:13:00
mostlyf8-2b34-455d-b0f4-8a55859e5fb2,strong1icarticse,place,:,moderate,organization,} -08r:ity,Shona,strong,historical,object,"moderate-0.56363,-0.48.093,-1.1.31811,-10.36.3843,-0.1248-6.2,1.71625,102,0.012,51.660635,1.5281,0.1956,,-0.4763,-0.502,0.491,1.8,0.6513,0.837T,--0.504300,-11.071.,0.7,1.7,1.1823,0.911,2.12,00",2025-04-04 11:04:00
mostlyec-fd7d-48a3-80d2-81dcfe414df3,strong,place,temporal_representation,20241.0117,place,knowledgeclanguage-0ic,Amharic,moderate,historical,", ",recorded_at,2024-10-23 20:59:00
mostly25-7a49-41b6-8c52-321331138d15,object_strength,concept,subject,currents-asgedu ande ,person,influenoed s,Igbo,moderate,historical,strong_aspectorc,conceptk,2025-06-01 14:54:00
