id,ethical_domain,primary_language,scenario_type,description,stakeholders,ethical_tension,cultural_framework,resolution,principle_demonstrated,location,symbolic_logic,wisdom_teaching,neural_embedding,recorded_at
mostlyed-7195-4e19-b568-5c5a18ee8057,integrity,Hausa,traditional_justice,ethical_,: ,"neural, ",} {,stakeholders,ethical_demonstrated,", ",justice: ,: ,: ,2024-05-29 23:21:00
mostlybb-46c2-4bac-b53d-b517171f49ad,justice,Yoruba,modern_ethics,--T.8,",primary",ubuntu,symbolic_framework,,principle_type,cultural_,K_framework,{,scenariowa,2024-09-20 23:42:00
mostlycd-07b5-47a0-ae47-671ac973ceaa,ubuntu,Swahili,moral_dilemma,neural: {resolution,stakeholders,M ,location,justicewar tg,: ,H{k_language,: ,_:00,respect,2025-09-25 10:59:00
mostlyf9-4ca1-431c-8b7f-dceeeb6e44be,community,Oromo,traditional_justice,:g,recorded_demonstrated, {,"description.__,T",stakeholdersw,Ku_at,ethics,: {,ubuntu_logic,ethical_demonstratedtension,2024-08-08 04:19:00
mostlyf1-d69a-42ff-84f8-ae410a0ddb1d,community,Hausa,traditional_justice,ethical,stakeholders,principle_at1,scenario_teaching,} ,W,recorded_at,},description,2024_type,2025-05-06 19:18:00
mostly0f-5420-4219-b7f5-a3798f9e48c5,ubuntu,Igbo,modern_ethics,description,symbolic,location_languagean,", ",A,: ,:neural,2025symbolic:00,,"Ndị.05,-0.56.82, ",2024-07-03 10:59:00
mostly6c-3b85-4dfd-8947-26d8f502618d,community,Amharic,intergenerational,scenario,: ,primary_,}wisdom ,location,neural,"symbolic--0.614:,-0.473,0.9, ",location,:,}principle_e,2024-09-11 23:03:00
mostly6b-be2a-4d5b-8417-17fe66fa2585,ubuntu,Zulu,traditional_justice,description,resolution,principle: ,"ubuntu00-0.836,-.5943_,-5125,01,-0.0915,0-1.3509,0.59227,,-0325,-0..268716,,-0.0676,0845,0000.2708,-27,-6T-201,1.7,1:0.912,1.70.52.04,0.5,4,0.3T5,-0.5812,0.848,",principle:s,description,intergenerational,U,Ndị_type,I ,2024-02-25 00:59:00
mostlyc3-a9d0-40c9-a3d4-c2e2f1b89b6e,integrity,Swahili,modern_ethics,M,A,primary: ,N_atlogic: wa,ubuntu,wisdom,symbolic ,: {,2024_at,ubuntu_,2025-06-01 17:23:00
mostlyfc-1080-454a-af0e-163d67480ac0,ubuntu,Shona,traditional_justice,"symbolic0.--1.,0.6098,",wisdom_tension,: ,,ethical_at,scenario_domain,principle_embedding,neural_tension wai,: ,location.,2024-02-12 21:47:00
mostlyd3-2559-452c-bc33-f7be52a1ce78,justice,Zulu,intergenerational,location:  mm,",{","--1.70.4891,--0.3101_00.,043,-0.729,0.917, 1.091T12,-0.116: 1.2,,-002.77-,0.,-0T16286,-080102,-0.17,, ",", ",: ,neural_,M_{,stakeholders,",",wisdom_domain,2025-04-18 14:21:00
mostlybd-3594-4fd6-945c-f40f1fe8f3f9,community,Igbo,traditional_justice,wisdom_type,"-2TT..305,0.181928,0.12,10.85881312,0._00,-0",", ",",-",K{,neural_framework,-,"0..803,10.02,-0406062,-0.27,0.3,0.,0-0.02492,-0.61,-0.09013,-0.53,0.69,0.30.2,0.338,-",T_-1.,symbolic_framework,2024-09-01 10:39:00
mostlybd-4cd6-47ed-817b-7454e5f844a3,justice,Yoruba,modern_ethics,", ",recorded_language,neural,E ,principle_tension,Em,: ,neural_-0,: ,_embedding,2025-02-05 19:24:00
mostly5e-ccb1-4ff2-bac1-6fe870581fbf,justice,Igbo,traditional_justice,O--,stakeholders,scenario_at,} ,symbolic_tension,neural_type,resolution,"Oromo:00, ",} ,,2025-02-18 11:03:00
mostly1f-3df1-4821-9107-497d6df08e57,ubuntu,Yoruba,community_decision,ethical_languageteaching,ethics,intergenerational,wisdomf_,ethical_embedding,O,recorded_: ,Oromoinarinlalal,neural_at,"-0.07.15,28,0.1615",2024-04-17 22:19:00
mostly91-6808-40fe-9f4f-15aab5aa532c,fairness,Hausa,intergenerational,,"2025_,f",ethical_,", ",primary,,Ik,description,stakeholders_framework,", ",2024-07-16 11:20:00
mostly25-b209-419d-8d2d-907018ad22db,respect,Zulu,modern_ethics,", ya","E, ",neural_embedding,scenario ,description,,recorded_at,description,Md_s00,cultural_tension,2024-07-15 12:09:00
mostlya6-b16c-48b5-a4d5-600afe57ad67,integrity,Oromo,modern_ethics,integrity,traditional_domain,}_teaching,"symbolic- na01 mb,m923u",N_framework,E,}o: ,primaryrecorded_tension,wisdom_,Mresolution-e ilakwas,2024-12-25 23:39:00
mostlybd-7e2d-4ffd-a6d9-036a56d391b5,community,Yoruba,modern_ethics,"respectc.io m soat, e","}.030..4,14,1.283,131_.2-00","ubuntucidoo, ",primary,,descriptionk,K_justice,wisdom_language,symbolic_logic,principle_embedding,2024-07-28 07:40:00
mostly8a-a086-46c9-99a5-7f14874bd8fe,justice,Zulu,traditional_justice,: ,Addis_,recorded_embeddingembedding,symbolic,},resolution, ,"cultural}a, f",: ,"},recorded_logic",2025-02-20 07:54:00
mostlyd4-270d-418a-a420-2a250e97be8c,integrity,Igbo,modern_ethics,"ethics, ",ethical_type,", ","community yaanave sond v s maaan na ku m n,-0.59,-4ethics23,0.-0.4,-,72.729121,2",", ",ethical_teaching,I,: ,: _,,2025-01-05 05:20:00
mostlyd5-e14a-401f-8c20-39bb551e171c,fairness,Swahili,community_decision,_framework,,scenario_framework,":0.706,10..3590279,-1.64,01.7908,-0238,282.29,07",symbolic,ethical_embedding,: {,ethical_teaching,} ,"ethical.,-1..90,0.1715,0.722,00.266,0.25-7,-0.85,-1.6,0.54309.01.0643: ",2025-08-11 23:36:00
mostlybe-b428-4e3e-a248-e1becf14d38c,empathy,Shona,traditional_justice,ethical_type,H,ethics,ethical_language,principleT_framework,ethicaltension,E-_type,}{,description,scenario_type,2024-07-23 04:00:00
mostly22-b15a-432b-bc78-0f4b73102480,community,Oromo,community_decision,: ,"-0.-0.1701.71},-0.790.7,-0.7473,1.608,-0.19990.3.69, ",: ,primary_type,: ,description,", ","0,20.25,1-0.161508-05.59,-0.70116,_-0.0.5-.46,0.48,1..49, .-T",Oromo,: ,2025-05-10 07:24:00
mostly3d-07a7-433b-8930-d7f7aea5a8b1,respect,Swahili,community_decision,",0.6628,-0.7358,07",primary_framework,location,} ,stakeholders,recorded_at,2025--0.4409,"--0.45,20.16613,0..80.1,-0.6,-0.",Shona,,2025-08-04 23:32:00
mostly27-e9c9-4cce-9a91-3753a1b9d0b5,ubuntu,Yoruba,modern_ethics,: },primary naarak,ethical_domain_,ethics,principle_: ,N,K,recorded_embedding,scenario_tension,: ,2024-04-11 01:50:00
mostlyce-3f24-4e39-8c8d-dd71975313b0,integrity,Amharic,conflict_resolution,: ,:{,ethical__logic,wisdom,ethics,description,", ",modern_1,resolution,Shona,2024-05-24 01:24:00
mostlyfc-c704-403b-a4a1-cf2fd31db7a0,integrity,Zulu,modern_ethics,} ,", ",_teaching,: ,empathy,ethical_at,"--17,-0.958,:0.1615,,-0T02.15",location_ wa ,: ,resolution,2025-09-22 20:16:00
mostly66-f33f-4adf-b17c-fd333d9fa638,ubuntu,Oromo,community_decision,ubuntu,"O}, ",W: ,ethics,resolution,resolution,",00logic",description_teaching,"Ndị-0.7,-1, ",: {,2024-05-13 06:53:00
mostly61-05e3-404d-b8fe-39f43f5fbc8c,community,Shona,traditional_justice,wisdom ,traditional_language,: ,", ",recordeddomain,: ,symbolic_logic,Ndị , {,stakeholdersuh.7,2024-03-10 14:22:00
mostlyd4-3f04-4200-83cc-1279689a5f31,community,Igbo,traditional_justice,scenario_teaching,scenario_logic,"Wuan b, vag m i na mtan",K_domaintype,", ",", ","2025-03T.271.4,0.9,recorded0_.,-20.3,-042614.,-1.-T22,0T0,0.36010..37,0.14232605,0.46,-0.0572,1.079",community,ethics,principle,2024-10-13 18:50:00
mostlycd-72f1-47ae-b15a-49fa669a8b94,fairness,Swahili,traditional_justice,intergenerational_at,: was,"ethical0., v0.26,-1254,017T.,-0_.8",Su yar and ay mf ya,scenario,",-0.03,, ",ethical_framework,ethics,neural_logic,N,2025-04-23 04:20:00
mostlyae-b00e-4150-a83b-ab63892225de,integrity,Shona,traditional_justice,: {,wisdom_tension,ethical_,Ku.__embedding,"0.9053,.-213602T,03,-0.19,-1.56,0_.,0.06,-0.581918,:-1.9-2,0.880.48,-1.294,1.0.5263",: ,: ,,description,},2024-05-15 01:35:00
mostly4a-9a4a-43cb-8bcd-5d18a6232be3,ubuntu,Shona,traditional_justice,,ethical_embedding,: ,primary ,,"}.3ethical,9 ",}_at,: ,,"wisdom.8, ",2025-09-25 10:59:00
mostlydc-57fa-4fa7-8b09-93401dc4f4b2,community,Igbo,modern_ethics,: ,cultural_demonstrated,_demonstrated,A,resolution,A a-Ta-0.6,_embedding,ethical_language,resolution,,2025-09-25 10:59:00
mostly01-3875-41fc-8df9-2b66f88d1b7e,empathy,Zulu,intergenerational,recorded_embedding,wisdom a_framework,principle_tension,descriptionpembedding andp mu,: ,ethical_language,: ,Kmpwe,resolution_language,,2025-05-10 07:47:00
mostlyde-6340-4eb2-848e-f2837652e9e1,empathy,Shona,community_decision,wisdom_-,"-12T.,-0.67T-91.0,,.1,-0.40981407,0.7,9T3,0.",recorded_: ,2024 ,wisdom_,description_framework,: ,symbolic_domain,resolution,K ya,2025-02-28 04:25:00
mostly8b-50c7-47f7-b1dd-19ae0ba5c42c,empathy,Amharic,modern_ethics, ,"--2626.8, ",neural_language,2024_tension,ethical_embedding,"AT nah, ",}} ,M,N,ethical_embedding,2024-05-15 10:07:00
mostlye1-5951-4ba6-a4f3-9fa557685419,integrity,Shona,traditional_justice,resolution,: ,symbolic_tensiontension,"Hvan, f yaen sa m g andaancomj,-0.",,A-e,N-ana-,stakeholders,ethical_logic,: ,2024-03-27 06:40:00
mostly00-fd72-4a95-a7bf-59a135c5c1b3,ubuntu,Igbo,community_decision,", ",", ",principle ya,principle_language,wisdom_demonstrated,resolutionon,community,symbolic_framework,2024_teaching,: ,2025-08-15 03:35:00
mostlye5-16a5-4136-97c0-9a0b5dcc9486,respect,Zulu,community_decision,ethical_tension,K,symbolic,respect: ,C_embedding,", ",locationdomain,}scenarioneural,,}-vo_teaching,2024-05-20 13:03:00
mostly04-a1c7-4759-a8d0-e083ba8731cf,respect,Swahili,moral_dilemma,{,description,description,", {",: ,integrity ,resolution,", ","}_at-, {",scenario_domain,2024-04-08 18:27:00
mostly33-60e6-4657-9866-e9a7c5ed5f7b,ubuntu,Zulu,traditional_justice,description,ethics,integrity,ethical_domain,W_,,: ,ethical_tension,"U., _type",description,2025-05-02 08:15:00
mostly33-dec7-4e2e-a7e5-15645b88302c,integrity,Igbo,intergenerational,__teaching,", {",", ",ethics,justice_language,recorded_,It a nt na wa ,"U--0.7,-1.4,1.17, na.7:13 na.4847-26,-0.6,0.1801",": ethical-05-0.4071884,.290.28,0.T811,",,2025-09-08 15:36:00
mostly5c-39e4-4163-9798-4ae4f837a056,empathy,Amharic,intergenerational,", ",neural00,K, ,: {,symbolic__,: ,} ,W,modern,2024-09-11 13:07:00
mostly80-bbbb-428c-b9ed-449ade1f5da3,justice,Oromo,conflict_resolution,U-,En ,", ","primary_, ",ubuntu,intergenerational} ,}} ,} ,"2025-1.-090.17,2,-061.15,0..",integrity_teachingin,2025-07-31 17:39:00
mostlya7-685d-4916-8aa7-dff2c9411f5b,justice,Shona,moral_dilemma,ethical_at,scenario_type,scenario_type,resolution,intergenerational_,resolution,principle,",1ethicalat, v na nay,",", ",wisdom ,2024-02-17 02:21:00
mostly99-2437-47b5-8299-7920c85e38de,community,Swahili,traditional_justice,: ,ubuntu,O{,primary_type,"O-0.05,00.126,0.81,-031.7041861.6,1,045,1.9,0., m,0.2639-",wisdom {,: ,ethical_embedding,,"symbolicresolution, ",2024-06-21 15:28:00
mostly8c-c935-42d8-a046-9e217cfac868,integrity,Igbo,intergenerational,K ya,,Ku , ,}n _language,} ,description,C_logic,ethical_atT,principle_demonstrated,2024-01-28 23:22:00
mostlyc1-9111-4ba7-a3ad-074ab30920b1,justice,Yoruba,moral_dilemma,ethical_teaching,resolution-07 na.27:: ,M_,__ethical,stakeholders,"locationat,us eaa,-eTa wa mu meoanaug, ",stakeholders_embedding,: ,recorded_language,wisdom_domain,2024-06-18 07:48:00
mostly5b-01eb-47b9-9ba0-8509f845a42d,responsibility,Amharic,intergenerational,-0.13 ,neural_2tension,ethical_,,", ",E: ,2025: ,resolution,: ,ethical_framework,2024-04-09 17:17:00
mostlyc8-912e-416a-a81b-61c39f115448,ubuntu,Hausa,traditional_justice,recorded_at,scenario_at,wisdom_teaching,2024_at,,: ,ethical_logic,wisdom ,"scenario_domain-o, ",: ,2025-09-23 10:17:00
mostly6b-d5af-47cb-92a8-1cbfc3583d9e,ubuntu,Oromo,community_decision,symbolic_logic,_,: ,stakeholders,: i,,scenario_at: ,,justice ,"wisdom_domain0.096-7.3,-0.59.47,0.191870847,",2025-09-25 10:59:00
mostly61-30c9-437d-b314-da922fd99317,ubuntu,Igbo,traditional_justice,My {,ethics,symbolic__type,ubuntu_embedding,: ,location na- ,wisdom_ ,principle,: ,K_embedding,2025-05-16 09:35:00
mostlyd5-a39f-407a-ac1f-84bd29a44838,community,Zulu,modern_ethics,: ,}_type_teaching,,ethical_logic,: ,empathy,C_type ya,U_at,community_domain,neural_,2024-04-15 06:21:00
mostly27-eb92-4621-905e-4586de8f21ce,integrity,Zulu,traditional_justice,"N -k, ",: ,,location,ethical_at,"C ya, ",}wisdom {,"M_embedding-i0.178,-0..66137,-0,-.4717,-0.2635,067,80..800,01..2181.14,-0.-0.0823",: ,scenario_type,2024-08-17 02:28:00
mostlyd0-cb16-438f-a7e9-6117f232eba4,integrity,Yoruba,traditional_justice,symbolic,"principle_logic, ",symbolic-T05: na: ,cultural_demonstrated,"Ku, ",S1a ku wa,: ,ethicalneural._logic,location,neural_domain,2024-04-18 01:11:00
mostly77-c178-45ea-9859-67e2efc1df97,ubuntu,Swahili,traditional_justice,: ,", ",description,: {,stakeholders,recorded_at,stakeholders_demonstrated,: ,respect_ ,I,2025-02-01 14:46:00
mostlybd-03ff-4e1e-b5de-1f135d7814be,community,Shona,conflict_resolution,N ,intergenerational,recorded{1c,empathy,description,Oromo_teaching,,respectg,_framework and,neural_,2024-08-15 20:36:00
mostly52-9c18-47e1-ba6f-058c3d967299,justice,Swahili,traditional_justice,symbolic ,traditional_,"primary-0.05.060},2.96,00.83,43-0T08,-0.,00-0.5201,0..76,-0.431,-0.052972, ",Ewa,symbolic_embedding,"H, ","2025-012.01051928,0.25293,0.15, ","2024.14-8,1.6158,-0.2685,0.0249T7,0.13016,0.,",cultural_logic,description,2024-03-26 03:20:00
mostly75-fbd7-4cd7-985d-4f3f9b823b54,respect,Hausa,community_decision,}e,neural_embedding,}ethical_domain:,scenario_framework,ethical_stakeholders,-,U ,{,intergenerationalate.yinwaamanlseniea,modern00,2024-09-30 10:16:00
mostly2c-5425-4da3-90fe-20db4db98666,ubuntu,Zulu,moral_dilemma,"traditional, ",: ,ethical_at,ethics,: ,resolution,"--T.71507.717,0.03,,0.2,-2-0.16703,-00",_{,,: ,2025-06-24 23:08:00
mostly04-e751-448c-98a3-515c8b6c1061,justice,Hausa,conflict_resolution,"cultural_tension0.40819,-0.4,0.6256,80.606265,0.5,",stakeholders,2024:,: {,M_type,T_:_type,symbolicresolution},descriptioni,: ,"-0.17152523,-0.19010.41T: ",2025-06-01 00:19:00
mostlyc2-13a2-441c-81ba-a5ba9c91dd9e,integrity,Hausa,community_decision,"community and, ","Ed,-0.3,0043T0805,0.7, ",", ",: ,2025 aar aa,wisdom_e,"T..5, ",: {,resolution , ,2025-03-02 15:57:00
mostlya5-a1e9-42fd-86ba-dae24c796856,responsibility,Shona,intergenerational,stakeholders,: {,primary1r_demonstrated,"wisdom_domain nain, ",primary_,,symbolic. na}T: ,2024,2024ethical_language,", ",2024-09-20 03:20:00
mostly55-1326-481a-b046-2f8c3723e5d1,empathy,Amharic,moral_dilemma,"Kub mu nalan i,irici  m nenieiia",description,: ,T,description,", ",I,symbolic_language,wisdom_at,"-0..81309,-0.81.702,0.036,8,28.409,:-0..0.0962708,0..29-",2024-05-18 09:14:00
mostly50-4fa5-4b64-b643-3dbf8901ebfd,ubuntu,Oromo,moral_dilemma,,", ",: ,"E--20,-006",: ,neural and ,Ndị,stakeholders,stakeholders,", ",2025-07-21 08:31:00
mostlybc-86fd-4665-af9a-591049275f3f,respect,Yoruba,intergenerational,neural: ,} ,recorded_at,description,neural_domain,Aar_logic,ethical_tension,"}M waata, ",}symbolic: ,A_domain,2025-08-17 06:00:00
mostly93-8e95-4790-8ea0-05c6c9751100,community,Yoruba,intergenerational,Ndịr,description,ethical__language,{{_type,: {,Ndị,2024_domain,", ",", ",wisdom,2024-07-17 09:34:00
mostly11-6e0f-44a8-88bf-f44773f58481,empathy,Igbo,moral_dilemma,: ,"2025-1.590.7,-1.6,-03.1.-.,0.8.9,0.16,0.5,. ",resolution,: ,"}}u andy bh, ",community,description,intergenerational ,}_,stakeholders:-,2025-03-24 11:34:00
mostly9d-529e-47d8-b1d3-17e54b8eb184,ubuntu,Amharic,conflict_resolution,Oromo,primary_at,"2025-1.70.17,2_",ubuntuirf,}recorded-,,locationat, ,resolution,-,2025-08-02 08:40:00
mostlyc3-8535-469c-ad73-9fb2569616c9,ubuntu,Zulu,community_decision,O_ya,scenario_-,description,"stakeholders,00",",recorded-2","description,embedding",_framework,}symbolic {,"culturalb-ob,",ethics,2024-05-20 19:22:00
mostly2c-b8e8-4283-839f-5339063ef204,community,Igbo,intergenerational,symbolic_teaching,ethics waal.,primary_,", ",wisdom_logic,Ku: ,} {,stakeholders,"2024,-03,-0267,005.4, ",A,2024-07-20 00:29:00
mostly51-fa7a-4efb-8ee5-88bc3dcaadff,empathy,Igbo,intergenerational,C_ ,scenario_tension,Ku ,-.64,ethicsaa,U_domain,ethics,} ,resolution,locationg,2025-05-22 00:38:00
mostlyc6-08bb-4d4f-af9e-2bd005e2e6b4,integrity,Igbo,modern_ethics,scenario_teaching, ,neural,K-,neuralk,primary_teaching,"ubuntub andonao wa,- ","recorded_,embedding",neural ,O,2025-09-07 19:53:00
mostly81-bb98-45d3-9b15-809c4f76e206,respect,Oromo,intergenerational,communitydemonstrated,: ,"resolution., b, ",", ",neural,M_domain,"}}, ",",",ethical_domain,I wa {,2024-07-20 06:33:00
mostlye7-0a60-434c-bfb6-0b27cc3056f0,community,Shona,conflict_resolution,resolution,Hani ,"T,-001.44,1.",cultural: ,", ",ethicalsymbolicprimary_language,modern_u,"2025-1.070716.5701T,0.",location,scenario_language,2025-06-01 00:44:00
mostly3e-e86b-47a5-93a9-fe2c70b5c0c1,integrity,Oromo,intergenerational,"-0.4,-1.T04,-0.58,-000.23,-0.289005061, b,-0.13, ",: ,", ",,", ",A,: ,resolution,", tension",community_demonstrated,2024-04-10 10:16:00
mostlyd9-3ff4-4400-abd7-bf1a11001536,ubuntu,Igbo,conflict_resolution,", ",: ,symbolic: {,integrity,primary_:justice ,", ",", ",scenario,community ,stakeholders},2025-08-10 22:03:00
mostly8f-3dc6-4b22-89cf-4bdf0dcb88ff,justice,Shona,conflict_resolution,_demonstrated,scenario_logic,intergenerational_justice,S ,wisdom_framework,stakeholders,: ,}}ethical,cultural_domain,"Ndị-.627,:0.8,0.02",2024-04-06 22:14:00
mostlyb1-7c41-4935-a4db-e1acb685ffd0,respect,Yoruba,community_decision,,cultural_.,symbolic_type,}}{,cultural {,principle_,: ,K-} {{,ethical_logic,wisdom,2025-05-28 03:11:00
mostly62-5a9e-4d9a-9667-b302d23e6661,empathy,Yoruba,moral_dilemma,}_frameworkdomain,respect kuf.aa,"-1.477.,-0.,123728",stakeholders,"Kmenurita wa i, ","integrity-1.0402,0,1.5",recorded{,", ",Cat,ethics,2024-10-02 10:55:00
mostlycc-fe81-41be-a719-04addfebc531,justice,Oromo,traditional_justice,2024a,symbolic{,"20250.,0.47.57,0.549,0.19,-0.6-41278","wisdom na-: n v wat mi g  wa,-ak ",: ,: ,"-0.150105,_013080-.154936,-",Clgar.b k,ethical_demonstrated,: {,2024-02-09 06:35:00
mostlyac-3758-4194-8720-4b9c5590bcda,ubuntu,Igbo,intergenerational, ,cultural_framework,: ,principle ,: ,: ,ethics ,recorded,: {,ethics,2024-12-29 00:49:00
mostly49-a3b7-452f-9c3f-cf4429b32328,fairness,Igbo,intergenerational,cultural_tension,"K1}an.49,0.43,-",location-,description,scenario _logic,: ,primary.:-006.0.2719,empathy_logic,:00 ,:: ,2025-09-25 10:59:00
mostly92-e88e-40d8-b1ca-1a91c2bdcee9,ubuntu,Shona,moral_dilemma,neural,neural: ,2025-,"2024 andin.T, na6,-",principle_framework,stakeholders,} ,location,neural ,primaryresolution,2024-04-16 04:15:00
mostlyad-61b5-41b0-aa8a-ea7fcfc6657c,justice,Shona,modern_ethics,}ean namt,community,M_embedding,empathy{,"primary, ","-01 yauan b, ,0.32,-08.09",integrity,descriptionb,"-00, ",resolution ,2025-05-31 02:48:00
mostly2d-493d-4475-b70f-7f07fe1b2016,community,Shona,traditional_justice,symbolic_demonstrated,", ",wisdom_embedding,"2024-.503.398,04,0.66,--1.82506, ",cultural{,", 1",", : 0{",},"-04ethical, ",}_at,2024-08-11 15:10:00
mostly9e-1189-4acc-a1ec-ab1013e9dc0f,fairness,Swahili,community_decision,", ",ethics,"-.5906.6,01.02,030.19.84",description,principle_domain,ethical_framework,} ,: ,principlelanguage,: ,2025-03-18 11:47:00
mostly2f-2a2a-41c0-9d11-7bc27f414f6f,empathy,Oromo,moral_dilemma,"K, {",scenario,cultural_tension,principle_tension,scenarioe,",-1.49247,-1.9.13,0.35101,,0.79-.703,0.278-20.73,1.6648-18.6425,-0.162.7",description,:-,community ,community_type,2024-02-28 01:41:00
mostlyb7-07a8-415f-b6ca-2b2c2197efdb,ubuntu,Shona,community_decision,ethical_domain,2025_type,resolutioncultural_embedding,neural ,M ,"Io, bien. h",", ",ethics ,I,", ",2024-06-30 10:41:00
mostlya5-0609-414d-9db9-1a8c13709b98,fairness,Swahili,moral_dilemma,ethical ,ethics,":, ku",2024 {,N_frameworkum kd,cultural_at,}demonstrated ,: ,_language,descriptionteaching,2025-02-28 03:08:00
mostly3d-f295-42c1-b5e6-2b63b8be50e5,respect,Swahili,modern_ethics,ethical_language,wisdomin_teaching,2024scenario_type: ,M,symbolic_tension,: ,ethics,,"traditionale yaos,-0.0219,6-1.4,0-.2.2319",", ",2024-07-03 12:25:00
mostly4d-d859-4263-a4ba-165f7436f73e,integrity,Yoruba,modern_ethics,stakeholdersnu.,"resolution-tiwag akoinn.ar, ",{,}: ,",---09130domain,0,0.2900.0177,0.43,-0.827148,0..6,1.402.357-2,-1..2657,0.29,,-0.,0.8,-1.0401: ",cultural_at,"location, ",symbolicMjd,Iana m,"O kual, kusl",2025-05-05 21:28:00
mostly92-3a60-4229-ba04-8a74e2b23f9d,empathy,Zulu,traditional_justice,stakeholders,principle,ethical_teaching,resolution,locationtension,ethical: ,ethicalembedding,scenario_logic,A,M_at,2024-01-08 17:23:00
mostly78-159b-4296-9d3c-c05796922132,integrity,Yoruba,modern_ethics,description,description.,} ,{,}}} ,location,Sdg n m waoan,: ,ethics,{ ,2025-09-25 10:59:00
mostly9f-e7f5-46da-aa28-3b0cbc7026be,ubuntu,Shona,community_decision,Ks ,W{ n,ubuntu00,: ,ethical_logic,: ,neural,,neural_,community_logic,2024-05-30 04:05:00
mostly9c-7a87-4c6a-8a29-d18d8eeb5db7,empathy,Yoruba,modern_ethics,ethical ,U_type,location,wisdom ,}{,"0.595,-0.09,0..715, ",: ,: ,ethical_tension,ethical_,2025-01-25 06:27:00
mostlyf5-2a6c-42fe-a7e1-67b08ff54e45,empathy,Amharic,traditional_justice,},} {,neuralwa,location,recorded_teaching,: ,: {,ethical_demonstrated,scenario_tension, ,2024-09-28 18:24:00
mostlyd6-1a6c-4dd0-a656-6fda51d4a309,community,Oromo,moral_dilemma,primary ,location: ,wisdom_tensiono,,,Methical,ethical_teaching,symbolic_framework-,"Kug-00oaki b,am wa mju ms nd",ethical ,2025-08-15 12:20:00
mostlybc-5a29-48f5-be63-3eed46807f86,community,Igbo,modern_ethics,,modern_at,ethical_framework,resolution,neural_framework,ethical,ethics,{_language,Shonaan waintj naar,ethics,2025-06-13 17:20:00
mostlyae-ad99-4c70-8238-36f90054c7e1,justice,Zulu,modern_ethics,description,"Of,-09,-018,0.82,020.3588070.08,ethics5,0.416,136,-0.5,0..1825,0.124727,0.131,0.05368260.23156 na,1,-1.21.060.802184,0.5,: ",ethical,wisdom ,description_language,principlem,", ",: . and n mh and,symbolic}u,,2025-02-08 09:44:00
