id,age_months,primary_language,experience_type,description,caregiver_interaction,words_or_sounds,emotional_tone,location,symbolic_logic,cultural_significance,neural_embedding,recorded_at
mostly85-9d0a-4a94-a944-c424b4babdb4,11,Hausa,auditory,If,S_significance,"If poes,- then.6",joyful,Scansk ,"Fd, -1,reing.605, ","infancy, ",c-01,2024-02-04 05:53:00
mostlyf3-c204-412b-88d9-9ff30437d588,10,Yoruba,motor,age_months,2025,: significancedescription,joyful,neural_type00,} ,}_type ,Swahili,2025-09-28 18:06:00
mostly04-60ad-44da-bfdb-40ca062a531f,0,Hausa,motor,“,words_,age_at,secure,: ,"neuralIfd, ",experience_,recorded_language,2024-03-15 14:39:00
mostlyb1-c23f-41e5-ad0c-b77577e1bec5,9,Shona,taste,F,E,:_tone,joyful,"primary, ",", ",description,"2025-19T, ",2025-09-28 18:06:00
mostlyd9-cf9b-402f-9707-48a6441afa96,15,Hausa,motor,primary_type:00,:,O,playful,playful,"KIfos s s cfalisha t and, g, then st withation, ",,: ,2024-11-04 14:06:00
mostly14-0020-4af2-8c92-5cb68f0cc8ef,18,Zulu,taste,age ,location,"T,1.6.",surprised,", ",infancy,_language,caregiverd_sounds,2024-02-24 10:22:00
mostly21-7ae8-4585-b2d0-87b809a34f6d,7,Shona,motor,", ",“.,", ",joyful,",",", ",recorded_interaction,2025i,2024-04-07 05:03:00
mostly99-7afe-414f-a11f-613856298356,1,Hausa,auditory,S months,infancy,“e_tone,joyful,C,recorded_monthstype,description,symbolic ,2025-06-02 07:28:00
mostly4a-9267-42f7-8351-c22f5582c54c,15,Hausa,tactile,neural_at,: ,cultural ,curious,wordsk-1104m}p-s ,emotional} ,S_significanceear,"Ifaerons.- ands:0097,,---122 Ti, then.5, then,--1.1839,T708,-s.80.914,0.92,-.3",2025-07-18 23:49:00
mostly50-32b9-4328-9d81-1dc86c26ed12,20,Yoruba,language,E,", ",Einteraction,joyful,"If cob gT fb cs inerkarin,-.",_months ,", ",recorded_sounds,2024-01-20 01:39:00
mostly88-056a-46b5-bf6e-4174aab87ef3,11,Hausa,language,-,F} ,,playful,", ",“K,words_significance,neural_logic,2024-09-08 05:44:00
mostlyc3-a1f9-4252-bfe5-30d80d7f3463,5,Amharic,motor,“_,“{,R,joyful,C ges and” tar mek sen.,T,A,cultural_months,2024-03-01 05:40:00
mostly11-52b3-4837-b6fc-16c028a62e0e,2,Shona,smell,2024.,location,,secure,words_,: ,A_at,", ",2025-04-02 21:30:00
mostlyc3-6b26-4c69-891b-70e7bfee9027,18,Swahili,tactile,primary_,- ,:_,calm,Ifed_sounds,caregiver_months,"Ifa”an-0.5034,1.6,-1.5726",", ",2024-09-03 07:10:00
mostly63-9896-4c87-af9b-cb38fdf02723,16,Shona,motor,", ",experience_significance,description,joyful,primary_at,recorded_months,symbolic_language,description,2024-08-28 06:49:00
mostly49-8a4c-4cdc-a4d7-076cebec8d73,17,Oromo,auditory,", ",emotional_months,caregiver_type,surprised,experience1p-:0000}03ing.23,caregiver_embedding,primary_language,", ",2025-09-28 18:06:00
mostlyf1-13c3-40cf-a38f-51a737a0a0ee,14,Oromo,motor,If_sounds,primary: ,"age, ",playful,2025_-,words__interaction,primarymonths,: ,2025-02-14 03:03:00
mostly94-e4fd-4e49-9fae-a20f81962c77,8,Swahili,social,neuralsymbolic:00,age_,“,joyful,“,: ,description,"If0 f and t f, toa withs.",2024-03-23 23:23:00
mostly5e-e84b-4ed0-9208-992754749f67,12,Amharic,social,location,"Ifhs pingk,1.",location,playful,- ,Infant_interaction,", ",words__months{,2025-07-23 17:29:00
mostlyd1-6be4-48bb-8f3b-5426da203994,22,Swahili,taste,““uniing.,primary ,,comforted,{,2024_interaction,If_tone,tactile,2024-02-04 07:42:00
mostlyc9-7496-4a52-865c-7235a5d80090,5,Igbo,social,Ct,symbolic s,O If,playful,", ",Caregiverc ga: ,culturalrecorded_sounds,primary_tone,2024-01-08 04:46:00
mostly4b-de3e-43d2-9149-9bd723520c24,8,Swahili,auditory,S,"Caregiver0.18,1..,0.2602, ",", ",comforted,location,A”m ,location,age_,2024-08-13 12:57:00
mostly33-6a25-4ea4-ad34-cbfff4a07038,8,Swahili,auditory,experience_significance“,", ",recorded_months,comforted,words_or_or,Ifdfar.,"2024-c15, ",: ,2024-03-17 06:04:00
mostly64-2bc0-428a-853e-85d87d1b9eae,0,Swahili,language,E_interaction,neural_tone,experience_om ands-mmT s- anda”i,playful,experience_months,,": {or:9,0.3,1-0.1,-0.951328,-0.136, ",experience_{,2024-01-14 04:14:00
mostly56-8c6c-44e7-a1c0-1551ede279ca,5,Igbo,motor,", ",recorded_,,curious,K,Les b.,: {,Caregiver -,2025-07-20 13:44:00
mostly90-c2d2-4cfa-875d-7a635d6121b7,7,Shona,auditory,_logic,Caregiver”,S{,secure,Swahili ,location,{at,,2024-06-27 06:44:00
mostly99-3aae-458d-80b2-2659cf7cd759,7,Shona,smell,infancy,symbolic_sounds,C,surprised,description,age_sounds}r: ,symbolic_significance,", ",2025-05-03 11:52:00
mostlyc3-6ce8-4e4b-8dd2-ee5a7a4d3fc7,9,Hausa,taste,"1, ",: ,: ,joyful,cultural_at,agek,:_ ,Hausa,2024-09-18 13:41:00
mostlyec-0288-4435-bf38-d6dd0fc60fc6,9,Yoruba,motor,age_or_,Swahili,symbolic_interaction,joyful,words_type,primary_months,emotional_sounds,S_embedding,2024-03-17 07:13:00
mostlyfb-59f0-431b-85a6-6ab1cc1f36ca,7,Shona,smell,,", ",",",secure,{,} ,", b",location,2024-07-28 20:40:00
mostly79-a69b-4e55-ba56-50eff9124e66,18,Swahili,motor,If,location,S,curious,", {",“ue”.,: ,",1.0338, ",2025-07-19 14:56:00
mostlyae-a6e8-40ed-9e56-c841fe020bae,22,Amharic,social,If “,"Ifinged withl,inged with pl.","-190.5,0.61868,-0.420312,0T24-1.23-T306399,ing,0.18.13.0.,-0.706.78.,0.5194613, ",curious,2024,: ,2025_or,: ,2025-09-28 18:06:00
mostlye9-d6b4-4b7a-a1bc-6baf56f206f5,0,Amharic,motor,location,If {,", ",secure,description,wordsneural_embedding,experience_tone,caregiver,2025-07-19 22:41:00
mostly96-9c5f-4ed5-b08e-5a6317e50480,8,Zulu,taste,words_interaction,emotional,If_,surprised,O ,location.,primary_language,:20,2024-12-19 18:18:00
mostly67-8567-4d05-a1c4-9718caf8a176,6,Oromo,taste,", ",symbolicrecorded_months,,surprised,,: ,“0:00,: ,2024-01-07 22:41:00
mostly95-d10e-4404-b409-8ce751e952f6,18,Igbo,taste,recorded_,“M.,c_tone,curious,cultural_logic,neural_sounds,2025 ,“sd,2025-08-20 15:23:00
mostlyc2-da37-4acb-a5b6-d1d1882e964e,6,Yoruba,language,O,"2024-11,-06941.36,0.5040., ",words_ e,surprised,infancy,C,symbolic_at, ,2024-12-21 23:48:00
mostly53-60f5-4ad2-aa0f-667e295cf8d6,16,Oromo,taste,description,If ,If” ande-”r,secure,: ,Ifl, ,primary_atat,2025-05-19 08:42:00
mostly02-d602-4033-ac5a-d2f25f502842,6,Swahili,motor,caregiver_months,: ,",0- then.17,-0..92,0.18,1.",comforted,}} {,},caregiver_significance,_months,2025-04-01 05:17:00
mostly48-ce38-4153-9f3a-054236f9b5d4,22,Igbo,social, ,"culturalIf1, then.17.18,0.191, {","Leing toedes, then ",surprised,{{,symbolic,Lm ,“esedm.,2025-02-09 06:23:00
mostly1a-9800-46d6-8071-b68e6405ef97,18,Swahili,motor,recorded_type,"motores, ",", ",secure,symbolic_months,description,Igbo,cultural,2025-07-04 03:47:00
mostly40-fe9e-4095-9d2f-fd1ece5965b0,10,Oromo,smell,"“emotionalms inm b t t- mes,  ","If pois”an,",K,playful,", {_interaction",Pe ,experience_significance,},2024-03-28 10:13:00
mostly80-f63c-4954-a8ee-35e8008bccbc,0,Swahili,visual,location: ,: ,age_type,comforted,Infant0.,description,_embedding,: ,2024-06-08 11:34:00
mostlye5-6404-4f8b-9c5a-da74e861023f,5,Swahili,visual,caregiver_language: ,neural ,symbolic_at,curious,"“, ",: {,", ",", {",2025-02-19 02:37:00
mostly13-ef8a-40b5-857a-d91c821b84f0,15,Zulu,motor,location,symbolic_logic,Smial bue sing.,playful,"infancy”ary, ",IfoT”y and pkaiesid,",ing",,2025-03-18 16:13:00
mostlyc0-ea5d-4bf3-84a2-d6f4bfa97910,7,Shona,smell,: {,neural ,: ,secure,Fes{-s.,neural_months,O,2025,2025-06-23 19:17:00
mostlyd3-de5e-43cd-9200-f007ad523dee,16,Yoruba,tactile,caregiver_at,"description tom bp, i bal.",“am,joyful,“,caregiver_logic,If isi.,neural_at,2025-07-12 21:48:00
mostlyf2-f64a-4412-95a6-738be78b5755,18,Oromo,taste,",-0.9,-04-.46196,1.79209, ",} ,C,surprised,"Ifing--ta, ",experience_type,Yoruba,primary_interaction,2024-09-03 22:01:00
mostly1e-1320-4b8d-ab8b-1be474747d24,2,Hausa,language,infancy,“_ {,"Otypee with mesa pingtede p tots,1k.",playful,", ",cultural_significance,emotional_tone,If_or or,2024-07-20 20:19:00
mostly14-8e10-4893-acc3-380e9ad0a9fd,12,Yoruba,auditory,,", ",location,comforted,-1007--717.09 ,primary_language,}_type,joyful,2025-08-18 00:39:00
mostly4a-8b23-4125-885c-5bb8f74373ec,16,Shona,language,location.,: ,Smonths,curious,location,description},C,experience ,2024-05-17 18:13:00
mostlyb6-cfc2-493c-a2a0-956bd2fce359,11,Hausa,visual,E{,: ,age_language”,calm,neural_,age_,: ,", ",2024-11-18 13:47:00
mostly09-9a94-4a5b-b9d3-2c206c53de80,0,Swahili,auditory,: ,C_language,location,curious,cultural_significance,2025,“.,recorded_ ,2025-01-20 14:58:00
mostlyd1-3968-4100-8801-dc0fc2692e7e,7,Yoruba,motor,", ",symbolicinfancy,Fcaregiver ,playful,L ,:,", ",experience,2025-09-28 08:02:00
mostly3b-e8ab-4c5d-a3f6-127eb2f380a5,0,Swahili,auditory,primary_type,,: ,calm,: ,cultural.,cultural_,-,2025-09-17 04:48:00
mostly19-825e-4f28-aed0-b814620c0139,18,Swahili,social,Caregiver,} {,joyful,secure,Swahili0.,location,: ,recorded_tone,2025-04-04 15:28:00
mostly5e-360b-4eba-be48-3f0c3d107ca6,12,Igbo,auditory,caregiver_If,experience“,words_type,joyful,emotional_months,Swahili,R,primaryage_at,2024-10-06 14:19:00
mostly82-9610-4f05-8303-d819405c6669,11,Swahili,tactile,", ",S_or: ,cultural_interaction,comforted,cultural_logic,"}, ",S is,location,2024-07-18 13:45:00
mostly81-f511-4dc2-afd9-d13bbeb8458f,0,Swahili,tactile,_interaction,2025s ,: ,calm,", ",2024-c:: then,caregiver_type,}_,2024-08-05 04:29:00
mostly3e-1da1-41ec-8aec-a5b3154aac8f,22,Zulu,language,: ,A,emotional_at,playful,primary_,},} ,“ ,2024-02-07 04:18:00
mostly0d-1632-44fb-b1ce-91c164331f55,18,Swahili,smell,-14-11.,S ,age_aat,secure,“_tone,neuralrecorded_embedding,experience_embedding,,2025-07-05 14:20:00
mostly1e-c7a2-4cbc-ae8d-019df30864bd,5,Igbo,social,playful,"experience, ","“-.417, ",secure,", ",description,cultural_type ,R,2025-02-12 21:50:00
mostly06-7fb4-4031-b677-0f68cf643643,22,Zulu,language,location,neural_months:,emotional_embedding,surprised,description,Caregiverh” ,symbolic_significance,Ifo ,2024-03-01 11:59:00
mostly05-61ea-46d1-89bd-a63e550281b1,15,Swahili,auditory,} ,location,_significance,joyful,experience,infancy,caregiver_embedding,experience_logic,2024-04-24 06:13:00
mostly32-0294-42c5-8c50-78018ddf00be,24,Yoruba,language,age_language,neural_type,,comforted,: ,"“, ",primary_interaction,", ",2025-02-28 14:11:00
mostlybc-d68c-44f4-bc52-9412c45d0205,6,Zulu,language,S_or,} ,"emotional_ ,",joyful,Hausa,symbolic_months,S,", ",2024-07-12 16:56:00
mostlyd1-9c4b-4301-953a-8874e3432736,20,Igbo,tactile,: ,F,: ,curious,",",T_e,primary_at,age_embedding,2024-08-03 06:45:00
mostlyf4-b566-41e6-9a0d-6dee93346a04,5,Igbo,motor,symbolic_tone,", ",experience_type,playful,C,joyful_logic,curious,"recordedwords-_-0.02,100.01,-0.154,-0.85,0.463,2,-0.8.095,0.137,1.-851,1.0551685553,1.1150",2024-04-08 04:03:00
mostlyb7-5bd3-48b6-88f2-af3f99387a1f,4,Zulu,language,", ",If_ ,Infant_tone,secure,recorded_sounds,caregiver_: ,Ifaleuf.,words_tone,2024-07-07 14:17:00
mostly58-d4da-4a05-9637-b2ab39e44d11,5,Igbo,taste,", ",experience_tone,: ,curious,“u“,: ,E_,", ",2024-09-15 23:20:00
mostly53-3fac-4a93-a8ee-dc333b63ccd0,4,Swahili,auditory,words_embedding,} ,2025or,comforted,: ,joyful,,", ",2024-08-06 07:55:00
mostlya5-5348-4a05-96ea-3a48f90ebadd,10,Zulu,auditory,words_at,neural_months,location,curious,c_significance,C,primary_logic,words_tone,2024-02-14 17:27:00
mostlydf-0362-4a4f-9325-d495c7d5260d,11,Zulu,smell,emotional_orlogic,cultural_embedding,S ,playful,", ",caregiver_interaction,experience,If,2024-07-31 20:06:00
mostly54-b952-4990-906e-dc0361b3bdcd,22,Shona,language,neural_logic,: ,Ifc-er toing.,joyful,caregiver ,infancy,", ",words_at,2024-01-12 05:19:00
mostly2a-cb9f-4de3-8b6d-30cf16cd8d26,1,Yoruba,visual, ,O,:  ,comforted,"Sam, andedt:esl.4, ",", ",C,: ,2024-09-13 13:45:00
mostlyd8-dc4a-4353-9349-9505aeac2b0c,11,Hausa,language,recorded_sounds,Ld safer.,experience_atlogic,playful,If,_languageu,", ",}_or_tone,2024-09-18 15:44:00
mostly65-72b9-42ea-9802-8ca5b02e49bf,1,Yoruba,tactile,primary_type,caregiverIf,locationmonths,calm,:00,“emotional is:k,"experiencesignificance_a,i",recorded_significance,2025-09-28 18:06:00
mostlyfe-5e3d-4bca-aa5a-f9e460a799a6,3,Hausa,language,neural_,"Caregiver, {type","Ifc,dts with.",secure,neural_,Sdoaa p,: ,Caregiver ,2024-12-14 16:18:00
mostly10-6281-4f71-9d00-11d2daac3ea7,2,Igbo,tactile,_months,age_interaction,If ,curious,"Au,.",If,E,", ",2025-09-28 18:06:00
mostly78-f7d6-43e1-8a50-271a71741e04,18,Swahili,taste,", ",-1.,neural_language,calm,} ,S I ss.,"Ifam and”onesy, ",c} A-1.,2024-08-04 05:50:00
mostlyc5-9e8c-4f6b-b462-605f8dea5c88,22,Zulu,smell,:,"2025-0.02307912,-0.06541,-931.36,0.317,-0.38.0.70902929TT,-1.55.0606,00.156,.587,-0.071508,-121_039,-0.48,1.",", ",joyful,2024: ,N to.,emotional_logic,emotional_significance,2024-07-01 11:05:00
mostly60-757b-47ac-a396-39ab1eef0386,5,Igbo,taste,"2025, ","location, ",“_,surprised,experiencelocation,", {",", ",}_interaction,2024-05-06 04:57:00
mostly65-316a-421b-8bdb-b994766e0e21,18,Swahili,motor,If-, ,tactile ,secure,"C, {",curious,words_language,},2025-03-03 08:05:00
mostlya6-b05b-487d-b03a-43423765a72a,13,Igbo,social,2025:d,"“oing-ingl”-0..,0.215,1.2409, ",: ,curious,caregiver_significance,caregiver_type,:00,", ",2024-08-28 17:41:00
mostlyaf-fabe-4047-9e95-7e69782252ed,20,Zulu,visual,age_type,c,", ",curious,"}, ",curiousi,Ifa”: then,location,2024-10-31 03:24:00
mostly04-869c-4d09-a6e5-b05df3a7df98,16,Igbo,taste,emotional_tone,}emotional_months,", ",secure,_logic  ,recorded_,emotional_interaction,primary_or_tone,2025-07-11 08:01:00
mostly06-eb2e-4b2c-9876-6d2b60c8c5e5,9,Yoruba,visual,“_tone,"T-,-1..773814,0.47.6, then.16119, ",caregiver_at,calm,O_tone,joyful,", ",If,2024-01-23 21:42:00
mostlyac-83a9-4e33-b6bb-19abab288ede,14,Igbo,taste,cultural_tone: ,curious,: ,surprised,cultural_embedding,:00,,} ,2024-04-14 14:18:00
mostly7e-a098-48f6-86ec-c19bc88c072b,5,Igbo,motor,experience_sounds,age ,", ",joyful,words_ ,}{ months,age_tone,}l-.22,2024-11-17 00:59:00
mostlyf3-388c-40dd-a852-3b7ef5a805f1,6,Igbo,motor,caregiver_logic{,wordsexperience: ,words,playful,age_type,L}- ,descriptionov ,symbolicinteraction,2025-09-28 18:06:00
mostlyb3-0f58-4f75-ad1a-6e6b97b624c3,8,Swahili,motor,playful,symbolic,", ",joyful,primary_sounds,primary_: ,"Igbo0.235, ",: ,2025-04-14 21:32:00
mostlye4-6415-493a-92e8-62889b3b3876,9,Shona,taste,motor_interaction,age_embedding,If_T,calm,emotional_at-3 and:00,neuralneural_at,", ",,2025-09-09 00:23:00
mostlyb2-ec3e-419f-a02d-0d8a8a233f1f,7,Shona,social,"Caregivermu withing and, theno”e andar,, ar.",", ",primary_sounds,secure,recorded,", ",location,}} {,2025-09-28 18:06:00
mostlyee-b494-49ee-86d6-fb6a5dc922a3,0,Hausa,auditory,experience_interaction,ageage: ,"cultural, ",calm,If,primary_months,", 0.",", ",2025-09-28 18:06:00
mostly1f-fe0d-456d-a0cd-57045143de7f,10,Hausa,smell,emotional_significance,Caregiver isor,experience_language,secure,2025,infancy,experience_type,symbolic_sounds,2025-05-08 23:59:00
mostly2d-fbcc-4f03-9f1d-8dfa7e018aab,15,Hausa,visual,", ","2024--1.2T14,--1, then I04.0,0.9,0T6,0.03500806,-0.9, then.1912,-0.602515,-0585,-:0.15388,-1-005.05-1.,-0.1,-0.5,06557,0.9118.15",2024 ,joyful,cultural_tone, ,recorded_months,,2024-11-13 13:29:00
mostlyf4-77f6-44e9-b53e-596b684f9a2b,12,Amharic,language,Pinteraction,motor{,":--3042358,1182178, ",calm,neural_,neural_embeddingsounds,"Infant,-",,2024-11-07 16:37:00
mostlyb5-8817-4571-a2dd-4dd047a5e021,6,Oromo,tactile,descriptioneser.,infancy,"words_embedding, {",secure,"20250.015,T1TT1.",: ,description,", ",2024-07-12 15:48:00
mostly30-4c8e-4a26-a774-2f0c1adf491e,1,Swahili,tactile,", ",motor,description,secure,auditory,If,A: ,", ",2024-09-21 05:14:00
mostly0a-fd8c-46aa-b47f-05197de27271,15,Yoruba,tactile,recorded_embedding,If: {,C,secure,: ,joyful,cultural_,symbolic_at,2024-03-18 07:04:00
mostly61-2d22-427c-83e8-85523b5817f1,8,Swahili,motor,description,words_or_interaction,2024.,joyful,locationat,E_interaction,_embedding,", ",2025-07-28 00:49:00
mostlybb-3610-4699-97c3-c1653b4fec5e,0,Swahili,auditory,Nta p: {,“,Infant,comforted,location} ,emotional_interaction,“s withest.,: ,2025-08-31 07:33:00
mostlye2-9403-4c3a-8a7d-b829391adf9e,9,Yoruba,motor,Cor_-d.,“o fuutaringesie.,,secure,},wordssymbolic_language,“_ing ,description,2025-04-11 14:49:00
mostlya7-3e1e-4e21-b3b7-578c4454fd94,7,Oromo,social,"age-19,1.5,-0.12,-0.1.59.4:04,2.,-T,-0.24,-0910-0.19224,”,-0.3,0,0.05 ",Caregiver.,"ck.4, ",curious,location,", “",cultural_significance-.,cultural_,2025-01-13 03:38:00
mostlyb8-c72b-4ba5-ae33-42eb7b2ab27c,7,Shona,social,descriptions f si fesu.,"descriptionapers, ",", ",joyful, ,,",_embedding",If ,2025-07-17 15:57:00
mostly9c-757e-419b-9536-c07238b84465,10,Swahili,social,location_“oromb- .,tactile,S,playful,"If p ason.er,-116,-04-05,-0.5--0817,20:00, {",", ",2024 “language,2025age ,2025-08-07 12:59:00
mostlyec-f931-4515-97a2-5a3ddfd1213e,1,Yoruba,tactile,cultural_,Family,2025_language,calm,description-:00,infancy,infancy,"Oexperience, ",2025-09-28 18:06:00
mostly82-e097-47a3-985e-844a1099dede,20,Zulu,motor,Ca dber-Te.,description,recorded_{,joyful,: ,experience_tone,neural_at,2025} ,2025-08-17 06:35:00
mostlyc6-7298-4537-8be9-69c42e68a680,5,Igbo,tactile,"“descriptiontesed, ",E_or0_months,neural_embeddingtype,curious,",-0.06008.8",location_sounds,: {,} ,2025-03-18 23:48:00
mostlya6-1029-44fb-a533-22d4d7479a42,16,Zulu,auditory,", ",description f,age},curious,},: ,infancy,Ninteraction,2025-09-28 18:06:00
mostlyc9-dea3-4886-964a-068269b60d3f,10,Zulu,social,:“00,A_interaction,description,secure,", ",", ",2024-: ,},2024-02-28 18:56:00
mostly7d-37e7-4169-af55-e47e9851dd0b,20,Zulu,smell,caregiver_words_embedding,symbolic_sounds,primary_language,secure,", {","age_-0.53,02.13,103",", {",",0.",2025-03-21 07:13:00
mostlyd3-d7ef-418a-99ab-03d9585fd840,7,Shona,social,} ,": “, (0te panoting",: ,joyful,_{,descriptioninteractionesees.,,caregiver_logic: ,2025-03-03 22:13:00
mostlycc-9747-4ad2-a613-14a4307d2953,16,Zulu,language,description,Hausa,emotional_embedding,curious,"2024c,-070.0901,} {",age_language,,"“m andeh, ",2024-04-08 22:59:00
mostlya2-e7ef-4fe0-9dfe-f9d2b1b85287,0,Swahili,auditory,words,cultural_significance,experience_type,surprised,"Ifom:0.2957,-0.68,7,--1.--10.2.74,-0...51502,-0.5031,-, 4.0.",", ",L,: ,2025-04-19 17:16:00
mostly16-5ae2-4726-9349-ca0423a3a4e9,4,Zulu,language,"Nk, ",location,,surprised,"2024es s,ts m”al” “a,, ",_type,If_,ageIf ist”tinganakps. and.,2024-10-05 22:31:00
mostlyb9-f23a-47b2-8299-0d0f0cddfb97,18,Swahili,taste,",- ","-,-0.7T6T59,0.,01723,1,-040.9,0.4,-0..24,057.7,1.8,0.176025,0.020.57,-1 ","2024,-1.0818,0.38,-03,980.8,1.12,1-.717,1.486426,0.13119,0.758,-0.08,-0.713037,-12T20.706,--0.56, ",surprised,Swahilik {,2025,: ,neural_tonelanguage,2024-08-18 23:18:00
mostly7a-0ee5-4555-950b-00f9f9e8e6d5,10,Zulu,language,age_tone,age_language,",_",joyful,} ,Rasoer.,caregiver_: ,caregiver_language,2024-10-21 10:17:00
mostlyb3-257b-4640-925c-13a00f6d085c,9,Oromo,taste,cultural_significance,,", ",joyful,: {,cultural_interaction,cultural,C_type,2024-09-10 12:39:00
mostlye5-e88b-4996-aaf4-7337cd620683,2,Shona,taste,infancy,: 00,S,curious,recorded_interaction,", ",T_tone,Yoruba,2025-09-28 18:06:00
mostly1c-5ec8-48cf-bee3-ec4fff9895e8,10,Zulu,visual,emotional_at,: ,: ,calm,S,"Ce toing andts.,3, then",infancyor: {,F,2025-02-04 17:24:00
mostlyba-6486-4cdf-9146-a73b70a8c1aa,11,Hausa,tactile,caregiver_tone,caregiver_months,infancy,secure,infancy{,secure_,cultural_a ,symbolicrecorded_eed,2025-07-06 03:06:00
mostlyf3-52aa-4ace-af90-1e7dec9f1e1b,6,Oromo,social,: ,Caregivers,", ",secure,words_sounds_type,location,_interaction,"“es, ",2024-12-17 13:42:00
mostlybf-c0a1-4577-ac40-8cc04abf51cd,14,Amharic,language,description ,", ",“,playful,: ,L ,agesignificance” f: {,recorded_months,2025-09-28 18:06:00
mostly4e-fa19-49a4-ac5b-26d0e34cc5b2,6,Zulu,smell,neuraldescriptioninteraction,", ",", ",curious,Ctm s ps s and ander andhtsao.,experience ,primary,_language,2024-01-18 08:49:00
mostly3a-9637-4d21-9667-0859eda5d59a,15,Oromo,visual,"emotional-1.988,0.714,1.80.33-15,0.18,-0.",location,primary_months,curious,recorded_embedding,symbolic_type,C,recorded_,2025-08-18 13:11:00
mostly38-acc5-4bc6-9ccb-02ec716a81c9,10,Igbo,motor,experience_sounds,infancy,: ,curious,age_ ,infancym0.,primary_sounds,Infant: ,2024-10-14 08:03:00
mostly94-b5e4-4ce9-adc8-c0161cca3fe7,11,Yoruba,taste,description,2024- then06-24T ,Ifingingl”v s.significancetsera andses to- and s a.,playful,description,: ,experience_logic,age_at,2024-06-24 23:03:00
mostly17-73c1-46fe-ac4e-10a1f96e4ef3,14,Igbo,social,: ,symbolic_months,,joyful,: ,“,“,Srs:00,2024-04-01 17:16:00
mostlybb-e6c6-419f-aace-65f6c6c2948b,1,Yoruba,social,recorded_significance,cultural_embeddinge,“,secure,“_type,If,age_type,"2025, ",2024-06-14 07:16:00
mostlyf6-88fa-400d-9b0f-19814adb233d,8,Swahili,auditory,“ anda-ing.,Ifuden” g.,F,calm,}00 ,C bar aon.,primary_type,Infant_atalort.,2025-09-28 18:06:00
mostly59-ed30-4ef5-b735-b1bab48251fb,6,Oromo,motor,primary_significance,:embedding,: ,playful,", ",O”,,“rf”rr {,2025-09-28 18:06:00
mostly27-4349-41cb-ba0b-45fc87222fe6,5,Oromo,motor,A_type,“mted andonaleal.,"Caregiver_significancesoundse andeed, theni. and cwea thenv.",playful, ,locationmonths,words_type,infancy,2025-08-10 08:10:00
mostlycf-c3ac-4df0-805c-a262002e5835,16,Oromo,motor,"secure-233,-0.,-00.6392,-05.5103",neural_language,primary_logic,playful,: ,", ","2025-,-1.",recorded_logic,2024-02-18 04:51:00
mostlye8-0589-4b42-bef0-75e0cd31dc85,18,Swahili,auditory,Swahili,C,: ,curious,"-0.06:,-1.144-0.80.215,0.8.29,-T.5,-0.557.",T ,"Ea”esar- then bes p, then.4, p.3,--0.26116,-0.7",Hausa,2024-12-14 23:20:00
mostly91-6ad4-48dd-9656-eb5148f66133,7,Shona,taste,: ,"Seesop,-04c,or, {",C,comforted,", {",2024 ,-_,wordsprimary_embedding,2024-08-19 13:06:00
mostly94-f400-41e3-a9ad-45ac38c52942,16,Zulu,language,primary_months,", {",wordsdescription,playful,If} sounds f,experience,", ",C,2024-12-10 22:29:00
mostlyf3-f9da-4808-b547-a88bbdc0036d,1,Yoruba,social,"words_significancemonths,",: ,age_months,joyful,_,infancy,: ,experience,2024-03-21 15:10:00
mostly0d-eb73-4bb5-af8c-605af73d836b,8,Swahili,auditory,motor,neural_sounds,location“,comforted,E ,primary_or “a,} ,", ",2024-09-09 00:04:00
mostly29-d5d9-4cb8-b908-189efb6fadae,4,Hausa,tactile,words_tone,: ,words_type ,calm,:00,If0.,neural_at,recorded_tone,2025-04-15 21:17:00
mostly1c-bd7e-473f-849d-548b358dc394,18,Amharic,motor,emotional ,"neural, ",primary_or_sounds,secure,"recordeds, (e",caregiver_type,",ing{.",primary_sounds,2024-04-15 21:30:00
mostly5f-7408-4cff-b05d-26d7a35dcbd8,11,Hausa,motor,", {",infancy.,} {,joyful,symbolic_type ,“_languagelanguage,20241,: ,2024-09-04 08:48:00
mostlya9-a712-4bc3-a45c-c9a09ff777a2,1,Yoruba,motor,"Caregiverau” andesedolb, sting",words_tonelanguage,experience_at ,secure,neural} ,S_,playful}sounds,joyful,2025-04-24 08:38:00
mostlyd9-20ff-4a4a-a4a0-c944c996385c,20,Yoruba,language,}- ,} ,caregiver-0es069 es,surprised,",-00.07,-0:02,0.2308,-0.,02706,0.17,0.725",“es_ b”_type,: ,experience,2025-04-17 18:41:00
mostlye4-208c-47ab-9a67-44e920759f4b,5,Shona,smell,recorded_language,age_type,emotional-T.,curious,emotional_embedding,caregiver_sounds,primary_,If_at_at,2025-08-05 23:04:00
mostlyb0-f6e8-4f5e-bde9-4ca177fe40d0,11,Hausa,taste,Caregiver ,experience {,neural}}} months,joyful,"joyful,0.18407,1.424,0.47608,_: ",descriptionlogic,", ",2024.,2025-01-12 11:49:00
mostlyb2-80d8-4cb9-87d8-4afb29833437,4,Hausa,auditory,"}at, ",words__,R ,playful,Ifingaeasinged andb aoneed”,Ifcc bingst forin.,"2024--191,-_0.",caregiver_at,2025-01-26 22:08:00
mostly48-aec3-4446-b349-6933b22a3314,6,Swahili,auditory,symbolic_sounds,}}_type,words_logic,calm,neural_at,auditory ,“ ,words_significanceat ,2024-05-21 03:12:00
