id,age_years,primary_language,domain,description,problem_solved,approach_taken,collaboration,impact,expertise_demonstrated,location,symbolic_logic,wisdom_shared,neural_embedding,recorded_at
mostlya9-1575-48b4-a43f-f3e804dcaf0f,24,Shona,governance,domain,recorded_shared,collaboration,: ,A,vision,expertise ,", ",", ",location,2024-10-03 22:43:00
mostly49-e7da-473e-aad2-e68e3c4aaf14,22,Hausa,healthcare,", ",impact,If,",",impact,technical_skill,primaryyears,problem_embedding,"A0.4,00",expertise_,2025-04-19 13:43:00
mostlyf6-abe3-4168-8c26-ba1b0ebbb3dc,52,Shona,governance,impact,age_taken,neural_thinking,domain,} with,innovation,age {,: ,wisdom,", ",2025-05-17 14:10:00
mostly4a-6a29-4642-8544-91523c7b1ce7,54,Amharic,education,},impact,Reta,wisdom ,",.",leadership, ,age_language,S_solved,expertise_embeddingdemonstrateddemonstrated,2025-09-05 02:32:00
mostly35-838a-48a1-8f28-a9a1fa481ca8,39,Igbo,agriculture,A,A00 foraeaees.,: ,impact,recordedur-1.130.,technical_skill,symbolic_demonstrated,": 5,-0.",approach_,":_, ",2025-02-03 10:43:00
mostly73-d081-452a-bbe8-9c2141a15dde,59,Shona,agriculture,C_,"2024_-at08T and the,} 2.",collaboration--9 ,", ",collaborationedting st ,empathy,Swahili_taken,_solved,expertise_at0.,", ",2025-03-11 19:15:00
mostlyd5-1241-4719-8c37-73563df91c4a,51,Shona,innovation,", ",}_embedding,", {",symbolic_languagelanguage,,innovation,", ",", _embedding",collaboration,S:00,2024-10-20 21:50:00
mostly1c-e147-41fe-87ed-02a4f05ef918,62,Shona,education,", ",", ",approach_years,"}0.67}03,18.",F,resilience,expertise_embedding,domain,symbolic_taken,",-0.7 ",2024-02-19 14:34:00
mostly8c-65ab-4367-93bc-a003ace2cc13,48,Amharic,healthcare,", ",leadership_skill{,M-02,-0.,: ,technical_skill,approach ,adulthood,neural_language,: ,2025-01-06 23:10:00
mostly1f-c161-4e81-97b0-2959f29b4d20,31,Oromo,leadership,"recorded1,}00",recorded_embedding,collaboration,recorded ,"Pe m f, ",resilience,location,,: ,symbolic_solved,2024-11-11 17:24:00
mostlyea-b681-4ac2-bc23-573ed3f3da6f,26,Amharic,technology,: ,technology,expertise_language,,expertise_language,resilience,Amharic,2024: ,",0.","_, ",2025-05-26 00:11:00
mostly47-8d9e-4756-8b94-27799c05e3ce,45,Igbo,governance,", ",: ,neural,"symbolic_cor in mpedaers;, s0.",,leadership,", ",:00 ,L,If,2025-05-03 11:51:00
mostly39-99b3-4c99-b92c-27acda89362e,54,Shona,entrepreneurship,recorded_embedding,} with9,", ",primary_taken,P_,strategic_thinking,",-0.703,0.688,-0.1,",problem_demonstrated with:-0_logic.,primary_,: ,2025-07-24 11:39:00
mostly30-3ebe-4315-b763-3cdc1e90b66d,23,Swahili,entrepreneurship,domain,M,wisdom ,: ,R,empathy,H_at,"2024}nat fr, ",_demonstrated,: {a,2025-09-13 10:26:00
mostly43-da52-4c62-b748-b41a89857c4e,44,Yoruba,leadership,: ,}_language,"symbolic_years,",If,", ",leadership,",",Worked,: ,: {,2024-08-04 09:43:00
mostlyb5-69e9-4283-95d5-9461444968e9,45,Oromo,governance,symbolicyears,recorded_taken,A_language,Partnered_demonstratedereors.,age_demonstrated,empathy,Aat,", ","expertise,_,1..",}symbolic_at,2024-04-17 12:36:00
mostly5d-4ce0-4ebf-8a17-109c7f5d8267,41,Shona,entrepreneurship,,: ,{,collaboration,_language,innovation,":06, ",: ,Amharic,2025_demonstrated,2025-07-11 02:32:00
mostly5d-0e0c-4261-8243-634729579ed4,38,Zulu,education,expertise _,problem_shared,expertise_at,: ,adulthood,empathy,"-,problem00",":, ",expertise_language,", ",2024-03-03 15:06:00
mostlyf6-dbdf-467d-8820-d1d211d7aadd,31,Swahili,technology,adulthood_demonstratedyears,expertiseCitwyed,: ,domaintaken,: ,leadership,: ,collaborationsolved,: ,Po.,2025-04-25 02:35:00
mostly3a-2a0e-46cc-b153-a5826ea133d8,59,Swahili,agriculture,wisdom_logic,", ",S_yearssharedl,: ,"approacher0.5at9, ",empathy,age_embeddingg,"leadership-, ",", ",symbolic,2025-09-03 00:36:00
mostlye0-b1e4-4a41-83e1-b798b3f29227,54,Amharic,education,2025-1.,2025i,"2025Tdomain,1.",: ,adulthood,leadership,: ,Bsolved,:_language,,2024-07-08 00:36:00
mostlyb0-cc26-4b2f-b207-dc7b985c5574,24,Shona,entrepreneurship,C_solved,}_years,recorded_logic,: ,_neural,resilience,Worked,: {demonstrated,,symbolic.,2025-09-27 12:51:00
mostly88-51a1-49ed-96d0-6f59c4ddc2e1,44,Zulu,agriculture,S,leadership {,", ",", ",", ",leadership,neural_embedding,} ,approach_embedding,Aeeist bedanb;,2024-05-08 13:33:00
mostlyfc-5824-4992-90ab-566c1d722593,50,Swahili,healthcare,domain,location,impact,primary_taken,} ,strategic_thinking,expertise_demonstrated,U,: ,collaborationat,2025-05-07 11:57:00
mostlyb7-d423-479d-a374-55d163292a7f,36,Igbo,technology,R,",.6:e {,0.00",", ",primary,recorded_solved,empathy,: ,S,neural_demonstrated,:},2024-05-23 07:52:00
mostlyaf-a18e-4c77-a19e-6bd5defb1efc,31,Swahili,technology,: ,collaboration,", ",primary_w,_at,leadership,",",", ",adulthood,In.,2025-09-27 12:51:00
mostly25-5aad-44ed-9df8-6cdb057e527d,42,Zulu,agriculture,If_logic,R,}_at,", ",-d.730923,technical_skill,If_shared,_demonstrated,", ","A-08,-0.",2024-03-26 03:32:00
mostly08-8b99-4b7d-96a0-902fe59b2926,38,Zulu,healthcare,symbolicat m_shared,,", ",}_sharedlogic,O,leadership,,age} ,C{,C,2024-04-04 17:07:00
mostly1a-90b8-4e3a-ae0d-a99ff33013d9,60,Zulu,education,}_language_demonstrated,: ,age_solved,R_-reyears,adulthood,empathy,A ,collaboration,neural{,adulthood,2025-06-11 11:58:00
mostly60-1a9d-48d9-9a6a-83d359f8548b,52,Hausa,governance,problem_language,", ",wisdom_logic,expertise_shared,recorded_embedding,strategic_thinking,:00at,: {,leadership,wisdom,2024-12-25 11:14:00
mostly6c-e2fd-423e-a30b-eeb11b4a13f6,26,Zulu,healthcare,: ,}.,", ",: ,}_years: ,vision,wisdom,adulthood,2024solved ,"-0T, ",2025-01-23 18:30:00
mostly65-587b-40bd-9d1a-353369b24624,34,Amharic,entrepreneurship,}_taken,R,symbolic,: ,", ",leadership,", {",} ,", ",symbolic_solved,2024-12-08 00:55:00
mostlyaa-1982-4cae-985e-fe817427fd9d,36,Amharic,governance,adulthood ,Worked in meederitit ands.,R0}20es00.,: ,neural_logic,leadership,",_shared",_solved,M,collaboration ,2024-03-09 22:53:00
mostlyc7-ecd9-4671-851c-f66d2ad1d5f4,45,Yoruba,governance,recorded_demonstrated,symbolic,2024,C_or, ,resilience,",_",} ,expertise_years,description,2025-07-24 04:02:00
mostly7c-192e-4c19-8b3e-3b44b251b4a1,52,Swahili,agriculture,wisdom,description,collaboration,} and a,impact,leadership,: ,neural_demonstrated{,", ",A,2024-01-11 07:37:00
mostly85-658c-4b3e-b147-14d5dfb6c1a0,43,Yoruba,education,: ,Ifiserg ban with d,approach_atsolved,O_takenembedding,collaboration}-,vision,Partnereding.,", ",", ",: ,2024-02-02 01:50:00
mostly13-a202-47a2-86a6-fa23344218e8,36,Oromo,technology,Swahili ,", ",}},: ,}.,strategic_thinking,problem_at_shared,description,"U,00",impact,2025-09-27 12:51:00
mostly89-f40c-4776-bfc9-09d6afcfd57d,28,Yoruba,healthcare,age_taken,location,Carat,-on,S_at,strategic_thinking,: ,: ,,technology,2024-10-19 13:35:00
mostly32-a529-4bd6-b456-516024a95b5c,32,Igbo,education,", ",: ,age ,neural_demonstrated,adulthood_taken,innovation,description_logic,approach:00,wisdom_embedding,impact,2025-02-19 14:16:00
mostly04-7415-4d65-997a-2bc13400aa71,52,Hausa,healthcare,age_taken,symbolic ,description ,neural_thinking,approach_taken,strategic_thinking,collaboration,C_attaken,problem,-1 p_language,2025-03-15 07:44:00
mostly8b-ee70-4efb-92ed-eed41ddb852a,33,Shona,agriculture,description,impact,_logictaken,: ,: {{,empathy,_solved,: ,0.,neural_years,2025-07-07 10:11:00
mostlyb9-88fe-48b1-93a5-c576483fd711,54,Swahili,healthcare,Hwingatorbor b p,problem540ed.,,neural_shared,: ,leadership,":-, ",adulthood,", ","problem,2-16-090.-0.",2025-02-08 00:23:00
mostly16-fe5f-4d53-8ee5-dc8fbf324f16,36,Yoruba,entrepreneurship,_,domainage_solved,approach_solved,primary_taken,: ,technical_skill,approach_taken,"2025euuat in, f.",: ,recorded ,2024-05-07 13:47:00
mostlyd7-b376-475a-a282-b8d630143b66,41,Yoruba,technology,If,: ,: ,L,S,technical_skill,", ",: ,}1.,primary_,2024-01-15 10:39:00
mostly22-53a7-4acc-a40e-c1c8e5591999,36,Zulu,education,wisdom_logic,L,"}expertise, ",approach_taken,}_logic,technical_skill,} ,: ,", ",: ,2025-03-21 20:23:00
mostlyaf-4a9a-4c34-91a3-83f2988f993b,55,Oromo,governance,"}, ",,primary_shared,",-0.{",: ,empathy,recorded_shared_,_taken,wisdom--007-0.: ,S with.,2024-12-25 00:35:00
mostlybc-a82c-40a1-a9da-a822b5ac02cc,36,Oromo,leadership,location,", ",collaboration,location,wisdomsymbolic_shared,strategic_thinking,wisdom_years,,Sso ,expertise_shared,2024-01-04 11:03:00
mostlyd9-ddf0-4c13-9d4e-994c1c1d9d5b,28,Zulu,education,: ,O,: ,recorded_demonstrated,2025: ,leadership,", ",",",: ,:00,2025-05-06 00:53:00
mostlyf1-b3ff-4075-977d-0f4900289f65,31,Zulu,agriculture,", ",",-0.",approach_embedding,H,", ",innovation,", ",location,location,_,2024-11-18 23:13:00
mostly29-0911-4509-b69a-7f69033434db,24,Yoruba,agriculture,{,neural_sharedembedding,: ,Partneredarrt m,,empathy,primary_language,adulthood,: ,"wisdom_,",2025-07-12 10:55:00
mostly73-3952-48d9-ae9c-e2c33e268191,23,Shona,education,"Partnered_, ",impact,P,technology_taken,neural ,technical_skill,impact,wisdomlocation,2025_at,approach_years,2025-06-23 04:58:00
mostlycf-e8b2-4cc4-a9b4-d9e6d245afa8,24,Yoruba,entrepreneurship,adulthood,description_language,neural0_shared, ,A ,strategic_thinking,Worked_skill,domain,: ,approach_}},2024-06-19 01:51:00
mostly43-e81b-4fe8-aae2-56e148f01544,35,Oromo,entrepreneurship,", ",recorded_years: ,A,: ,age_embedding,strategic_thinking,}0 andss.,} {,R ,problem_at,2025-07-18 16:50:00
mostlyee-b97f-45f3-9af2-71f9c5123096,50,Yoruba,agriculture,innovation_solved,S s,"Pi, ",: ,P,empathy,symbolic,_language,domain,_years,2025-02-28 16:42:00
mostlyc2-0e43-4408-aa96-4b49780ca85c,42,Oromo,innovation,", ",location,",",impact,",_embedding",innovation,R,approach_,location,location,2024-06-29 13:11:00
mostly09-23ad-46ea-a8e9-c9675a966989,61,Shona,education,impact{,wisdom ,_demonstrated,neural.{.,M,vision,expertise__embeddingat,collaboration,domain,description,2024-02-09 01:08:00
mostlyad-5351-4770-89c2-e613b4f75e24,62,Zulu,education,domain,description,Worked,},location,leadership,O ,: {,,O,2025-01-19 20:34:00
mostly55-7a5a-4373-97cf-830adc8b4530,54,Zulu,leadership,", {",collaboration,strategic,neural_logic,leadership-108.0 {,empathy,approach_demonstrated,Amharic_embedding,",-80.",},2025-08-04 02:54:00
mostly1e-73cd-4f71-b632-c30e5664066b,52,Swahili,agriculture, ,recorded_embedding,impact,: {,D,innovation,_at,"Ses mo foral b canr-09.153,-1.7,.4,1.1-0.,-0.71535,1.90,0.1,0.411","-0.7,0.,-13-719177,0., ",L_logic,2025-03-24 03:55:00
mostlyc3-d701-4341-890a-93accd88f7f5,28,Hausa,leadership,impact,: ,location,primary_solvedit,_years,innovation,Amharic,location,:: ,technical ,2025-01-03 22:16:00
mostly8c-b7ed-461b-8323-045319644d80,47,Igbo,agriculture,collaboration,: ,adulthood,", ",: ,leadership,:00,: {,recorded,2025,2025-01-03 12:33:00
mostlyab-61fd-4655-a15c-20cb1732df1e,60,Yoruba,technology,age_years_years,neural_embedding,O,expertise_at,technical,strategic_thinking,expertise,recorded_logic,adulthood,In,2025-05-13 10:28:00
mostly46-2a86-4109-a7cb-e4060d649f44,39,Oromo,governance,_,"wisdom,-.",",-} ",: ,", ",leadership,: ,If__,", ",neural_at,2025-03-16 20:39:00
mostly6c-ee70-4e7e-bd5f-a21d9e991e58,28,Yoruba,healthcare,C,} {,- ,", ",Mn ,empathy,"P0, and sed,.",", ",:00,domain,2024-04-26 05:35:00
mostly73-c56d-4359-875a-c3e438293947,32,Hausa,technology,wisdom ,:,San,: ,Average,technical_skill,D--1.,Se-- ,", ",impact ,2024-03-06 23:51:00
mostlye4-bb21-4c18-8456-d5ae6e886249,47,Oromo,entrepreneurship,A{,", ",age,: ,: ,vision,primaryexpertiselogic,adulthood,2024 ,", ",2024-06-03 05:44:00
mostly38-8a41-45cd-9575-1cb86cc31c73,33,Swahili,agriculture,recorded,impact,symbolic_shared,leadership,impact,strategic_thinking,"approach, and ",description ,approach_years,recordedat_embedding,2024-02-05 07:21:00
mostlyf3-4c65-4c5b-b6af-fd0b3f194ccf,54,Yoruba,agriculture,location,: ,If,problem_logic,: ,vision,location,leadership: ,", ",",-_taken",2025-03-03 10:24:00
mostlya1-8567-4f14-8f63-e6f78e17ca68,36,Amharic,education,: ,recorded_language,: ,: {,impact,technical_skill,adulthood,neuralred-based ry_ in,collaboration,expertise_skill,2024-12-18 10:16:00
mostly66-dbc0-48cf-b4f9-22dd2ee29e51,45,Zulu,agriculture,F.,wisdom ,expertise ,impact,D_taken,leadership,", ",primary_demonstratede,},D,2025-03-29 20:00:00
mostlyb8-9610-4112-b63f-f48d1dda12e8,51,Hausa,agriculture,"If1,0.",Se ,technical_embedding,2024_demonstrated,:00,technical_skill,L,strategic,,expertise_demonstrated,2024-02-06 10:13:00
mostlyc7-9101-4a4c-a123-616babaea2bf,29,Swahili,governance,"impacteieered, ",wisdom_taken,Cgwe_itinital andrey,S ,F--T-0.,vision,",_solved",",-03_years",approach_language,A_language ,2025-08-06 13:04:00
mostly5e-a69d-4d7f-9221-eb343b76b504,39,Yoruba,governance,neural_demonstrated,recorded_demonstrated,location,C_at,P,vision,: ,"-0.33,-3.",: ,age_logic,2025-03-19 11:58:00
mostly07-5810-4f08-8340-5f2ef3ca34ff,62,Zulu,education,leadership,description,impact,"-0.,.4,-0.7,0.",", ",empathy,", ",,: ,,2024-01-22 16:19:00
mostlyd7-0f5b-4c6e-9145-8dfa2d2dfa62,52,Hausa,technology,adulthood,location,"innovation,p-0 forc-0.",symbolic_P,primary_taken,strategic_thinking,"O m7o, ",domain,", ",expertise_shared,2025-07-16 08:25:00
mostlye6-5909-49a6-8209-a43dc92e9008,48,Igbo,entrepreneurship,: 2.,location,Partnered with%eses.,", ",", ",vision,", ",", ",recorded_embedding,: ,2024-04-18 13:46:00
mostlya0-a2fb-426c-9645-fad2a6f6f56f,42,Yoruba,education,"A-9.6,-0T1 ",: ,"expertise, ",}__,", ",leadership,", -",}domain ,If for,", ",2025-09-24 12:39:00
mostlyfe-a786-4d96-8a4e-a13bf39c932c,32,Amharic,governance,location,location,:00,adulthood_shared,:}: ,resilience,primary_logic: {,location,strategic__at,,2025-05-09 15:47:00
mostly9d-7592-4cb3-bcb2-6f391da442d7,37,Igbo,technology,recorded,: ,:_solved ,_taken,: ,vision,primary_,B,C ,collaboration,2024-05-08 10:38:00
mostlya1-36d9-4df9-a0ac-e9243c2d0e02,33,Amharic,entrepreneurship,age_years,P,: 5,symbolic_logic,}_shared,vision,strategic_solved,: ,"H, 5",description,2025-07-25 13:50:00
mostlyd6-7195-473f-9d25-8e717cc6a099,39,Igbo,agriculture,recorded_logic00,expertise_logic,,Ponr0 per fors.,adulthood,technical_skill,domain,Worked,wisdom,Averagetita,2024-03-28 23:35:00
mostly34-43dc-4205-825a-01798fa6b7a4,31,Amharic,innovation,age_shared,: ,"domain:5, ",2024-1.7111.,approach_language,innovation,R_demonstrated,", ",: ,}_embedding,2024-03-11 03:22:00
mostly7d-d870-49d6-95d3-cae3232fb0c9,36,Swahili,leadership,: ,:00,approach_at,wisdom,"primary, ",leadership,impact,"-1-:1.482, ",description.,: ,2024-03-13 10:58:00
mostly32-409d-4ff9-8a82-b9d03071001f,40,Amharic,education,", ",", ",problem_demonstrated,: ,impact,vision,neural_takenembedding,: ,domain,", ",2025-06-06 21:50:00
mostlyb5-81d2-49a2-9e03-cd72d9ad6715,24,Hausa,technology,2025-11T:00,",problem_taken9",domain,: ,R,strategic_thinking,M_embedding,primary_embedding,,_taken,2024-03-14 08:35:00
mostlyd1-fa23-4cf8-bcd8-d276053c4d4f,54,Yoruba,agriculture,F_skill,M,Worked ,approach_embedding,P-: {,leadership,"description, Nigeria ",: ,S,: ,2025-06-23 18:35:00
mostlyb5-1f1a-44ca-ab66-8600b3a0cd50,47,Yoruba,healthcare,": {,0.",: ,: p ,wisdom__solved9: ,primaryar_skill,empathy,recorded_demonstrated,A_language,", ",collaboration,2025-02-12 11:42:00
mostly17-f804-451f-af4d-9e2cced935bc,29,Zulu,agriculture,"2024-3at:-0..06,-0.79_7104,-.",A ,: ,: ,: {,technical_skill,description-2 ,symbolic_embedding,recorded_taken,Partnered ,2024-03-06 23:54:00
mostly60-aec4-4962-8723-43fe3832af50,33,Yoruba,education,:  ,impact_,problem_shared,", ","Ds, ",technical_skill,technology00,H ,age_logic_taken,neural_embedding,2025-08-20 17:27:00
mostlyd3-5f6b-4551-b890-81de3c00633e,48,Swahili,agriculture,location,Worked_taken,problem_demonstrated,age_taken,description,leadership,approach_language,problem_yearsyears.,location ,domaines m,2024-07-23 16:50:00
mostly19-2972-4732-b152-8f70a077fa7f,49,Oromo,agriculture,2024 ,St,",-01, ","-0,-0301. ",R_at,strategic_thinking,M: ,location,wisdom}}eror mc c for m,M_at,2024-05-15 14:16:00
mostlyc0-d016-483b-871e-1252f2bc0bf9,43,Swahili,education,", ",impact,,wisdom_.,expertise_,technical_skill,If,F,", ",H_: _,2025-02-19 20:16:00
mostlyd0-170c-4cff-83e0-63b27ad6e8d5,31,Zulu,education,"leadership, ",H ,H,}_shared,description,vision,"A-3-10:0.90.4.37.,-0.6,-0.",",006,,: ",collaboration_demonstrated,symbolic_f,2024-01-09 02:36:00
mostly91-f053-4abb-8696-36f4cee55b7c,32,Zulu,agriculture,", {","U,t",A,-,M,technical_skill,,L_embedding,", ",age_taken,2025-01-06 20:57:00
mostlyf1-f488-4831-9b88-c3fda5c7bb66,34,Igbo,education,If,:.,problem_at,Partnered_at,problem_years,strategic_thinking,expertise_skillC,: ,2024,: ,2025-01-20 23:27:00
mostly61-71f8-450e-a7aa-ff497c766c1f,26,Yoruba,healthcare,: ,primary_,"primary:et, ",O,leadership and aedsing. if{,strategic_thinking,recorded}_logic,D_s,: ,} ,2025-02-18 15:59:00
mostly4e-af80-49e1-b771-a92179f411db,60,Hausa,governance,:1,S_shared,expertise_p_taken,symbolic_logic,C,strategic_thinking,problem_solved,primary_taken,symbolic,", {",2025-07-06 14:05:00
mostly98-299f-4647-9fcf-31b4941157b6,22,Yoruba,agriculture,Per and; b for and,domain,2025_years,: ,}_: ,leadership,symbolic_at,,", ",location,2025-02-28 14:46:00
mostly87-cb3e-4fb6-95b4-017387e65a7c,39,Amharic,governance,":-.4,-0.07, ",},A,age_years,M_taken,technical_skill,adulthood,primary}{_solved,",_shared",2025: ,2025-01-19 17:10:00
mostly23-5977-4344-acb4-4d174141a9b4,44,Zulu,leadership,", ",: ,recorded ,problem_atr-.,:} ,vision,":11-07s.7, at",problem_shared,wisdom,description,2024-05-04 12:44:00
mostly3a-2f73-44f4-b6d7-02e7a35b7a31,35,Zulu,healthcare,-0.,primary_at,collaboration,age_shared,", ",empathy,", {1_demonstrateding",R,symbolic_,", ",2025-06-03 19:52:00
mostly6c-b262-4566-b713-729dcd3e9435,28,Zulu,education,"Hap, {",: ,collaboration,:00,ageyears,innovation,C_solved,-0.7-04: ,U  with%er tos.pinger and.,:.,2025-01-29 11:45:00
mostly13-63af-4a93-af58-8b8205258356,44,Igbo,governance,C_embedding,Olanguage,"-00age.5,00850.",-0.4}_at,,empathy,age_at,", ","domain}ed11.2484,-0 ,",strategic,2025-04-29 00:45:00
mostly96-c9b8-48d6-a8fc-70ede0c8653a,45,Amharic,leadership,: ,description,primary_solved,: ,Partneredre,vision,"P-,0.7.03,9T23,1., ",202400,_approach_at__solved,problem_at,2025-07-27 18:33:00
mostlyc4-1134-423a-8cd3-eb464e402723,41,Yoruba,agriculture,location,primary--0..8,: ,", ","locations,-1.",leadership,", ",",-.708, ",0_at,problemat,2024-01-04 00:19:00
mostlyb8-a9f0-4b77-b2d2-123566c73562,26,Yoruba,governance,wisdomdomain,neural_shared,leadership,: ,impact,leadership,location,domain-09,F},,2025-02-17 20:41:00
mostly0d-e11c-4223-8293-30eca4d7f475,45,Amharic,governance,collaborationed p_logicser,-0.06},domain,} ,:00,leadership,"Swahilir, ",collaboration,: ,domain,2025-07-28 23:33:00
mostlyb3-cfbe-41b5-8cf5-22679ffd0fc0,38,Yoruba,entrepreneurship,location,} {,: ,: {,primary_at,leadership,:_years,", ",symbolic_logic,If: {{-2 anding0ed_.,2024-08-31 10:18:00
mostly29-cfc5-4aeb-914c-f8732f7a5b69,34,Zulu,healthcare,{_taken,location,: 2,domain,2025_solved,leadership,}e ,2025,domain,P {ageon.,2025-08-16 13:00:00
mostlyf2-ded6-420b-9981-7d6cc72de51f,40,Igbo,governance,S,impact,,description_logic,: ,strategic_thinking,,", ",collaboration,neural_embedding_language,2024-07-03 20:04:00
mostlyef-5755-40e4-b2df-1c09e155799d,26,Zulu,technology,ageT,If,-.0530.,: ,"Me andor fre to% to, andar",strategic_thinking,domain.,Cat,", ",L}{,2024-10-23 07:47:00
mostly66-c1d8-4edf-a32f-00986b7aa66a,43,Swahili,entrepreneurship,symbolici_solvedlogic,"- a, not07",collaboration,neural_demonstrated,recorded_,resilience,", ",2025,L ,: ,2024-03-10 05:46:00
mostlybc-e855-4d56-8cba-bf30c1391555,54,Igbo,education,age_,: ,", ",innovation.,: ,technical_skill,wisdom_solved,: ,"neuralScn a and sing% f bo%%,- ",: {,2024-10-24 03:41:00
mostly97-f722-4978-9b2a-96ca9756f977,53,Hausa,education,approach ,}} ,S,", ",problem_shared,empathy,collaboration.,Worked,_sharedw,- ,2024-03-18 06:40:00
mostly28-659d-40f5-a962-542e49bf93ef,40,Shona,entrepreneurship,adulthood,Partnered,problem,B,S{,vision,expertise__solved,impact,innovation_at,problem_embedding,2024-04-06 22:35:00
mostly55-07a4-4f24-9468-5365e0278d53,38,Swahili,innovation,Reteds forl sing f.,symbolic_embedding,collaboration,", ","M,03% {",innovation,", ",expertise_language,,wisdomatshared,2024-07-26 06:30:00
mostly29-2364-440d-b2ab-9206f0cecbe0,37,Amharic,technology,,,", ",F7 supers; m de p toiting andalalar.,domain,technical_skill,impactede witherers for pyer in foral.,primary_language5,2025 ,: ,2025-03-14 02:15:00
mostly3b-8694-45fc-822a-5df6f4564748,34,Igbo,entrepreneurship,primary_shared,domain,: ,age,} ,strategic_thinking,: ,neural_logic,leadershipsolvedyears2: {,{,2025-04-29 00:57:00
mostly42-0936-4eaf-aa3a-900f4b2feb60,26,Swahili,healthcare,approach_years,entrepreneurship{,",_language",impact,If,strategic_thinking,expertise_ with_logic,Worked m,symbolic,D,2025-03-03 07:54:00
mostlyd7-a27d-48b0-8a7f-4a3f512a3738,44,Amharic,healthcare,expertise_solved,location,description_atdemonstrated,", ",",_at",empathy,: ,", ",: ,problem-1.,2024-04-08 02:08:00
mostly3c-7382-478d-94dc-58c5472fb118,27,Yoruba,education,descriptionsolved,,domain,", ",", ",leadership,If ,impact, ,symbolic_embedding,2025-04-13 00:41:00
mostly10-860e-4308-8458-e9b226f52a2d,29,Amharic,technology,collaboration,recorded__takenlanguage,expertise ,neural_taken,approach_taken,technical_skill,M ,", ",domain,collaboration{,2025-01-24 12:06:00
