id,age_years,primary_language,activity_type,description,lesson_learned,social_context,proverb_or_wisdom,emotional_development,location,symbolic_logic,developmental_milestone,neural_embedding,recorded_at
mostlyb1-4b97-4aff-8232-afc7aa81910b,4,Yoruba,learning,,: ,activity-0.,developmentale_language,curiosity,social_at,description,Ra and poin acsk and waingy hc and ses).,", ",2024-05-21 03:16:00
mostlye1-f0a8-4931-abf0-842e80277624,3,Zulu,learning,age_years,developmental_:-,: ,If,resilience,recorded_ ,activity_type,F,If,2025-09-28 19:43:00
mostlyc7-a414-4369-8694-980361a9ce4f,12,Igbo,cultural,:_learned,202573 the m,F,proverb,cooperation,developmental_development,neural_milestone,emotional,respect,2024-04-22 17:28:00
mostlyd8-72ea-4a92-8718-17f84e0e9519,4,Yoruba,storytelling,recorded,R,", ",C_learned,respect,neural_logic,", ","For as- f,0.23,1,-0.",emotional__typei{.,2025-05-10 16:47:00
mostly1e-bb5d-4bcb-b526-2d61b3d8debc,3,Yoruba,game,", ",", ",confidence,M,resilience,If_development,description,,"Pin to,al s w and to ands.ing p c, a a fing, ",2024-11-04 03:45:00
mostlyf6-38ae-4c0c-9edb-b82e8bc8834a,6,Yoruba,learning,developmental_type,} {,description_context,activity_milestone,confidence,cultural,developmental_milestone ,}_logic,symbolic_or_milestone,2024-04-26 09:07:00
mostly00-e567-47dc-b375-f638dcc7ead0,5,Yoruba,learning,2024,social_wisdom,If a,",",curiosity,H ,", ",M,description,2024-03-17 20:06:00
mostly2a-4478-4702-91df-e32853700367,9,Swahili,social,", ",neural_context,childhoodneural sing and c)k (s ,} ,creativity,symbolic_type,primary_language,social,: ,2024-08-09 13:37:00
mostlyf3-d657-4d5f-ae82-2a7642b10e55,12,Yoruba,cultural,R ,", ",childhood}0.,lesson.,respect,O_proverb: ,location,activity,"Aoreanted-0.188.0503,0.4750738,- 47w9,-0.6.345",2024-08-19 10:30:00
mostly82-ebb2-4c67-a691-ef9511e22350,9,Shona,physical,age_years(_type,description,: ,"emotionaldevelopmentler,-T.5,-0,0.17406,0..1.04, ",curiosity,P_at,learning,F_embedding,location,2024-01-03 02:19:00
mostlya6-8b44-49cf-9f6e-362287fe106d,10,Oromo,creative,", {",location,learning,"socialactivityery,- and h-b toerc hesedpken ",cooperation,Iftigm;al tsar.,I_development,Zulu_development,activity_years,2025-07-11 09:47:00
mostlyff-2cf1-4e9e-a866-eec42f31604c,9,Igbo,cultural,: ,,: ,:00.,respect,T_milestone,description_development,", ","activityproverbsus andt, ak).16etw,:.18.",2024-01-17 10:55:00
mostly0f-1d14-4421-b243-582ad3be2ed6,4,Yoruba,social,"-:--0.6009.T0.4806, ",primary_,",00.497,or0.8,06-00.4818,-,0.65,0.2,,11 ",", ",respect,I,: ,proverb_language,: ,2025-03-17 15:07:00
mostlyae-ed74-47f1-bb58-7125bf0272bd,12,Hausa,cultural,S {_at,"symbolic aar anduin,d-._8",emotional_type,: ,respect,2024,,emotional_development,M ,2025-02-23 23:38:00
mostly41-93f7-4068-a928-2f1aa6920033,12,Shona,cultural,H.,R ,activity {,description,respect,childhood: ,K,developmental_at,H_wisdom,2024-01-16 23:19:00
mostly99-c3e6-46c4-9d0f-0186e40c7c38,8,Zulu,play,: {,recorded, ,respect,respect,", ",age_,Ifpots,social_emotionalr ,2024-08-28 17:22:00
mostly50-f760-4dd3-aebb-94b386e89a11,9,Swahili,play,developmental_at,: , ,2025_,creativity,learning_s,cultural,culturali,,2024-09-10 10:16:00
mostlyb6-e47b-4f59-b7f4-361c68f9b7ef,9,Oromo,storytelling,"Ifestkiingcor,ing.03,}1.76,-0.148,.335,0.55",: ,,"}lesson.05, then7Ted0}ti, {",curiosity,,P,emotional_wisdom,S,2025-09-28 19:43:00
mostly39-af4d-4872-b884-a3ba4bf7cd86,10,Hausa,physical,neural_type,If a,N ,Ifoar m thes stu h withiter {,cooperation,: (ede toy;ararwuimal p w and and b h.,"C_orar sa thetscesbe and and and and saler,.",:,If,2025-02-27 05:53:00
mostly21-2018-4202-8ea9-5c2b7151aa87,9,Zulu,social,learning,U,S,recorded_language,respect,emotionalemotional,If,", ",proverb_as,2024-03-23 12:19:00
mostly39-1406-427c-b476-5c0a298375b3,10,Shona,social,C,: e,"}.1.516,: ",neuralesyar paesu hal the is)a and.,cooperation,location,activity_learned,",_embedding",", ",2025-07-26 08:06:00
mostly67-4b73-4bd5-a0af-225532ce214f,4,Amharic,storytelling,proverb_learnedlanguage,social_development,sociales the p ( inorr car m anding andts,description ,respect,: ,", ",}activity_type,location,2025-08-28 12:55:00
mostly25-58f0-4665-a959-561e63fe055f,7,Amharic,learning,{childhood,activity,description,social_logic,respect,lesson ,activity_type,description00,} ,2025-06-07 15:29:00
mostlyf8-9188-4455-9384-12a716353a50,8,Amharic,social,", ",learning,: ,"lesson:,00-.",respect,activity_context ,Hl.,R,Et f w aed inktbptw) with.,2024-03-16 23:47:00
mostly88-ae63-4253-b164-5f78d3885051,6,Oromo,physical,", ",neural_location,primary_,Ce_ ,confidence,respect,"2025-0.046,-20.0421517,0.3",: ,C_languageal fa,2024-08-19 09:40:00
mostlye3-e15d-4043-831b-5480b4cffe33,10,Zulu,game,: ,_wisdom,N ,location,cooperation,"A, ",Etr inaral;k andsesal ab,- andT.,: ,2024-04-17 09:07:00
mostlye4-45fc-4be2-9844-fdf9d49948bd,12,Swahili,cultural,2025-0-0.38207.,: ,description,,respect,Pat:00,: ,: ,"}2024-089TT, ",2025-07-27 05:07:00
mostly2a-2a6c-4f43-86f6-0af3685bbd3f,8,Igbo,play,O,proverbneural_embedding,lessons,If,curiosity,childhood,If ,I,: ,2024-01-06 23:48:00
mostlye0-7a27-4b1e-a842-da6a960be52e,8,Hausa,learning,recorded_milestone,symbolic_logic,P_ m,Aasal a b.,resilience,recorded_logic,developmental_embedding,respect s c aa mines,R,2024-06-05 17:16:00
mostlyd2-9834-4202-9b4a-69855754ab0d,6,Hausa,social,R ,} ,respect_wisdom,developmental_yearslanguage,empathy,recorded_context,,social_logic,description,2024-08-14 02:38:00
mostlyeb-5e48-4f78-b936-af01c41e6759,12,Yoruba,cultural,symbolicoor: ,social_orcontext,activity{,", ",respect,locationk,} {,recorded,activityembeddingar_milestone,2025-02-17 06:48:00
mostlyd3-c8ba-44f9-a543-47a557c85e4a,5,Oromo,physical,description,P,", ",learning ,respect,"Fiw the dy in andyi keslar inu and b, then p.",location,: ,"lessontypep bewbingl c aen with, and-b then) and the s",2024-04-24 09:43:00
mostly43-cac4-42a8-b9ae-4ee62743b63e,9,Oromo,storytelling,"symbolic, ",lesson.,developmental_development_learned_wisdom,childhood_,confidence,: ,T_wisdom,I_,recorded_at,2025-08-08 06:08:00
mostly55-c1ca-4d56-821b-552248c8a44e,4,Hausa,play,", ",: ,learning,symbolic}_embedding ,curiosity,,location,activityn,", ",2024-07-05 22:06:00
mostly0e-49e6-4d38-bde8-a577115d63a5,3,Zulu,play,", ",S_logic,If,emotional_wisdom,empathy,", ",Aneural: ,: ,2024,2025-02-07 17:09:00
mostly9f-85cb-4b2f-9276-1f2a8fba7f64,7,Amharic,creative,: (rphanans andinpes toingw andesed and to.,childhoodprimary_language,lesson,descriptiontype,confidence,age_or,M1_context,",-230 and--.6014: ",",T.501,0.0209,1.6.9,0.318727,0.088.408,0.30.",2024-02-11 16:07:00
mostly75-07ed-4280-a480-29807059ec6e,5,Zulu,play,age_logic,location,lesson_embedding,If {,cooperation,symbolic_years,A0.,lesson_s.,symbolic.,2024-06-18 06:51:00
mostly1c-df73-44ba-91aa-464dc96125ba,7,Hausa,cultural,proverb_language,N_wisdom,proverb_years,{,respect,: ,Ml_at,: ,lessonlearnedatal w andetened and a the the yesyar syor iningc;.s and.,2024-10-08 20:47:00
mostlya9-31ce-4b6f-b211-50d21b7f9a75,6,Oromo,game,proverb_,recorded_context,recorded_type,emotional.,respect,neural_learned,neural,cultural_,"If aip s f pbaluedinling and.;,- and",2024-08-05 09:21:00
mostlya7-a503-422c-a69e-48c220726918,3,Swahili,play,description,age_context,location,description,cooperation,"developmental_or_, ",Ea a,activity: ,proverb_learned,2025-02-08 22:15:00
mostly21-ba26-4b2e-83d2-c66e71f30327,8,Igbo,creative,proverb_context,A_learned,proverb_milestone,I,confidence,proverb_years,social,",-0.6,.1301,,-1.042,-0.",", ",2024-01-31 03:51:00
mostly1e-c2f1-48e1-9521-32e0242aa1e8,9,Shona,game,If,"R,1.125,,0.0108.",symbolic_embedding,age_orlogic,confidence,Hausa_type,age_embedding,", ",: ,2024-12-05 13:03:00
mostly98-c4dc-4ce7-910a-758aaa162c5c,6,Hausa,creative,neural_embedding0.,", ",proverb__emotional,A ,curiosity,ageor_development,lesson_typeedt p:00,learning{,play,2024-11-18 18:23:00
mostly35-7173-4898-93d7-c7e3ca5ade83,6,Hausa,game,2024{,childhood,primary_development,", ",respect,", ",primary_wisdom,", ",description,2024-01-23 17:14:00
mostly89-30c5-4c59-9a69-57a04aa3f4f6,10,Swahili,creative,proverb_development,primary_logic,,U,cooperation,cultural,developmental_,learningan a)ocedo fa f.,social_learned,2024-09-06 12:11:00
mostlyd8-3dc9-4261-b287-17e7482e3fa9,3,Swahili,physical,lesson_milestone,play-.,: ,neural_ork smes and andua.,confidence,Fa: {,S_embedding,Swahili,neural_learned,2025-08-19 08:16:00
mostly1b-577b-408a-a51f-082ff28b14cd,11,Swahili,learning,Pesingesing t reg bwtedic fkmp hat ,}n00{,lessonlp the).,", ",empathy,description,", then",: ,2024_development,2024-11-20 04:20:00
mostly74-4534-4877-8e98-1a5c21454dd1,7,Oromo,creative,M,R,"Ifu cy and, and to.", ,confidence,", ",2024: ,"social, ",},2024-01-04 06:15:00
mostlyc8-d46f-4dcf-93fa-3cc9096e1e97,8,Hausa,cultural,: ,",: ",B ,primary_learned,creativity,emotionalalt stsi ,{,P} ( toat aypan,A ,2024-09-12 11:18:00
mostlyf5-df26-4ea0-87e1-753b98c05664,9,Oromo,learning,If,C,respect,R,confidence,symbolic_wisdom,{,activity,: ,2025-02-10 03:46:00
mostlyb8-00a7-449c-8152-fd2ae177bcc2,9,Oromo,physical,If,activity,confidence ,confidence_wisdom,respect,_P,recorded_at,E_milestone,learning_at,2025-08-02 18:55:00
mostly0c-9df2-422a-a096-b257e8e7fa97,7,Oromo,play,R,learning,description,primary_type,confidence,activity_milestone,C {,O_logic,activity_typere fe the.,2025-03-15 16:00:00
mostly2b-3d83-46e9-91ee-6d30ba09284f,5,Zulu,game,emotional_at,learning,social_learned,"2025---.81,00.2717,,1.",empathy,Pingingp_,neural_description,activity_learnedembedding: ,activity_embedding,2025-08-08 09:47:00
mostly73-f38e-4e8e-b4e2-eb3a18d0c3cd,11,Amharic,cultural,developmental_wisdom,Ifat wpper the c;en too-1ing.,"If1,.",}_,curiosity,P_: ,lesson_context-T,Aor: ( to,2024-} {,2024-04-15 04:40:00
mostlyfc-508f-435c-a371-20fa5af6d979,3,Oromo,cultural,symbolics,age_development,activity_or_context,learning,confidence,2024-,symbolic_milestone,,: ,2025-09-28 19:43:00
mostly25-8521-4966-bcdf-53addf789ecc,10,Zulu,play,If,description.,social_logic,activity_context,cooperation,Hingins p hh saat s bo;eda to.,2024,", ",proverb ,2025-02-07 08:55:00
mostlyd8-8aae-4ed4-a090-27dbe87d59d6,10,Zulu,play,2025: ,If ,},cultural,resilience,Nruu thei a b ber the we,proverb_learned,recorded_,neural_context,2024-08-04 19:48:00
mostly3f-653d-4c28-a049-704d2dcfd757,4,Amharic,cultural,Hausas_embedding,}2024: ,":,_embedding",age,respect,primary_or,primary_embedding,location,M_at,2024-06-28 19:55:00
mostly86-2115-437e-b4e8-7a0bc49e543f,3,Oromo,play,social_context,", ",,"}, ",empathy,lesson_learned,",0.0926: {",social_wisdom,Amharic,2024-10-11 20:49:00
mostly47-f90c-4d80-93f8-fa29ae8346a8,10,Oromo,learning,: ,}a inu,proverb_type,U the,curiosity,respect,age_milestone,", ",: ,2025-02-05 03:02:00
mostly90-8184-4d92-ab6e-2f429f985d32,5,Zulu,play,activity_type,description_logic,proverb_years,: ,curiosity,"If a cs anded w pana cc andok,al ",: ,", ",,2025-03-25 13:42:00
mostly75-147d-459c-a685-6d4cae25c64a,7,Hausa,physical,activity_context,symbolicT ,If ,"S0.466,0.110.,,270.19-,0.632T,00.49207,-007_197,-0.5,-9-2T9.8,1.35180.334,-1.7, ",curiosity,: ,If ({,Playe mkedsero h),,2025-04-10 10:37:00
mostly65-03ef-40e3-9ff8-f99e6db788a4,12,Hausa,cultural,age_learned,} {,neural_type,: ,respect,age_type,location,emotional_development,neural_years,2024-04-25 19:07:00
mostly57-c422-4e69-a1d8-87e2caa4cb3d,7,Oromo,cultural,childhood,",-: .",: {,}{er,respect,-_milestone,location,Amharic ,proverb_years,2024-05-07 14:55:00
mostlyc2-3e7c-453a-b30d-9a8443528b90,5,Amharic,play,age_logic,I fi.,: ,F,curiosity,Bk,developmental_:wisdom,: ,C_language,2024-05-07 09:07:00
mostly04-5e2d-47fb-9c01-57d55787bd63,6,Zulu,game,: ,location,neural_logic,: ,resilience,emotional_wisdom,play,lesson_ ,: {,2024-02-27 14:55:00
mostlyd1-6b2b-4be6-9278-630a0f667fd7,6,Zulu,social,} ,: ({at,activity_type,I,creativity,: ,lesson_,} ,"lesson,",2024-05-17 09:35:00
mostly5c-2efb-4dc1-b9cf-a95c3a26f60b,12,Oromo,storytelling,,play,", ",activity_years,resilience,symbolic_logic,}If,location,",0.65,--0.",2025-03-20 10:32:00
mostly06-2ffd-4b99-be39-35529c61e5d4,9,Igbo,physical,lesson_development,primary_milestone,:00,,cooperation,,: ,respect,respect ,2024-04-21 01:26:00
mostlye6-646a-491d-83e4-29a2d77bf7f4,11,Swahili,social,primary_,"developmental_,",childhood,P(s pt; withs st in and hi)alk,respect,lesson_,description,S} ,location,2025-09-18 14:47:00
mostly31-2676-4228-9e8a-d5bd7c85ea05,8,Hausa,creative,}rtwa;ats in andcving pit,If- and theeesues with;ces.,", ",developmentalneural_or,confidence,"M.-T0.411,-005-.11049,0.70309,-0.T839,-105,-1.948.47,1.47,-10.46909,-2,41.388,.813,-0.0..T},-0.0345,:06-252,.",Od the.,: ,developmental_learned,2024-06-26 07:35:00
mostly94-777b-4096-9e46-cdf90a95239c,4,Swahili,cultural,", ",S,proverb_milestone,If,curiosity,"}2025-1.07,-1.",Ifo ,neural_context,proverb_development,2025-04-21 03:28:00
mostlye6-830d-440b-bc22-85a779f41aa3,4,Yoruba,storytelling,proverb_or,culturaling m pakling-ar btseratal,: ,lesson_logic,respect,location,recorded ak,"Mneural_learneding, ",K,2025-04-15 09:18:00
mostly21-441a-444e-922b-1e7c4e20e68d,7,Amharic,cultural,: ,: ,: ,description ,respect,recorded_logic,developmentalemotional ,"social, {",social,2025-02-14 08:58:00
mostly0b-7013-4c44-8f8d-a2c14dd4fc6d,3,Swahili,learning,: ,Oatko,A{,}}} ,curiosity,social_milestone,neural_embedding,developmental_development,lesson- ,2025-09-28 19:43:00
mostly72-2a4e-418a-bbac-07fefe7c6c9f,3,Zulu,play,R ,proverb_embedding,proverb_es,"Nal,",cooperation,M_context,", ",N,",0.25.17,0.6-6.,-0.12-9-_atT,771,T:5, ",2025-08-26 08:07:00
mostly87-9554-4611-a02b-107a2cf88e5d,8,Amharic,storytelling,,Fs,: ,,curiosity,Hausa,If,", ",{social s they h pl in and ciny with aal and tan ss cedew; hsan,2024-04-05 21:24:00
mostlyd0-cb2f-4034-8a05-36fe080f0747,6,Igbo,storytelling,T_type,primary_years,neural_type,", ",resilience,2025,activitykk,A,: ,2025-09-28 19:43:00
mostly51-919e-46e7-a6ac-b8d2d67eed45,11,Hausa,social,symbolic_milestone{,symbolicsts,"P, then1 and-al.",K_years,creativity,: ,Zulu: ,lesson_or_development,proverb_context,2024-01-25 21:54:00
mostly08-6cc2-4650-bf4c-e3b60eefed29,7,Igbo,cultural,social_development,20241.,emotional__: ,activity_language,resilience,", ",social_at,childhood{_embedding,M: ,2025-09-10 02:38:00
mostly1b-4423-4866-80f0-9fc131d23db2,6,Swahili,learning,proverb_type,"neuralandn w),-0..2501,-0.129, ",C ,", {",confidence,age_development,M,", ",activity_at,2024-06-27 00:52:00
mostlyb1-06da-48de-94a2-95e502ef72f8,4,Amharic,storytelling,2025 ,description {,symbolic_learned,symbolic_milestone,respect,,"If thear nal, andopu a b pins).",developmental,recorded,2025-03-19 16:26:00
mostly10-8c93-4235-8217-f3a3d03e4da1,5,Yoruba,game,developmental_proverb,"If car--0.7T-7257, ",", {",activity_language_learned,confidence,location,social_or_language,emotionalp {,respect,2024-06-07 02:55:00
mostlycf-36f2-4678-9324-c3d636d30a93,5,Oromo,game,"location}ins w,t and fa ",social_logic,primary_learned,: {,cooperation,,,S theorty c hb s ca.,age ,2024-08-28 00:00:00
mostlya8-470d-43f2-9551-3624ccee3f04,11,Hausa,learning,", thenesm.",location,age11 .,developmental,confidence,lesson_embedding,B a toe) and; m ,agei the sau) and. p ,",-0.05,0.19,-8001.69031804,0.94,-02150.,-}",2024-10-31 03:17:00
mostly8b-74d3-4ab7-b174-b4f54ea6a95c,7,Amharic,cultural,", 8T: ",Zulu,Ifs pingu w.,social__language: ,respect,,Ifls theees and f mo asb. the,: ,20247}07--: ,2024-05-29 00:55:00
mostly49-ca0a-4338-b423-820058bdfff2,9,Swahili,game,cultural_wisdom,emotional_years,T_learned,", ",curiosity,", ",recordedmilestone,U_type,: ,2025-02-14 10:21:00
mostlyf3-2080-45aa-bd71-3ee287d2b671,7,Zulu,play,"A the, ",: ,location,": 4, {",curiosity,symbolic_logic,", ",_context,,2025-02-07 21:55:00
mostly5d-5da4-49f2-9e8f-c48be87fb5a7,12,Amharic,cultural,primary,social_language,location,"Pt b s and m bessca theing toal m ci.66, ",respect,symbolicactivityi and stc w.,"P andanwskerwaes for, then;ing d theases.",recorded_at,", {",2025-08-03 02:41:00
mostly6a-8fb1-45c7-a8f9-5b77c0adbd2d,7,Shona,play,: ,", ",description.,primary_at,empathy,:00,age_learned,", ",location,2024-03-06 22:19:00
mostlyc1-962d-4235-836b-79f3c9865965,7,Amharic,cultural,emotional_context,S ,"Iforarso) withs-t h with,c.",respect,respect,developmental_years,} ,proverb,social,2025-03-07 17:46:00
mostlyd7-e31c-46a6-99d9-41a124df3ec1,8,Shona,physical,"childhood1, ",lesson_learned,If_yearses,developmental_logic,confidence,neural,", ","social, ",", and then {",2025-04-30 07:37:00
mostly9d-301c-4fba-b322-157188878986,11,Hausa,play,: ,} ,neural_learned,:.,creativity,primary_type,"Mr a in cedsa), ",N ,age_development,2024-10-19 18:53:00
mostlyeb-8194-4dd5-9e80-5b1e707f241f,5,Hausa,game,"2024--11.04:48,0.757,-280.575,8,0.808","202403-T13.803:, ","2025,}-0.5927,0.103 ",emotional_embedding,cooperation,play,: ,_ ,A {,2025-01-05 17:55:00
mostly00-c2c1-468f-ab40-ac39f295e6e0,10,Amharic,social,: ,: ,,Rlaor w ando c a a t.an ,empathy,developmental,If ,activity_milestone,", ",2024-03-23 19:05:00
mostlye4-3134-4de0-ab6f-7f0cafd11d0a,10,Shona,learning,F.,"social_,milestone {",lesson ,-26,creativity,P: ,R,,", ",2025-02-05 09:38:00
mostlyf0-ac18-4e97-a213-9adcfb9a644c,5,Igbo,play,confidencelogic,: ,Ne,confidence_type,curiosity,description,R ,activity ,learning,2024-04-15 04:30:00
mostly95-c424-4f51-9ce2-b129ba27bd7d,9,Hausa,cultural,primary_type,neural_context{,social_type,,cooperation,proverb_or,location,2024or_context,,2024-07-30 12:57:00
mostly22-dc99-44ca-837e-cd83634ad821,8,Igbo,learning,,location,recorded_typeat,age_wisdom,cooperation,childhood,: ,"2024,-1.", ,2024-09-02 11:21:00
mostly13-5ab0-4a39-86e8-14f7f653e32f,8,Amharic,game,C_type,: {,confidence,If,respect,",_",N ,age_years,developmental_development,2024-08-04 17:05:00
mostly1b-a3cc-4f4f-be11-58c692003c7a,12,Yoruba,learning,locationlanguage,confidence_embedding,P_type,"activity, ",cooperation,neural_embedding,childhood-0T1007: ,",proverb1-.4, ",social_at,2025-05-25 21:37:00
mostly77-e214-4e2d-93e0-c6df226ebc8f,12,Swahili,cultural,: {,"emotionaling,-00",Zulu ,If,empathy,description,primary_learned,proverb_logic,Swahili,2025-07-02 13:24:00
mostly1f-a4ea-4580-a71e-a8684bb53cc1,8,Igbo,physical,2024_at,C_{,symbolics: ,", ",resilience,", ",: ,", ",primary_embeddingcontext,2025-05-28 17:58:00
mostly7a-2a86-4dac-8ce7-ab3ddeb69ed1,5,Shona,storytelling,description,proverbcontext,T_milestone,description,cooperation,: ,lessonor-Tald: ,location ,U,2024-05-24 13:06:00
mostly6a-d7dc-4049-953d-6e694baaefec,9,Amharic,game,,_wisdomdevelopment,2024: ,2025at,confidence,"2025tespes:, ",activity_learned,emotional_context,A,2024-09-14 01:48:00
mostlyda-2157-401d-81af-e7a075140617,12,Hausa,play,"confidence and s w andp the, toan w m.o ",E_context,: ,developmental,respect,2025,description,childhood: ,neural_or,2025-06-17 17:06:00
mostly20-880d-4205-ad1d-543e3438f64f,12,Hausa,storytelling,location{,developmental_milestone,primary__,social_years,resilience,Sneurales.,age_development,_embedding:,"P the buse, thenas andt .",2025-02-10 12:34:00
mostly4e-05d4-48a3-ab2d-e49a67b3333f,8,Igbo,creative,:1,}_development,2024- ,location,respect,", ",neural_at,symbolic_logic,", ",2024-08-07 06:32:00
mostly53-78da-402e-b7bc-264ccd224507,4,Zulu,play,activity_logic,P-0.,P_type,"If aalt, then; st)--t.09,0.91551, ",confidence,location,"}},1",: {,"20257pyaling,0.",2025-07-21 18:21:00
mostly51-c01e-48ea-8af8-98b15d98baa0,7,Igbo,cultural,emotional_embedding,activity,neural_embedding,Ifaaa wanegorued toming theu smerereeal,cooperation,description,emotional_wisdom,recorded_embedding,If ,2025-09-28 19:43:00
mostly30-fdd5-46c1-8ee9-40a69d3b1e5f,7,Zulu,storytelling,{,: {,primary{,Hausa_milestone,respect,K,: ,,recorded_logic,2025-08-17 11:48:00
mostlybb-4ec3-464f-abd2-02df866fb42b,11,Yoruba,learning,respect,}_type,If the,S,respect,primary_,: ,neural_context,_years,2025-07-21 20:26:00
mostly60-fdd5-44d7-a4ef-d722b2fd6d21,7,Oromo,physical,proverb_wisdom,description,activity_embeddingu.,proverb_years,cooperation,lesson_at,"O sedesw withse anderaing c,-0.485,0.404,0.259.6},1.08, ",proverb_wisdom,If,2025-09-26 16:28:00
mostly73-fd5b-4a14-98bc-01cda4876503,3,Amharic,learning,age_development,: (almo the m s a.,P_at,E: ,confidence,: ,If{,recorded_or_at_context,childhood aor b_type,2024-09-02 09:43:00
mostlyfe-7f3d-498f-9bb5-0202417e3fcb,9,Zulu,learning,proverb,age_ ,A,,curiosity,"S,.",developmental_ ,If I,description ,2024-03-29 14:09:00
mostly94-e61e-4170-acaf-bf2a5c1ae4b9,5,Zulu,game,Zulu ,", ","2025,-0.712,0.19,021,1.",", ",cooperation,If ,location,recorded ,If theoaaau in ri,2024-04-07 20:55:00
mostly47-b695-4c1e-b85c-1d4e91062c8e,4,Yoruba,play,location,} {,O_years,", ",respect,", ",2024,Hausa,", ",2024-01-29 02:11:00
mostlyaa-1af3-4c32-bdd5-c6ce3ed913c9,6,Shona,learning,recorded_: ,social_development,Hi.,If,curiosity,_childhood,_,: ,"2025, ",2024-07-03 11:51:00
mostly8d-98e1-4c19-ab18-0fcef2cc1863,12,Shona,cultural,emotional_embedding,Sd:00-0.12 T,N,", ",respect,socialneural_type,locationdevelopment,A,", ",2025-02-27 23:52:00
