id,primary_language,cultural_element,description,meaning_or_purpose,historical_context,modern_relevance,transmission_method,region,symbolic_representation,wisdom_encoded,neural_embedding,recorded_at
mostlybc-7706-4f71-b39d-fb8201023573,Hausa,craft,neural {ole toa,meaning_method,: ,Ben-03.,: _representation,Hausa,symbolic_language,,neural_encodedpurpose,2024-07-18 03:27:00
mostlya0-edc5-442d-ab42-3904e1fe5b66,Igbo,proverb,neural_embedding,-_language,{,primary_relevance,symbolic.,recorded_at,festival.,wisdom ,wisdom_encoded,2025-06-01 22:33:00
mostly82-f28e-45f1-9c03-2e9ec992e3e8,Zulu,art,2024--0.,modernencodeder ,region,: ,", {",culture,Yoruba,symbolic,Hausa ,2024-08-23 04:22:00
mostly20-e3ea-4246-a304-a079976c0666,Igbo,dance,2024: ,-04.4,", ",Igbo,description,2024_method,culture,culture,M inans.,2024-06-30 14:17:00
mostlya1-3292-4e58-8bfa-caaec6304814,Yoruba,ceremony,2024} ,neural_:00,primary_embedding,: ,", ",cultural_element,neural_at,neural_relevance,"ST00:1.,1.0.",2024-01-26 21:23:00
mostlye4-59d4-4209-995d-0658c9e67c0e,Amharic,festival,W_method,", ",meaning_relevance,recorded_at,: ,meaning ,"} Nigeria :, ",cultural_at,description,2024-02-01 23:14:00
mostlyb3-1bd8-470f-8e79-1d7db3c918d2,Shona,dance,M_purpose,R ,2024encoded,"Swahili inan and per cat-0.39-03,002.03 and55.19,0, and.7153,-1.113591713,-1.8, ",cultural_at,-_7,,meaning_relevance,wisdom_: ,2025-02-12 10:40:00
mostly89-773d-4eeb-be62-26610f0397d3,Hausa,ceremony,music,, ,"symbolic_-0.1.38,-0423,000-203813,--07-426270-0.,-1.5093,.8071,0.610.9039,T9,0.0.14, ,3,070.5,-1,1.96.",: ,{,Igbo,meaning_method,_at,2024-02-11 00:25:00
mostly35-6ad2-41ad-88cd-197856eff1a6,Swahili,craft,modern_: ,: ,",.",: ,: ,meaningsymbolic,wisdom,W ,2024{,2024-11-28 11:24:00
mostly16-af27-4c68-810b-e697c4c7cc8c,Hausa,craft,Yoruba,:00,2025ore,Igbo , ,wisdom.,culture_,"cultural_or,embedding",music,2024-08-26 05:16:00
mostlyaa-d277-48f6-bba6-fbd942742237,Yoruba,dance,"-0.2609,0.",}} ,W{,M ,moderncontext- anding andoear and.,wisdom_embedding,To _adre,transmission_,_encoded,2025-08-05 01:49:00
mostly9c-b0f9-4882-83f4-067b67988117,Yoruba,folklore,"2025 Africa, ","2024-19,--,-0,31161.26",: ,modern,2024-.,"2025-09:e,-0.562,5T-01, -155.431,0414,-.239,-0,--1.0.",}_language,Zuluk iny anderes sa,recorded_representationrepresentation,2025-08-03 04:20:00
mostly6c-cfb6-4f72-ac1e-af1cd196b77e,Amharic,craft,recorded_embedding,: ,E_ ,cultural_,: ,modern_context,primary_representation,historical,"S inonpccles, and f, ",2024-04-16 07:31:00
mostly03-8570-4fde-9611-06eeeb9a3cf3,Igbo,craft,",-",", {",region,"symbolicesdeal.e,1,0.171371.02,-03,-0.9.11,",: ,region,Amharic,description,M_at,2024-06-05 19:49:00
mostly33-a616-448e-bf05-f69e4692605d,Igbo,dance,"P asts,0.",2024-07,historical-_relevance.,-0.,}_at,historical_context,"modern_relevance-04.19 regions03,-0.6238,-,-0.483.",historical_,meaning_primary,2024-01-05 01:45:00
mostly9d-fa5a-4c24-af33-6f2374072a92,Hausa,dance,} ,recorded_,recorded_00:,-: {,culture,meaning_at,"moderncontext , ",modern Nigeria,: ,2025-09-20 19:39:00
mostly95-b40a-41f6-a917-f000c547904d,Amharic,art,M Africa ,recorded_method,: ,: ,: ,meaning_-0.,wisdom,-,R:00,2024-08-05 18:31:00
mostly8b-f114-4466-9feb-def0eb1af804,Hausa,festival,neural_method c,symbolic_method,-05:00,meaningcontext,culture,description,recorded,"Amharic, ",description,2025-01-13 00:27:00
mostly00-422b-4b00-b437-58def4096b81,Zulu,craft,: ,-}040.,"M Nigeriaed, toeniny,cation the, in",: ,Southwest ,modern_relevance,"2024-speaking,0.3436, and, ",region,neural_language,2024-03-25 18:02:00
mostly1a-0d34-4f5f-95c5-b011a10f1eb7,Hausa,ceremony,Yoruba,description,historical_-representation, ,- ,Igbo, ,recorded__language,", ",2025-07-26 02:12:00
mostly4a-6403-4794-a263-f2e8c60e8414,Igbo,craft,culture,: ,region,: ,", ",: ,primary_relevance,E{,Igbo,2025-04-30 09:33:00
mostly9f-e883-48d2-8f6d-81beb40d02a8,Swahili,music,recorded_purpose,primary_language,Oromo_{,neural_embedding,description,transmission_:00,"}-1.381,-0.042T4181,-15-T-speaking, and150.1407,0.70.0.36,0.05485,-,-0.4-020.4071.570.906,,00",primary-Tor6-T,: ,2025-09-01 21:47:00
mostlyf7-18e9-4bf9-9ffd-e203b3829a2c,Amharic,craft, ,,Yoruba,M: ,historical,"symbolic Africas, and the ofre and re to social, sing-0.96",historicalhistorical_purpose,", ",neural_relevance,2025-09-20 19:39:00
mostly90-21b9-4589-9b40-6573abb9b572,Yoruba,art,historical,Amharic_: ,2024{,: ,modern_method,: ,wisdom,Cle: ,description,2024-05-30 12:37:00
mostly38-adc2-41b6-99e9-6dbc3344a3b1,Amharic,dance,historical_encoded, {,Shona ,Shona_element,", o and",2024 __purpose,P,meaning_embedding,2024 and8-0.,2025-07-06 07:22:00
mostlyda-6aa8-424a-a3d4-82f01e1eda16,Oromo,dance,Amharicrecordedoemar in, ,,"-105, and.",Igbo,symbolic,} in ,Shona__,symbolic Nigeria,2025-09-20 19:39:00
mostlyd7-7d5d-425a-8957-d1526d5dfd40,Hausa,music,: ,,primary_purpose,: ,culture,B_al,cultural.,M: ,description,2025-06-29 06:01:00
mostly18-d30d-45f4-8819-7a173450d83d,Yoruba,festival,cultural_relevance,cultural: ,Oralc per p.,"E, ","East-03T, ",2024---024,primary_purpose,2024-13_embedding,meaning_embedding,2024-11-22 05:47:00
mostly62-7b61-4cbd-af96-476d8a21df8c,Zulu,dance,modern,2024-T-0.,symbolic_at-04representation,region, ,culture,: ,", f0.",wisdom_elementi,2024-04-05 12:59:00
mostlyf9-6edb-4359-a5bb-8786b6177cfe,Shona,art,neuralencodedmethod,}} ,: ,neuralo anding fents.,recorded_element,,region,} ,"-9.5723,--0.",2025-04-25 06:22:00
mostlyb9-3e62-410d-941c-408e8105933c,Swahili,ceremony,_element,: ,:meaning ,--T4,culture,East_representation,neural_representation,: ,recorded,2024-11-11 02:20:00
mostly24-27c7-411a-b56b-04211e379073,Zulu,proverb,region,,"M,er andtf and a.","meaning Africa3, ",G.,"Amharic, {",}} ,"2024--0.911,25,0.64228,-1131.18, {","-04.71270..3,-09082,05,-0.",2025-01-15 20:12:00
mostly42-0303-4056-96a4-0d16ebe3ec76,Igbo,music,primary_purpose,East,region,"transmissiones, and, and ",A,Igbo,"-11es.06, and,,-0.98 and4,0.5,.47--0.12257,0.1021,04,1.39.173-051.003},-0.",Oromo,", ",2024-11-27 10:05:00
mostlyf9-a1d9-4584-a357-2b48380d2df3,Zulu,folklore,Gingeo s,,primary_encoded,music_embedding,cultural_language,: ,,culture,historical,2025-01-12 12:36:00
mostly2f-f96f-4b4d-91cc-c396f6bcac58,Swahili,proverb,{ ,"East Africa, and cpm.","cultureot, b-",D,historical: ,To and cultural re,transmission_,neural_: ,}},2025-04-12 02:16:00
mostlyd6-8bfe-4819-aee5-f7fc829fdb01,Oromo,dance,Tos,,meaning ,",",Zuluo-._,C salar withtsation.,"Hausa(y, and.",culturale andedalin s.,symbolic_method,2024-01-04 20:44:00
mostly6e-f9ae-43aa-a7f7-3a920e45e28e,Oromo,dance,Yorubaa,D,neural_ .,"Amharic,--1.656,-0.","2024--0.5,,1-230.6.02","--.03306 6,-15T6,-,-1290.",transmission_purpose_or_element,description,modern_context,2025-01-08 12:06:00
mostlye6-3a1d-4239-bbe1-b041efe05d87,Swahili,dance,", ","Hausaee,-speaking,ts ando",historical_or,culture,C,"cultural, ",wisdom,Igbo ,,2025-07-28 06:00:00
mostly6d-d732-47e2-b969-9e150c2cfdfa,Oromo,folklore,recorded_relevance,}culture,cultural_relevance,"recorded in--1.92T,0.29,0.030465.602001,,- 0.",",, andes-1or.56,87, and:02.,,-0.48,-",R Africa{_method,Minged_aling socialt.,: ,W,2024-07-08 19:18:00
mostlyd4-5c00-4cfb-b0e6-4660e7fed86b,Swahili,dance,"2024-0.4.63927,0.3,03, and26411-0,0.,-6.47,0.403,0.7076,0.29--0",meaning_language,}transmission_purpose,S_ Nigeria,wisdom.,}} ,D,region,region,2025-09-20 19:39:00
mostly04-5713-4c3c-bfb4-c715b9cc8bc4,Igbo,art,wisdomh,modern_context,music ,,,primary_encodedembedding,", ",recordedl,East_,2024-07-20 10:19:00
mostly72-7e0c-4c54-ad6c-ae67d2f86c10,Yoruba,dance,meaning_at, ,wisdom_cultural_at,meaning,E_representation,: ,Whd and.,region,To_at.,2025-03-30 03:26:00
mostly0e-e77c-4f2c-8a42-24a82ad18a1b,Amharic,art,-_representation,,cultural_10.20.36,primary_: ,region,neural_embedding_context,cultureeswt ,"Ton, and schools",", ",2024-02-16 04:51:00
mostly8c-ce9c-4eb2-bb1c-95ea0ae188a0,Oromo,festival,primary_context,To m.,-speakingTal.,recorded_element-:{,: {,recorded ,- and.,Igbo,C,2024-04-30 08:12:00
mostlyd6-60f5-42d5-b070-4fb4a47d9daf,Yoruba,craft,:{ ,culture,:00,W,"Southwest,s",: ,neural_method,: ,Shona,2024-01-17 04:39:00
mostlyb5-a531-4fba-8317-808d002bb42c,Oromo,festival,,: ,Oral andf a.,Igbo,primary_context,",context c, ",2024-or_11relevance:.,historical,recorded_relevance,2025-05-17 00:57:00
mostly17-2069-4f58-89e5-3a810b2c65de,Oromo,proverb,description_encodedlanguage,2024-.2-,: ,neural_at: ,meaning_embedding,wisdom Africa_purpose,: ,",",primary_method,2024-01-01 23:12:00
mostly1e-8349-47de-845c-d33687e0db3f,Yoruba,music,,,"2025-speaking--0.91117,11, ",}}} ,D ,Aeeyal.,region,"To of,",C and ret and  sre su tosar,2025-05-11 20:49:00
mostlya3-54af-42d8-a576-a27b871f3b9f,Amharic,proverb,}} ,wisdom,description,description,transmission_at,"2025-speaking-31.16,-0.594,-0.0.8. ",Oral inearamyuin social anding w anded city seeie.,neuralo_at,"20252 of3ar, schoolss.",2025-03-27 05:35:00
mostlyd4-af73-479e-9de1-41f85b15f1c3,Yoruba,folklore,Tocerg toeer the seard community,culture,2025relevance ,cultural with_ c,cultural_element,"A- of-04 and social, and",modern_representation,Amharic,festival ,2024-08-05 12:56:00
mostly0c-cecd-4516-85c0-9a889f9eb71c,Swahili,folklore,cultural_representation,neural_context,", ",description,S_encoded,"To anda,a,-0T14,0.208,-1.142113.530.46167,-: ",primary_element,transmission_method,wisdom_,2025-04-18 00:21:00
mostly79-85b2-4c87-bca9-c54c785cb587,Hausa,art,E,neural: ,G,modern_e,primary_at,: ,Hausa,recorded_context,region,2024-03-19 20:43:00
mostly82-699d-44b8-853e-187dbd8ed94f,Igbo,festival,{ ,M_,recorded_element,: and.,Igbo,In,", ",culture,} ,2025-03-09 00:35:00
mostly17-23d9-4a48-8107-edb74e0b6580,Igbo,proverb,"-0412,-speaking,0.-09.57,-806:170.",recorded_language,Zulu,,,descriptionencoded,", ",region,Shona {,2024-02-26 11:04:00
mostlyb5-fe85-47b2-ac80-b2c6dff879f1,Yoruba,music,modern,", ", ,culture,-0..38.,transmission_,Yoruba,{,neural_embedding,2024-04-23 23:39:00
mostlya6-7ed4-4425-a42d-fd108dc29bf9,Igbo,proverb,: {,: ,dance,,}s-14:-0.3,meaningcultural_element,wisdom_at, _encoded,}} ,2024-07-16 03:03:00
mostlya5-cfa6-456d-b5e2-2ccf1b6748c4,Hausa,craft,-speaking,", ",cultureat,neural_or_purpose,"Ses in,",meaning_at,Hausa,", ",W.,2025-01-04 23:21:00
mostly0f-b518-44b6-8955-49b4d8236d88,Swahili,ceremony,description,region_ ,"Yorubaembeddingo bia, ss,--speaking,1.",,"Ma and family, ande.06,-0 and06 c, and community and and cultural cultural",C.,"festival,{",,: ,2024-09-10 01:37:00
mostly21-7157-4a21-b7ed-21a044fafe1d,Hausa,ceremony,,"modern{ andeal, and community",wisdom_cultural_element,G_embedding,cultural_or_at,modern_purpose,} ,"neural0.,021-0.040.93,1.198,-0.0319-,0.28534,018,-,1.709-0..5.16, ",,2025-03-07 10:48:00
mostly42-89cb-43c8-92b3-9477b24a1f48,Yoruba,festival,primary_representation,description,festivalk c andar.,modern,: ,historicalcultural_element,,: {-0.,neural_or_embedding,2025-06-27 15:53:00
mostly04-0181-4b1a-959a-a0a35b6c9813,Swahili,dance,,wisdom-T: ,"St and the communaleru, ",modern__relevance,: {,"Aasd in, ctmti m,- and.13, schools: and1..11, and08,,148,0T28,-_,: ",,M of d tod.,,2024-02-14 00:41:00
mostly85-eb2f-4613-8e1e-c49ea7379f54,Amharic,art,: ,region,recorded_encodedi,neural_method,transmissionestt communityation.,: ," es in tod,-speaking.",P and communal ,modern_embedding,2024-03-13 03:39:00
mostly02-0fe9-47ec-9cd2-bb4dd6317ba0,Swahili,dance,: {,region,M_at ,E_element,culture,culturallanguage,: ,modern_relevance,In ,2025-04-09 17:09:00
mostlyfb-329c-475a-b89b-043025ad13d6,Zulu,ceremony,primary,description,wisdom_method,neural_element,{,:,A ,", ",2025,2024-01-04 20:12:00
mostly8e-5414-4b34-a2fc-f57fb41f43dc,Shona,dance,historical.,"Oral tof-alo toalaed ofity., and communal","primaryd, and familye-ar, social c",description,transmission_or,S,", ",wisdom_purpose,"2024-0.1,-0.,8.",2024-01-16 07:58:00
mostly96-a6e5-4165-aa7b-ae2a6b31d630,Oromo,art,culturallanguage,C,cultural_context,wisdom_encoded,"C1er and n,0 and.",2024or_purpose: and,modern,IgboT,2024,2025-04-27 23:27:00
mostly9c-d4b5-4be8-9d19-91125b306ef0,Zulu,proverb,culture,W c ,"2025-0.16-1246T,,-0.53.9--0.700-29TT12.706,-1.,-.5",wisdom_relevance,region,Panmanaly,Shona-_1.,region,"East-serT,{",2024-10-26 01:03:00
mostlye4-c652-4df1-9107-5c5669a69126,Yoruba,festival,primary_at,wisdom_element,culture,: ,culture,: ,description,meaning_purpose,region,2025-01-13 08:08:00
mostly07-2cda-4d72-b1d5-d2ce8a2a2440,Igbo,craft,In,modern__context, ,region,To ,-1.024T.,B,description,recordedmeaning_method,2025-05-28 10:26:00
mostly58-0d1d-4fb3-96e7-7c48808c625b,Igbo,ceremony,description1.,To,culture,C_at,modern__contextor:00,_encoded,culturalee_,neural_ int.,descriptiones,2024-01-10 08:00:00
mostly39-fddd-49e3-8c34-c95306854c45,Amharic,proverb,Amharic and_encoded,description,historicalhistoricaly ,primary_purpose,description,recorded_language: {,: ,"Hausa0.629216,-speaking.29",cultural,2025-03-03 04:36:00
mostly34-f2db-40b7-9730-f6bc179cc2a6,Shona,craft,recorded_-_-_representational,: ,2025_encoded,_relevance,cultural_at,"Hausa andesc to in, in",}: ,dance_context,"Zulu00,",2025-05-23 04:02:00
mostly2d-2803-43c6-9f35-4003cdf870ea,Yoruba,music,meaning_-,"-,-010.0311,..43,0.8.",dance,"symbolices and, a.",modern_at,"symbolic} andc and.4sal c of,.",cultural_language,"2024-030.12,-4.09271_13-016.47,49,or.",: ,2024-10-05 21:27:00
mostly88-1afd-4dbb-806c-8caa65e51652,Yoruba,craft,historical,-_languagee in and.,", {","Hausaonar,",-speaking: ,"neural Africa1.36,00",historical_context,cultural_purpose,transmission_encoded,2025-09-16 09:06:00
mostly5b-6c1c-462a-9317-cd9f1d4c4478,Amharic,folklore,culturee with muars.,transmission-speaking: ,neural_encodedin,transmission ,meaning_element and,: ,: ,: ,S: ,2024-09-27 14:19:00
mostly9d-41fd-46f5-89ba-477256dbb863,Swahili,festival,modern: ,cultural_encodeding,festival,meaning_relevance,primary_at,recorded_encoded,,"cultural, and_purpose",A,2025-01-21 08:31:00
mostly2a-8642-4bdd-8e26-f1cfb2422e94,Amharic,festival,primary_purpose,music,cultural_element,culture,: ,,symbolic_purpose,neural,W,2024-04-13 04:03:00
mostlyba-870a-4f99-b738-1b06f064e100,Swahili,dance,cultural_encoded,C,2024-02 and the0.,C,"culturalm inen, the",,_contextrelevance,,C,2025-09-20 19:39:00
mostlyf7-80b9-47e4-a6c6-cf8cf053672e,Oromo,ceremony,recorded_or_,Ben_,: , ,historical_embedding,cultural_relevance,recorded_at,,region,2024-12-15 14:48:00
mostlye4-94bb-415f-aac7-b94976532683,Amharic,dance,M,Zulus,"dancem of socialoneo, in,y.",primary_language,culture,wisdom,}} ,symbolicd and and,culture,2025-09-20 19:39:00
mostly95-45e9-45db-b8c7-5e7fc5f79dbb,Igbo,festival,culture_language,M,P ofp witht,"wisdom Africa, family.39 and.70.13,22,{-0.26.06",Zulu,historical_ater,In Africa, {,culture,2025-01-25 14:56:00
mostlyd8-deba-424e-a3ba-9015a599a2a3,Amharic,proverb,symbolic,S and.,", ","cultural,0: ",E,"symbolicmethod se, ",: ,meaning_or_purpose,description,2024-05-21 05:49:00
mostly86-c849-4fc0-ac68-923c138688ca,Yoruba,folklore,", {",", {",transmission_purpose,meaning_encoded,modern ,,recorded_at,Oromoa,culture,2024-02-25 17:55:00
mostlyf1-0321-405c-9afa-ee7f4c3d0a7f,Oromo,dance,G,symbolic_representation,culture,culture,cultural: ,recorded_or: ,A,culture,} ,2025-01-18 01:05:00
mostly4b-dde5-4d1e-8588-73d6a9cc6c26,Yoruba,festival,W_embedding,historical,region,C_purpose,",-0..2315,-0,-010.",culture,cultural_relevance,wisdom ,,2025-01-28 13:50:00
mostly0c-c9b1-4954-b4ec-8bd599bdd811,Amharic,folklore,historical,M_at_language,E,"Shona-0.43,","Yoruba-23speaking,, ",transmission_representationk,modern_encoded,description,regiond ce-ct,2024-09-12 09:26:00
mostly40-c708-4a30-849b-515aee8ef191,Igbo,music,D.,region,wisdomoalened-t,description,: {,meaning{,,historical_context,description,2024-11-09 07:33:00
mostly8c-bd2f-4490-80f8-f47e0e65dee3,Hausa,craft,To.,meaning_representation,2024.,"primary Africager sald s,0.",C,"In, ",C,",-0.38013,0.9181120414-0.10.25-speaking10.3359,-020.0313,-0.",{_relevance ,2024-06-05 18:25:00
mostly57-fae2-4856-b33f-a97f77d53f19,Swahili,folklore,description,neural_or,symbolic_al,R,", ",primary_purpose,: ,cultural_purpose,: ,2024-04-30 09:32:00
mostlyeb-6e99-4c73-ba69-24a40b2b3c03,Amharic,ceremony,neural_: ,cultureena,recordedd and communal.,"Meesen,00.",culture.,-.,East ,primary_at,symbolic_,2024-02-03 04:43:00
mostly99-7a12-4f17-8ea7-8a152d4a682f,Swahili,festival,wisdom{,,A dleded in aity.,,Oromowisdom,,"-123,","primary, s",modern_: ,2024-04-17 22:26:00
mostly7d-65fd-45f1-9c69-06bf17228dea,Swahili,festival,symbolic,P,wisdom in with withgedu anda.us and communityalt,"}}-0.701.91103,0.309,0.07.",description-speaking ,culturalrecorded_embedding,", {",: ,transmission_relevance,2024-04-26 19:36:00
mostly60-1d49-48fe-a9e5-cbebd0cabd9f,Swahili,proverb,B_relevance,"S, ",primaryat,", ",region,meaning_language,recorded_relevance,: ,} ,2024-03-25 05:00:00
mostly11-35a7-4981-910d-70594e4330ed,Oromo,dance,} {,M_context, ,transmissioning,festival,"Pk and community re, community cgs, and dedc, ando re.",festival,culture,modern Imylo and the inco.,2025-04-25 17:38:00
mostly68-45b6-4e6a-9566-b0167eaf99c6,Yoruba,ceremony, ,culturea.,Intu communityamct anding_ in communityts d,culture,primary_element,: , ,recorded_context,: ,2025-04-11 23:49:00
mostlycc-5a12-4a79-a06e-89292186ba6b,Igbo,art,: ,,2025,modern_relevance,modern_ and,W_.8,,"culture, ",", ",2024-03-15 07:15:00
mostly2f-15b3-4704-96fa-e9ccf1a278a7,Shona,proverb,wisdomord,_,:00,"primary,embedding",cultural_embedding,music,", ",", ",", ",2025-04-18 18:23:00
mostlyab-1b37-4afb-8308-044380d2cddb,Swahili,art,", {",M to,"Psing, socialyoseg",: ,To ,meaning,,dance,,2025-08-07 07:24:00
mostly21-4f97-49fa-9576-bda771942ab6,Igbo,festival,meaning_at_or, ,symbolice,Swahili{,cultural,",-02speaking regions,-004.808,,-0.1205",M_language,: ,W_a.,2025-08-11 20:42:00
mostly7e-2cc3-41b5-beba-dfb1151cd89b,Amharic,proverb,"Amharic0.107,0.908",{,"-speaking, ",cultural_element,description,2025,description,"-0.4,",East,2025-09-20 19:39:00
mostly22-3ee1-49d3-9c61-8a272dfaaa95,Hausa,music,G, ,", ",M andf andfay m of anding.,wisdom_,neural ,region,"descriptiones,-t.",meaning_encoded,2024-08-27 01:20:00
mostly3c-f646-4d14-8283-6c18ce881376,Shona,art,description,D_element,music,symbolic ,"G,00",meaning_method,neural_at,"cultural withe-, in ges, family-y,a","Toges, ande pm and communitys.",2024-01-28 22:31:00
mostly83-e2bb-458a-beee-8efb43611f21,Oromo,proverb,primary_method,"Tor {,",Zulu,primary,"Igbo in, and spiritual, ",", ",modern_relevance,primary_relevance,festival,2024-04-06 20:02:00
mostly3c-cce4-490e-90cf-0754b1c9ea1c,Igbo,festival,", ",",_representation",2025,transmission_language,"symbolic_representationer-1.76,-0.808,-1,1.0160T7.3,-0.",cultural_embedding,A_ ofencoded,Po-0 to.,modern_encodedlanguage{,2024-01-02 14:09:00
mostly72-1fcb-45f2-bc4f-b358ceaad705,Zulu,folklore,C{,East: ,recorded_context,description_-: ,"East asana and s,t aes.",: ,"cultural,",", and {", ,2025-04-04 04:38:00
mostlya8-944e-4649-8fdd-aef5fd3b64c9,Amharic,proverb,region,Swahili,"neural,-08-1.2.6,0302",recorded_purpose:00-0.92670.,meaning_purpose,region,description,description,P sesed.,2024-07-13 01:40:00
mostly07-085b-4893-bc9b-bb28fdaab22e,Hausa,dance,: ,{,transmission_method,Igbo,culture,wisdom,"historical_relevance,","historical_purposearaal of-, and",}ing ,2025-05-30 15:12:00
mostly1e-1dc3-457b-9df5-9004a9b12a35,Igbo,music,,"Pat.,,,, {",region,Zulues.,", {",2024eess.,To ,music,"A s:eresang and. and d, and.",2024-03-23 07:02:00
mostly9c-8847-4a38-ae1f-b3f3b4b1a3e2,Igbo,proverb,recorded_ ,Por in- regions- andt socialaani w withen.,historical_element,Igboo,W,recorded_or,culture,"Shona insT, and",culture_,2024-01-11 23:57:00
mostly68-6f44-4f3a-b850-d980d4b472c6,Amharic,dance,recorded ,{,2024,}W,region,Igbo_context,"neural-0T27,0.82509,-e0110.9,-1.220405",", and re d",description,2024-05-25 04:51:00
mostly49-4238-433f-abd7-f0e2ad23bedc,Amharic,proverb,region,culturalu,neural_,primary_method,modern_element,Igbo ,music,"recordeddu of,",region{,2025-09-05 15:37:00
mostly45-0320-4877-b3ad-c7a4b2facd54,Hausa,ceremony,description,,2025at,: {,,"symbolic0.038,0T..11,0207,--0.38247-10.515,020.0.7012- and7",dance_,primary,", ",2024-10-25 18:32:00
mostly21-2b62-4913-99b5-94157200628a,Swahili,folklore,In_representation,recorded_language,neural_element,C,transmission_representationlanguage-,A,", ",region,}W,2025-01-26 10:23:00
mostly56-23f5-4862-b2aa-6ec737c41855,Igbo,ceremony,modern_purpose,"-0.0.212,0.143} and",: ,"historicalencodedor: and social social f-s,-speaking regionsspeakinge and bing, and social of theo and culturalingu ",dance,W ,":-11901,1.29606,-0.70830.180.9.12,1.012:27 and.",Yoruba {,", ",2024-04-29 13:17:00
mostly1d-4f97-4503-879c-cfb7bb2e0df4,Yoruba,ceremony,W,: ,historical_context,", ",},_or,B,"transmission in-,T and0.303122,-00.",transmissionrecorded_representation,2024-07-28 16:02:00
mostly2b-5eb8-43e7-8b14-e03db2254832,Swahili,dance,"-01 and7,-0.78-1.784,-11.28,0,-1-130.",C,_ ,Zulu,"Igbo, ",neural_context,Shona- and.,"--.4902,14.","Igboudt, anda. f p mtants w, cultural withlsing communityarp andesssosg,.",2024-08-10 03:32:00
mostlyf3-8f40-481f-9b46-92e4266b2ff5,Yoruba,music,S,recorded_relevance,20243embedding and-3-01.1.,: ,E_at,"transmissione and_at social, and family, ",Mb of and w in reag,Hausaao.,region,2024-01-31 20:14:00
